year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
1916,3.756499450551717,5.378783248875524,0.9737124176892952,-0.7042533047153587,1.4306306212426436,0.9742137556465238,0.5712691382891073,-1.4569732156631945,-1.559127512479174,0.08681269971038805,-0.886923523904145,-0.14847307299487306,-0.28805852995887204,0.08656865720786387,0.04488075640836679
1920,-7.234020667550319,6.716144816017849,2.7850654362081473,2.06206053534613,0.14176617127250274,1.274802276788523,-0.3618416206230915,-0.8768706284251706,-0.5233337784223996,-0.23931743298708102,0.6150175644496525,0.15845826083086997,-0.033276239868973934,0.04758087646826297,0.0817351432073416
1924,-6.511579683483433,7.68705567169448,2.3914482366380403,1.2551735761210852,0.6006625397447308,-0.5170975123048119,-1.5786964078559027,-0.359612395571388,1.0604686987995962,-0.25361060855153433,0.20298033886517963,-0.1348561531681981,0.051277277383671986,0.2021593269521422,-0.0005712627422553418
1928,-5.774104760587346,2.877859191735774,0.25096168892305615,0.023045065142750776,1.7201902452628686,-3.314403399381199,0.10634036659314985,0.5710362461277789,-0.3771832600729024,0.20117831298852612,-0.28355352841694886,-0.2573554053390754,-0.23371145099845428,-0.162792151666761,0.03257367213952257
1932,8.92666646455686,5.443713536158573,-0.7047162554164171,-2.3896003265721335,1.092309671168505,-0.348301498389384,-1.5535193298130838,0.17375765602684576,0.6310393104267173,0.07900040737444343,-0.30677903840988485,0.6861312329108857,0.3651021513460846,-0.26791179485804273,-0.044373002736795786
1936,10.695753694184475,4.406584350979086,-0.3227567961303586,-2.102487782726487,-0.16639146171531588,0.15147293651183097,0.5683532770158497,0.36610983428992433,0.27146562091563725,0.39406673714137297,0.5414200913772811,-0.24517346155313174,-0.4882005190618055,0.6841900120454757,0.5987817115714494
1940,5.135659009159731,4.447789462675782,1.2070084811616137,0.10734486794721379,-1.767963823955727,-0.34909379776472305,1.263899460270876,-0.3827103827805045,0.31495233633751707,0.10780242088257402,0.6266632501954553,-0.3295699955122352,0.013395497725594854,-0.4296796300357556,-0.22875511738366192
1944,3.492761149647791,3.589793096876427,0.8525715343179233,0.10417895907844864,-1.4350210932527228,-0.6321115766484059,1.3759451324741612,0.017912890055137274,-0.06979215912111385,0.23990330343071453,0.4353313325846046,-0.28353947824889997,0.477333705524545,-0.3820894029168339,-0.24167212992408588
1948,3.05428734350706,2.7879442443660576,-1.441084536418222,0.22298114088504553,-0.14494056464407098,0.7546604904925609,-0.02583790771915358,1.0053718035195758,0.03447256574993547,-1.1137242711613609,-0.6598368224562299,-0.4931423233000603,0.9149570636271791,0.3667177649144622,-0.511048419793303
1952,-4.469159090229498,1.897438527731142,-0.20070349704614296,1.4673638444987802,-1.3882439498554877,0.43321030813026296,0.6810306142543195,1.6304162874402262,-0.0874687313729183,-0.07329652326658201,-0.4541577731174786,0.0340491704613643,-0.027678914460948518,0.39282831629202397,0.3557318151644623
1956,-5.050136916614402,2.484988438017941,-1.04212371133618,-0.11995624748633398,0.3749395982415391,1.2482179213871443,-0.039730436466716444,2.1871610995287565,-0.4970517427506635,0.681278422082545,0.1895770961187463,0.6050849582918844,0.06678123545939918,-0.5868210477295152,0.23909804326560538
1960,-0.07895695517993351,-0.12455483726202066,-0.8900351559747401,0.7105141458119067,0.27131226331501995,-0.598818696264947,1.4474932349000174,0.4047434797079942,0.41130438224147875,-0.5156619793485387,-0.2298253399850391,0.7495378649028342,-0.9282144398834772,0.4343578530879903,-0.5188277664430484
1964,9.489226760848222,-4.023733346051901,-2.702168313255163,4.425885686345645,1.8309524603586869,0.2780612827563287,-0.35305114392624787,-0.11504114692372505,0.4465498536721638,0.11042587516866527,0.38779336994633806,-0.30265809426672025,-0.11450405848130368,0.019218934483910557,0.2413282025778758
