,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
HI,-0.032636063673882,0.14730241809037953,0.006217069225323168,0.03375538557643513,-0.015528187995392054,0.2763086837166139,-0.9339583314777226,0.03709621245277711,-0.0014277996283016921,0.03649690202884175,0.0013322607558720844,-0.09746791722074273,0.1954710041752493,0.08359256129239219,-0.01879154063407014
IA,-0.6151699044139728,-0.5763923387281491,-0.2031261260442811,0.05615461691225885,-0.28324484797102534,-0.0796532532001181,-0.01621355853643364,-0.08532652634143918,0.02634749280925079,0.30074871862349106,-0.19714093257930562,0.04259840336591533,-0.09249017495341147,-0.1125252528842689,-0.10404098050535664
ID,0.7850190769040877,-0.3058346524343691,0.08744153947403085,0.11288039829790511,0.2864306444776434,-0.20452380061458636,0.08838076022822954,-0.04948909905399312,-0.037032998275269645,-0.035465964017706395,-0.07949057312510903,0.36317112269676877,-0.09590569441970699,0.06424327700964196,-0.0393687984464739
IL,-0.7124783401996863,0.03044310365548201,0.037174422223946194,-0.1364451287178099,-0.3123035449976418,0.474753240658738,-0.09639055487105719,0.20090669591843413,-0.039615284890726035,0.062109705304608714,-0.022371293134207205,-0.12296132167308219,0.16210357825538402,-0.25347454994917257,-0.02612689912701667
IN,0.5252201556404998,-0.054911535432223685,0.12153628221879632,0.16005833642085326,0.040962652145222614,-0.7654428161236041,-0.11159914312023142,-0.1504247911042961,0.07815243679258381,0.11812747999181031,0.12168950705484759,0.0017639216266871682,0.03759397089847928,-0.1883292404081832,0.018859209992488295
KS,0.19815902457875817,-0.18721063392024803,-0.07473403096123114,0.879655333031467,0.061726831822367045,-0.20736774439405078,0.15755647836245013,-0.16196784847781884,0.04170570394595678,0.13812366954423733,-0.03493737132998773,-0.0784375717016433,-0.17332510959430938,0.0967596642481383,-0.001961428701716958
KY,0.469869364804342,0.007557774514408715,-0.10627985413705006,0.03010681930336847,0.11149531491891196,-0.8027895227432778,0.11627538337971459,-0.15906869597041892,0.012033083261126832,0.05803247551365871,-0.014817893473614613,0.1906270588802606,-0.17158290144938065,0.16140463343745112,-0.06563712666516375
LA,0.9117528446853049,-0.16673031965375879,0.0021700086117692596,-0.03729096958841176,0.0109538307764279,-0.2906519461909415,0.10676060432781569,0.04357838477091865,-0.05814883691979161,-0.19196400285164142,-0.09865480282007343,-0.0016792221131791238,0.04736249696061172,-0.01875040971178233,0.13319406844530385
MA,-0.8867149305719839,0.017999372616136534,-0.11595883532083948,-0.0985251520054547,0.11448209141893508,0.23538680637644335,0.07889860124123753,0.054783487246827016,-0.032344816261557136,-0.13848534765601153,0.07809841453779157,-0.10033711336318847,0.3119809370556897,-0.01044639665309756,0.027042286474970173
MD,-0.15977968934305004,0.345435586330787,0.0008845025955211156,0.18953084813230708,-0.12459623589111637,0.33991683826795044,-0.1710714738784962,0.1638064904981381,-0.03719253443665775,0.18961865962571253,-0.02883658587390182,-0.7084428739495837,0.27944070338833565,-0.174406496679506,-0.024790622666934287
ME-AL,-0.7345087178572852,0.19869202795339072,-0.29679083701521625,0.07067545751266793,-0.06288733174964356,0.20979483993432083,-0.07553682066671899,-0.2650532037613715,0.13195064023596279,-0.033381846468579814,-0.07909511201975969,-0.2319857361188612,0.3448274608671735,0.14651737620246882,0.10686299823071055
