year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
1960,-0.009507677947759047,-0.26515748407972156,-0.9110986528307977,1.138482933411436,-0.08699150295995861,-0.7121334972197225,0.7853036910874804,0.3152999669401377,-0.7483547125075887,-0.3649370349028573,-0.6141766673482972
1964,8.67076799479866,1.1796295078801817,0.5225554673862687,5.492283148100438,3.078722012801241,1.058836513335721,-0.22810700243313906,-0.7027695202546381,0.37395609614152686,-4.324592789750127,0.2368366986564196
1968,0.20951263379930818,-2.021423977293182,-1.581710425426614,1.4356987571516566,-0.07238488500020562,-0.2927094395983291,-1.0732850872444435,0.2884085626181199,-0.34820641719905415,-1.173414468522248,-1.0439544213715621
1972,-5.269973863431712,-7.369174876495781,-3.5246526816715407,-0.8844632474095305,0.473579130343558,-0.522175105740939,0.3987539581894619,-0.5059948455670249,-0.8533450925917042,1.61415649972051,0.24780720627769925
1976,-0.12279423230206529,0.1388275271788199,-1.454368761677708,-0.9050847037231252,0.6536297085905163,0.34298869475971505,-0.2852983565831226,0.23548845115072875,0.664288371834431,-2.1935948115858217,0.07659836028489246
1980,-2.8027920517677876,-3.332810174003679,-1.8373945927394306,-1.5496651133645718,-1.6665106234459273,-0.24796242729482793,-1.1269748840152298,0.8763263531056992,1.0814183418587209,-1.3056369173806148,-0.025307218324503836
1984,-4.475549354198681,-5.6006485668705945,-1.403499076436439,-2.5382114216989953,-0.6875957491729769,-0.6042549952514289,0.10657758587037705,0.5841333386593792,0.05520876925647527,0.608500361087308,0.18876195605205284
1988,-1.152049383555317,-3.45077239148938,-0.9854646334397192,-0.8272023465854859,1.6844533228361471,0.32510609883351343,0.08035646955175961,0.35695015547118253,-0.028102626920833016,-0.5415712584648884,0.2252001012239839
1992,2.6134840975847,-0.27174897266176273,-0.12977182902232967,0.2995926778270669,1.1470751172578815,0.6391195744348084,0.6599480792185787,-0.2906201359190381,-0.2968972308377504,-1.504211083894364,0.1691968149181998
1996,4.135490677781975,-0.522787205202723,0.2567815326030301,-0.07448963140213412,0.703839854865891,-0.4356417616920941,-0.003932936009621795,-0.8022962489152728,0.024928932251395086,-1.5551511879484534,-0.753490269196703
2000,2.284604878051356,-2.9468587010173843,0.4258504866347225,-1.4456213615236473,-1.195545525149842,-0.5308003163584902,0.12603355624898033,-0.4554879104245301,0.6084220480093059,0.0969505453447897,-0.7588072498728082
2004,1.8699510947627616,-3.5955517100212426,0.2598739134224465,-1.2843952145965212,-1.0361103913586582,-0.33748543907053197,0.32949229133280955,-0.6748049574909384,0.15286419821369282,0.8890398287148388,-0.3393027790762569
2008,5.27993926066263,-1.7084649468529673,2.4370250001992613,-0.17671654840848686,0.4767950910568771,0.13446066084967326,-0.6797469132369344,-0.5733547716389031,0.09383558009278054,0.7920381034969559,0.47864437781971153
2012,4.207592013027944,-2.780633771998206,2.062167035941944,-0.006135940717095655,-0.5667685311671838,-0.08200689234666832,-0.8214647291414536,-0.3820955310366437,0.5570559621313501,1.6925601161800006,0.35133614346427516
2016,2.920914458185895,-2.940802278602678,1.6520060309863684,0.1381982902596773,-1.6212284247492228,0.11273783758869595,0.4072851409529297,0.09537512824433685,0.24784600829723824,3.594559283006513,0.30895523764626676
2020,4.012227704959493,-2.4407575363382374,1.5310303012454474,0.578240281816241,-1.4496474615829935,0.6551265817736562,0.4657196908542946,0.07857227505979662,0.5422086674322992,3.3531028419294278,0.2416736780020358
2024,2.601721410200531,-3.259379623117392,1.0442001681171347,0.3279358464722973,-1.5872639791723469,0.9148761774058028,0.3876651747244924,0.23149920492569526,0.48510593568793825,3.6003024950318,0.3915344648566075
