year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
1960,0.03886527506301101,-0.20304209700040146,-0.5742823791834565,0.15532761280235224,-0.1418805142127343,1.2975093676104255,-0.1522119990976296,-0.6471237789509687,-0.43417997439547945,-0.5040556839940572,0.011816270245819351,-1.4901115401568705,-0.6766099754581293,-0.026922803197292948,0.7008089324503682,0.12557427034775673
1964,9.11272681949619,2.054778344354983,-0.8218501293809044,1.0377077287840277,-0.22239349094636623,5.9797691236035595,1.8036472184515835,1.0592001522807364,0.8408286457887116,0.31559834544031173,0.3017062233023461,1.6471710323577642,-0.22426800162957153,-2.0616594605087215,0.41288913310534103,-0.09203442021609742
1968,0.3938305935881263,-1.7869567256109191,-1.617581117354658,0.3894313018499288,-0.24159758016636745,1.667145846598425,-0.299415589559345,-0.3213813918111168,-0.4986393242025171,-0.7298178363536926,-1.4451260892549143,0.43387092095706675,-0.9067018959256253,0.0026629788002612152,-0.25184810513380007,0.0911689380051714
1972,-5.0230134516067855,-7.41725153445727,-5.000325506815478,-0.7931863813307485,0.23901317810578582,-0.9345485977142566,0.7039200667520754,-0.34772204445657484,0.487748104164647,-0.8199500983491261,0.4517142276555451,-1.0968652321682968,0.3619706350052386,1.6544689922758118,0.08636949730855556,-0.5950375165881744
1976,0.14382723408126363,0.4842145343671395,-2.1042134407420607,0.6178883475753129,-0.3438730321107847,-0.5531046218412038,0.4603204999998117,0.08591160702652563,0.38676968442684384,0.4626439982486475,-1.2140321234250626,-0.2979402109473122,0.12440216249448148,-1.637417402437616,0.12758837830755573,0.5875576971986205
1980,-2.7237703898847903,-3.239009555108421,-2.4312682986400254,0.3496705370255854,-0.2497604885793421,-1.251785394250723,-1.5189415140125133,-0.47468005259047547,-0.6907832670089297,0.7253168674246624,-1.3385582445260593,0.3604589492330361,-0.20076163888623963,-1.3029206815296328,-0.3920434167366834,0.6221835817019165
1984,-4.435720321106379,-5.708375715332643,-3.4763590114997562,-0.7543181699680575,0.20091438382316293,-2.4342934993811225,-0.4580262329335304,-0.40150163430847835,-0.4613050038469478,0.15402291183251896,1.7037046422434095,-0.11687516370971726,-0.11133967762188943,-0.2757446929024792,-0.1326849115076161,0.46340773768851823
1988,-0.8054647217282549,-3.1810870994194738,-2.7466122354925573,0.09506880899653505,-0.030152986225490373,-0.7157143170198937,1.3866193165323484,0.5046318228291068,-0.4008496679714511,-0.21952207956823278,0.9491746428210942,0.5545696674672014,-0.0030550588577074223,-0.4999163957777438,-0.5843481866967369,-0.08401692397368342
1992,2.7794182336438453,0.021128861004928716,-0.09819458763764863,4.3750221518762595,-0.3685437393128999,0.5601768464507916,0.5513142188950049,0.8243326292180847,0.040304365464245644,0.10851861640042076,0.5445700391216832,-0.7775698092071516,0.42087731244299,-0.26183825395583515,-0.4193493142121826,0.036781214675032946
1996,4.256919986413638,-0.260007921541305,1.3003214911496894,4.229233765552081,-0.8838054709650089,0.1655881969584348,0.3375603951913175,-0.3341668946150898,0.45449721130962806,-0.062373035410590465,-0.9687599648673603,0.08440006891135085,-0.5929762532573465,-0.2041592937031405,-0.3222058668643146,-0.16903827866747054
2000,2.1371525802279647,-3.0625123734502524,0.7424598986787424,-0.6702620075619253,-3.10173077196278,-1.2300597582378026,-0.8616209047343113,-0.43269076523111394,0.1896935861317844,0.5390128732126511,-0.292742622509669,0.17757323184491655,-0.5002559282762602,-0.1959174583776846,0.13031112536305742,-0.2424425970547307
2004,1.7812775464821393,-3.7510146056899907,1.1445653677366314,-1.697375609910857,-4.239412055599093,-1.1054253495266626,-0.5754597318797438,-0.10258109780664429,0.3607738821706579,0.1620327615620867,-0.4299383174922391,-0.31860516059425875,0.10029148784593818,0.29294142561377623,-0.004928596958109054,0.1398870944304632
2008,5.139007204971171,-1.8287516634061909,3.235481178183534,1.653875484851385,2.432391415400491,-0.35232923271692185,0.5585791574584602,0.0660603559835757,0.3928632745162178,0.24050892039570568,-0.24894627808687955,0.9465779835996351,0.16066823701356142,-0.002514268917985191,0.920488473975082,-0.02823047846144862
2012,3.9524394345929186,-3.0733692334889215,3.1749495555390923,0.12789036843652357,0.0901723892334408,-0.18888095434895794,-0.1813215481138533,-0.05872613907800596,-0.10417584145194152,0.6455137591856122,-0.3983455230410822,0.934473370608445,0.42804521492936964,0.7627664183070576,0.39063412197628544,-0.12110267014844579
2016,2.4770375033530536,-3.53834135936568,2.7237566186613136,-3.5336675325979696,0.6099527601603251,-0.29942804875365925,-1.0652048332809017,0.06660530503538066,0.1275359266227987,0.36677281636187137,0.942367143647564,-0.007504631907759335,0.3021303783048701,1.3527696808688288,-0.11056801514464154,-0.28782353227725854
2020,3.589832297469634,-2.9942939504784025,3.1561999609145124,-2.7295840657524972,2.83983410333983,0.18867300939554235,-1.0342440475965622,0.40682902914683755,0.3142983188535533,0.6389370615526406,0.27280013386856566,-0.39538128328882977,0.10499334067795237,1.089066341308988,-0.29903573412054546,-0.254301159704634
2024,2.209942926385885,-3.830555929373615,2.608793087388405,-2.539172646150461,3.0828215811170745,-0.10340232012049899,-1.1224485648943165,0.6746716058694971,0.21768002581442536,0.5515448653642803,0.16408078622472205,-0.6250822374251173,0.24166915249707366,1.2080230302433959,-0.4775871633001134,-0.2575028724399405
