year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
1968,0.39070285905887986,-1.7915118905979546,-1.6695892920229922,0.33067585847191405,-0.24610356712648646,1.6514657672115225,-0.25474462836438183,-0.3792933007452794,-0.05229954391251061,-0.49888740750863214,-1.1054299844165567,0.36554663097495554,-0.9409511054576284,0.741860491172154,0.01857167311875305,0.1520457455533919,0.3675363517799557,-0.531019423829436,0.4457586607464,0.7081355220844328,0.3975667227560391
1972,-5.039478751750554,-7.423397008466577,-4.922754039857591,-0.7208634836736106,0.2673225650467199,-0.9597248639361754,0.6986504301774811,-0.384388748611987,0.3452404414473347,-0.8968442149660393,0.7209558475756153,-1.161705233996212,0.3234657292824317,-0.4906730383258299,0.06804477978326912,-1.7147359305682106,0.033319270054460476,-0.3399906016377215,-0.06330650494936803,-0.04393285271015085,-0.13388166093355527
1976,0.14121107480924824,0.4806126470248183,-2.1720913834871207,0.5522797297831082,-0.3544313178596828,-0.5686023989286932,0.45628494943950404,0.16711543620847197,0.206167723996193,0.5628975283470374,-1.0611714237162828,-0.21929548984314856,-0.1463989518386369,0.12205321412403591,0.1816496583312621,1.4804423826858815,-0.780318478074121,0.17630898289458768,-0.41877406746203977,0.08847948771237155,0.5253766929101892
1980,-2.725232764387181,-3.239989679595035,-2.497020761380416,0.28385689682075826,-0.2526289584233896,-1.2582692623374956,-1.5418985831082608,-0.44607656629190995,-0.47605851272186145,0.8724989640922561,-1.1833917288637,0.3138609654354379,-0.2488164600728158,0.6156008893031542,-0.1925811288032618,1.2118574687756467,-0.4091161177045004,0.36039509016371957,-0.044772148854478694,0.5161813511681378,-0.4686513997337175
1984,-4.459930684690555,-5.716426986953909,-3.2740025161493715,-0.6820742795191306,0.2106249726374095,-2.44912274666979,-0.3699170474406855,-0.5177893984726565,-0.2395305787455198,0.226199005764731,2.034480825426649,-0.35425305879851676,-0.09400603644292307,0.5005639599932795,0.13151772146335994,0.3624233431985112,0.046398273319655285,0.3641567173569831,0.2643244597517209,0.22968356940825002,-0.045390973703525794
1988,-0.8227051614094355,-3.1923940403815245,-2.691741287613896,0.06422519053466616,-0.00676853236600603,-0.7482939311291041,1.392729348200433,0.577284059840211,-0.4018300816541847,-0.3244416280395103,0.7488842993803063,0.3646976846800917,0.2616950986356012,-0.1423622021048377,-0.7401243487282448,0.6473645915649066,0.5936730132839314,0.6189712031475297,0.5427958586478463,-0.20361413764025252,0.027477356789999244
1992,2.7834921121145557,0.02683789857823037,-0.0928384655858325,4.36026970743627,-0.6682838057427405,0.5732399193211676,0.5475069484519796,0.8433857243361577,-0.048273510556446526,0.05424031105077914,0.4100103618114696,-0.727563765404422,0.4017526867020384,-0.10787402855220779,-0.31837053617851835,0.2908297641782157,-0.33784239365720675,0.055338064435658266,0.09149485203962711,0.04935994630435213,0.07679239608142156
1996,4.268841369725895,-0.2542203410338951,1.2104967414034769,4.10791242011197,-1.1407890917713635,0.16321689435860146,0.3331294393110421,-0.33145747237427137,0.5612124109911216,-0.059119140961886724,-1.2048685151797156,0.12865642128250332,-0.4198642206668625,-0.03880497444010609,-0.3105029364761654,0.3431959196326818,0.025153320400336576,-0.3459530470888866,0.2508759195256935,-0.13976083559942895,-0.20320242404295624
2000,2.1512916926435435,-3.0590492201587014,0.6870234719276604,-0.8613422716620314,-3.037174107769698,-1.2643148356226617,-0.8737569121458075,-0.38732487039205643,0.08530834626979306,0.5379167574540276,-0.25125336291693556,0.3658430333386615,-0.542097127236279,-0.17586419112475268,-0.19892168555610812,0.15590764543671504,0.00695940242973499,-0.569815060960098,-0.36322132450136574,-0.45048993914223395,0.21319525195972996
2004,1.7773912688572235,-3.752636393008243,1.1611534381838704,-1.9952058736614113,-4.119994797995145,-1.0787728825667533,-0.563165943296017,-0.1427484033622527,0.4077670169182105,0.16565742674449915,-0.5636191353031555,-0.42027593167928434,0.14922080540188096,0.01333861462032552,0.1090003948070587,-0.2740868821052335,0.038059442307967206,0.30779675646999743,0.13390613925063755,0.06484857540848217,-0.03346412394878127
2008,5.147636202959162,-1.8221183956508267,3.2053542687923935,1.7920301965409045,2.328980592278543,-0.33147396036739196,0.5664289318733081,0.033180782885872846,0.37985234777815274,0.2276816205091867,-0.45936350026413836,0.9270264384945478,0.15680613326085774,-0.18281305529543782,0.7667379398961376,0.03250925264455303,0.35716623738024283,0.1780032237401831,-0.354278813160558,-0.261494518263548,0.0577286009566841
2012,3.965878451221482,-3.059450579679597,3.1253383309895835,0.16585987395622193,0.07199549846327391,-0.12367670085450638,-0.20967233853791475,-0.09160908223170326,-0.1519112186827552,0.6734248492462087,-0.47595179174900343,0.9519669002546126,0.2170906387506137,-0.2023528207815196,0.42536501006648736,-0.9206719808069569,0.16773573183381332,0.4485222095869379,-0.2342020134435236,0.3331352057357467,0.0008455804263320518
2016,2.489134143892718,-3.5310022024776413,2.743650071001575,-3.3871334261617565,0.808883986520919,-0.27060130406234223,-1.1192838142040171,0.10098068717148063,-0.1767924265496104,0.27174106273645887,0.9591278445763893,0.1385818936190737,0.17429324860010456,-0.4259271797061902,-0.16659673263649574,-1.5683988722092703,-0.20537840046279784,0.020969558947892077,0.011061156721275606,-0.16447443598831557,0.20359179048674741
2020,3.599678341058612,-2.989608519008454,3.164554481470409,-2.4882526710348216,2.9940015099820827,0.20986050119317756,-1.0659783531598326,0.42628621463897853,0.22984846142716572,0.5650513329548648,0.27859481347284853,-0.30382777359429247,0.09714923550452027,-0.2751121457590975,-0.3730743276910815,-1.2064807375945341,-0.09689760964520036,-0.17536263460298485,0.03439010712702996,-0.14687607436304587,0.04735672657238264
2024,2.212327390907333,-3.8311047271538916,2.6519566310985945,-2.303642171477326,3.218030268825875,-0.09721629614467259,-1.1379828390185225,0.6529461700169097,0.38545212524940803,0.48813621386071565,0.19850280344934657,-0.6191647152207067,0.3979881265109416,-0.06320009203573485,-0.41835676385301696,-1.216486012708232,0.0004230632775170206,-0.393691597835341,0.21962936767292068,0.030416196915296043,-0.24769776467813473
