year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
1960,-0.009032139077118272,-0.274544189350973,-1.0849231938812736,1.2859891398272738,-0.026877436615976035,-0.7040219151525016,-0.3568459794795961,0.24841374974619815,-0.501833290290951,-0.6493727256168454,0.7875762365777234,0.4173683299049073
1964,8.65732663789579,1.1562150700994878,1.229934000088609,5.315049148470134,3.034734352622918,0.34284611180994207,-4.432907653681976,-0.640958953124938,0.05486307768593655,0.22354263759287082,-1.1499347101477633,-0.5784413483294606
1968,0.18678107404870078,-2.0484686609553693,-1.1713315313777153,1.4470494762925927,-0.0387283096589301,-1.0366688465802205,-1.3457664168917578,0.31870551472231495,-0.21119692821137578,1.3378294103246617,0.3038507614026196,0.12490493967141468
1972,-5.285988404208104,-7.396439776019868,-3.620532716951514,-0.692782774732671,0.4892296238561177,0.27081004075613857,1.3905664801878117,-0.47623140626908156,-0.800152085600981,0.3292494210077074,0.5232138056300117,-0.050520590913225125
1976,-0.1358126930364156,0.12147461168413239,-1.3733452103774828,-0.7837210130598792,0.74974179874796,0.012745989509469174,-2.215045896743535,0.1835107970991627,1.0065648816586947,0.23623162191212083,-0.2538643260907523,0.560666897425896
1980,-2.82642630322222,-3.3488442268792404,-1.4936938483611868,-1.5377074962318535,-1.6452149485598973,0.013746899042904595,-1.4497080828634692,0.9049992693061314,1.1953742050813156,1.2641914970731465,0.23823546482619218,-0.09865015784758079
1984,-4.482613896970219,-5.6021186161354635,-1.3842107240916033,-2.5614449068349123,-0.7722004101042571,0.26902951438339223,0.48642956474370236,0.6472942018473034,-0.16311233873786468,0.17245567118265562,0.5138745240916852,-0.6533263532210122
1988,-1.1598260012373676,-3.4587853036379475,-0.7568991323073614,-0.9391238504580448,1.56120158665185,0.3528692618998519,-0.7058537676297971,0.4558094120255921,-0.45003879275134173,0.1980024602135539,-0.46969390019928736,-0.9522689997010664
1992,2.615355838938603,-0.27619158414184564,-0.17992281678679786,0.327454564735582,1.149573655473873,0.12985082434329648,-1.4780900011827747,-0.3183859546016361,-0.2545559684063059,-0.7099792327360355,-0.6171146552692603,0.18322867261243445
1996,4.133443928646138,-0.527105761926343,0.3470315666563176,-0.107268401719491,0.7050924912784571,-0.7315486925356374,-1.5378860056776942,-0.8120650834593329,0.021472997408752314,-0.0663087388512888,0.44168445418136437,-0.10568747626080577
2000,2.2877148047198053,-2.9382353051432877,0.274868915120536,-1.4115511571917143,-1.1631261931808963,-0.7656028237990926,0.19467540957880738,-0.5117701894004492,0.7367800065529254,-0.2656679162634874,0.5743528407968463,0.024382764090827215
2004,1.8752161846528774,-3.5873887384074155,0.020399395813226535,-1.2248177925037507,-1.007881609499294,-0.36208330669297817,0.977151364039949,-0.72322200371668,0.27680163452529016,-0.38721696519609694,0.3850416075118238,0.15218778935914612
2008,5.290206472576575,-1.690794802283238,2.4160050807666167,-0.28570988149149645,0.48435096893134344,0.44941989939983806,0.9643881465391174,-0.5633244635401304,0.1345919444047294,0.18734778901176316,-0.10516821808996073,0.3977297560905722
2012,4.214960827196842,-2.7633751533024706,2.0314504877367727,-0.075418907700143,-0.5373738825930409,0.3399037797474781,1.843284369915872,-0.3827349578206112,0.6317299045712043,0.43882872900382297,0.11469640575862965,0.2970937971452128
2016,2.938182914708475,-2.915153763801878,1.3431122103581141,0.10479106951418674,-1.6634028558476872,0.33600112259670184,3.701929628873761,0.09043449381025559,0.07831770193819247,-0.4498227927789845,-0.1509175095123262,-0.31879541007917417
2020,4.028495034538455,-2.417672927049141,1.2207289570343647,0.5753974506077277,-1.467114193993761,0.25887474595893095,3.465684531680286,0.04930190840740217,0.4296148911857615,-0.5055505722627598,-0.674907847630141,-0.24420342558692157
2024,2.6148239188856714,-3.2392628006669324,0.7511557320066428,0.3371839041405277,-1.6098705614378819,0.4103374107653979,3.6730666559356058,0.21337553510818566,0.37100946731670026,-0.34197486440287017,-0.9415662791038246,-0.2391016727039388
