year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes,source_url
1956,NJ,850337,1606942,6736,27033,"{""Eric Hass"": 6736, ""Unpledged Electors"": 5317}",2484312,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,NM,106098,146788,364,1040,"{""Eric Hass"": 69, ""Unpledged Electors"": 364}",253926,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,NY,2750769,4340340,0,2227,"{""Other"": 2227}",7093336,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,NC,590530,575062,0,0,{},1165592,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,ND,96742,156766,483,483,"{""Unpledged Electors"": 483}",253991,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,OH,1439655,2262610,0,0,{},3702265,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,OK,385581,473769,0,0,{},859350,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,OR,329204,406393,0,0,{},735597,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,PA,1981769,2585252,7447,9482,"{""Eric Hass"": 7447}",4576503,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,RI,161790,225819,0,2,"{""Other"": 2}",387611,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,SC,136372,75700,88511,88511,"{""Unpledged Electors"": 88511}",300583,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,SD,122288,171569,0,0,{},293857,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,TN,456507,462288,19820,20609,"{""Unpledged Electors"": 19820}",939404,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,TX,859958,1080619,14591,14968,"{""Unpledged Electors"": 14591}",1955545,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,UT,118364,215631,0,0,{},333995,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,VT,42549,110390,0,39,"{""Other"": 39}",152978,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,VA,267760,386459,42964,43759,"{""Eric Hass"": 351, ""Unpledged Electors"": 42964}",697978,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,WA,523002,620430,7457,7457,"{""Eric Hass"": 7457}",1150889,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,WV,381534,449297,0,0,{},830831,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,WI,586768,954844,6918,8946,"{""Eric Hass"": 710, ""Unpledged Electors"": 6918}",1550558,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,WY,49554,74573,0,0,{},124127,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
1956,NATIONAL,26028028,35579180,301417,414771,"{""Eric Hass"": 44300, ""Unpledged Electors"": 301417}",62021979,https://en.wikipedia.org/wiki/1956_United_States_presidential_election
