year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes
1992,AL,690080,804283,183109,193697,"{""Andre Marrou"": 5737, ""Others"": 4851, ""Ross Perot"": 183109}",1688060
1992,AK,78294,102000,73481,78212,"{""Andre Marrou"": 1378, ""Others"": 3353, ""Ross Perot"": 73481}",258506
1992,AZ,543050,572086,353741,371839,"{""Andre Marrou"": 6759, ""Others"": 11339, ""Ross Perot"": 353741}",1486975
1992,AR,505823,337324,99132,107506,"{""Andre Marrou"": 1261, ""Others"": 7113, ""Ross Perot"": 99132}",950653
1992,CA,5121325,3630574,2296006,2379822,"{""Andre Marrou"": 48139, ""Others"": 35677, ""Ross Perot"": 2296006}",11131721
1992,CO,629681,562850,366010,376649,"{""Andre Marrou"": 8669, ""Others"": 1970, ""Ross Perot"": 366010}",1569180
1992,CT,682318,578313,348771,355701,"{""Andre Marrou"": 5391, ""Others"": 1539, ""Ross Perot"": 348771}",1616332
1992,DE,126055,102313,59213,61367,"{""Andre Marrou"": 935, ""Others"": 1219, ""Ross Perot"": 59213}",289735
1992,DC,192619,20698,9681,14255,"{""Andre Marrou"": 467, ""Others"": 4107, ""Ross Perot"": 9681}",227572
1992,FL,2072798,2173310,1053067,1068284,"{""Andre Marrou"": 15079, ""Others"": 238, ""Ross Perot"": 1053067}",5314392
1992,GA,1008966,995252,309657,316907,"{""Andre Marrou"": 7110, ""Others"": 140, ""Ross Perot"": 309657}",2321125
1992,HI,179310,136822,53003,56710,"{""Andre Marrou"": 1119, ""Others"": 2588, ""Ross Perot"": 53003}",372842
1992,ID,137013,202645,130395,142484,"{""Andre Marrou"": 1167, ""Others"": 10922, ""Ross Perot"": 130395}",482142
1992,IL,2453350,1734096,840515,862711,"{""Andre Marrou"": 9218, ""Others"": 12978, ""Ross Perot"": 840515}",5050157
1992,IN,848420,989375,455934,468076,"{""Andre Marrou"": 7936, ""Others"": 4206, ""Ross Perot"": 455934}",2305871
