year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes
2000,AL,692611,941173,18323,32488,"{""Harry Browne"": 5893, ""Howard Phillips"": 775, ""John Hagelin"": 447, ""Others"": 699, ""Pat Buchanan"": 6351, ""Ralph Nader"": 18323}",1666272
2000,AK,79004,167398,28747,39158,"{""Harry Browne"": 2636, ""Howard Phillips"": 596, ""John Hagelin"": 919, ""Others"": 1068, ""Pat Buchanan"": 5192, ""Ralph Nader"": 28747}",285560
2000,AZ,685341,781652,45645,65023,"{""Howard Phillips"": 110, ""John Hagelin"": 1120, ""Others"": 5775, ""Pat Buchanan"": 12373, ""Ralph Nader"": 45645}",1532016
2000,AR,422768,472940,13421,26073,"{""Harry Browne"": 2781, ""Howard Phillips"": 1415, ""John Hagelin"": 1098, ""Pat Buchanan"": 7358, ""Ralph Nader"": 13421}",921781
2000,CA,5861203,4567429,418707,537224,"{""Harry Browne"": 45520, ""Howard Phillips"": 17042, ""John Hagelin"": 10934, ""Others"": 34, ""Pat Buchanan"": 44987, ""Ralph Nader"": 418707}",10965856
2000,CO,738227,883748,91434,119393,"{""Harry Browne"": 12799, ""Howard Phillips"": 1319, ""John Hagelin"": 2240, ""Others"": 1136, ""Pat Buchanan"": 10465, ""Ralph Nader"": 91434}",1741368
2000,CT,816015,561094,64452,82416,"{""Harry Browne"": 3484, ""Howard Phillips"": 9695, ""John Hagelin"": 40, ""Others"": 14, ""Pat Buchanan"": 4731, ""Ralph Nader"": 64452}",1459525
2000,DE,180068,137288,8307,10266,"{""Harry Browne"": 774, ""Howard Phillips"": 208, ""John Hagelin"": 107, ""Others"": 93, ""Pat Buchanan"": 777, ""Ralph Nader"": 8307}",327622
2000,DC,171923,18073,10576,11898,"{""Harry Browne"": 669, ""Others"": 653, ""Ralph Nader"": 10576}",201894
2000,FL,2912253,2912790,97488,138067,"{""Harry Browne"": 16415, ""Howard Phillips"": 1371, ""John Hagelin"": 2281, ""Others"": 3028, ""Pat Buchanan"": 17484, ""Ralph Nader"": 97488}",5963110
