year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes,source_url
1948,IN,807833,821079,9649,27302,"{""Henry Wallace"": 9649, ""Norman Thomas"": 2179, ""Other"": 15474}",1656214,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,IA,522380,494018,12125,21866,"{""Henry Wallace"": 12125, ""Norman Thomas"": 1829, ""Other"": 7912}",1038264,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,KS,351902,423039,4603,13878,"{""Henry Wallace"": 4603, ""Norman Thomas"": 2807, ""Other"": 6468}",788819,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,KY,466756,341210,10411,14692,"{""Henry Wallace"": 1567, ""Norman Thomas"": 1284, ""Other"": 1430, ""Strom Thurmond"": 10411}",822658,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,LA,136344,72657,204290,207335,"{""Henry Wallace"": 3035, ""Other"": 10, ""Strom Thurmond"": 204290}",416336,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,ME-AL,111916,150234,1884,2637,"{""Henry Wallace"": 1884, ""Norman Thomas"": 547, ""Other"": 206}",264787,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,MD,286521,294814,9983,15400,"{""Henry Wallace"": 9983, ""Norman Thomas"": 2941, ""Strom Thurmond"": 2489}",596735,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,MA,1151788,909370,38157,45988,"{""Henry Wallace"": 38157, ""Other"": 7831}",2107146,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,MI,1003448,1038595,46515,67566,"{""Henry Wallace"": 46515, ""Norman Thomas"": 6063, ""Other"": 14988}",2109609,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,MN,692966,483617,27866,35643,"{""Henry Wallace"": 27866, ""Norman Thomas"": 4646, ""Other"": 3131}",1212226,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,MS,19384,5043,167538,167763,"{""Henry Wallace"": 225, ""Strom Thurmond"": 167538}",192190,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,MO,917315,655039,3998,6274,"{""Henry Wallace"": 3998, ""Norman Thomas"": 2222, ""Other"": 12, ""Strom Thurmond"": 42}",1578628,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,MT,119071,96770,7313,8437,"{""Henry Wallace"": 7313, ""Norman Thomas"": 695, ""Other"": 429}",224278,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,NE-AL,224165,264774,0,1,"{""Other"": 1}",488940,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,NV,31291,29357,1469,1469,"{""Henry Wallace"": 1469}",62117,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,NH,107995,121299,1970,2146,"{""Henry Wallace"": 1970, ""Norman Thomas"": 86, ""Other"": 83, ""Strom Thurmond"": 7}",231440,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,NJ,895455,981124,42683,72976,"{""Henry Wallace"": 42683, ""Norman Thomas"": 10521, ""Other"": 19772}",1949555,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,NM,105464,80303,1037,1296,"{""Henry Wallace"": 1037, ""Norman Thomas"": 83, ""Other"": 176}",187063,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,NY,2780204,2841163,509559,555970,"{""Henry Wallace"": 509559, ""Norman Thomas"": 40879, ""Other"": 5532}",6177337,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,NC,459070,258572,69652,73567,"{""Henry Wallace"": 3915, ""Strom Thurmond"": 69652}",791209,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,ND,95812,115139,8391,9765,"{""Henry Wallace"": 8391, ""Norman Thomas"": 1000, ""Strom Thurmond"": 374}",220716,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,OH,1452791,1445684,37596,37596,"{""Henry Wallace"": 37596}",2936071,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,OK,452782,268817,0,0,{},721599,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,OR,243147,260904,14978,20029,"{""Henry Wallace"": 14978, ""Norman Thomas"": 5051}",524080,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,PA,1752426,1902197,55161,80525,"{""Henry Wallace"": 55161, ""Norman Thomas"": 11325, ""Other"": 14039}",3735148,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,RI,188736,135787,2619,3179,"{""Henry Wallace"": 2619, ""Norman Thomas"": 429, ""Other"": 131}",327702,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,SC,34423,5386,102607,102762,"{""Henry Wallace"": 154, ""Norman Thomas"": 1, ""Strom Thurmond"": 102607}",142571,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,SD,117653,129651,2801,2801,"{""Henry Wallace"": 2801}",250105,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,TN,270402,202914,73815,76967,"{""Henry Wallace"": 1864, ""Norman Thomas"": 1288, ""Strom Thurmond"": 73815}",550283,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,TX,824235,303467,113776,121875,"{""Henry Wallace"": 3920, ""Norman Thomas"": 919, ""Other"": 3260, ""Strom Thurmond"": 113776}",1249577,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,UT,149151,124402,2679,2752,"{""Henry Wallace"": 2679, ""Other"": 73}",276305,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,VT,45557,75926,1279,1899,"{""Henry Wallace"": 1279, ""Norman Thomas"": 585, ""Other"": 35}",123382,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,VA,200786,172070,43393,46400,"{""Henry Wallace"": 2047, ""Norman Thomas"": 726, ""Other"": 234, ""Strom Thurmond"": 43393}",419256,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,WA,475165,386315,31692,42578,"{""Henry Wallace"": 31692, ""Norman Thomas"": 3534, ""Other"": 7353}",904058,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,WV,429188,316251,3311,3311,"{""Henry Wallace"": 3311}",748750,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,WI,647310,590959,25282,38531,"{""Henry Wallace"": 25282, ""Norman Thomas"": 12547, ""Other"": 702}",1276800,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,WY,52354,47947,931,1124,"{""Henry Wallace"": 931, ""Norman Thomas"": 137, ""Other"": 56}",101425,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
1948,NATIONAL,24178347,21991292,1176023,2622896,"{""Henry Wallace"": 1157328, ""Norman Thomas"": 139569, ""Other"": 150069, ""Strom Thurmond"": 1176023}",48792535,https://en.wikipedia.org/wiki/1948_United_States_presidential_election
