year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes,source_url
1928,AL,127797,120725,460,460,"{""Norman Thomas"": 460}",248982,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,AZ,38537,52533,184,184,"{""William Foster"": 184}",91254,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,AR,119196,77751,429,746,"{""Norman Thomas"": 429, ""William Foster"": 317}",197693,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,CA,614365,1162323,19595,19968,"{""Norman Thomas"": 19595, ""William Foster"": 112}",1796656,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,CO,133131,253872,3472,5239,"{""Norman Thomas"": 3472, ""William Foster"": 675}",392242,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,CT,252040,296614,3019,4377,"{""Norman Thomas"": 3019, ""Verne Reynolds"": 622, ""William Foster"": 730}",553031,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,DE,36643,68860,329,388,"{""Norman Thomas"": 329, ""William Foster"": 59}",105891,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,FL,101764,144168,4036,7740,"{""Norman Thomas"": 4036, ""William Foster"": 3704}",253672,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,GA,129602,99369,124,188,"{""Norman Thomas"": 124, ""William Foster"": 64}",229159,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,ID,52926,97322,1293,1293,"{""Norman Thomas"": 1293}",151541,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,IL,1313817,1769141,19138,24531,"{""Norman Thomas"": 19138, ""Verne Reynolds"": 1812, ""William Foster"": 3581}",3107489,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,IN,562691,848290,3871,10333,"{""Norman Thomas"": 3871, ""Verne Reynolds"": 645, ""William Foster"": 321}",1421314,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,IA,379311,623570,2960,6608,"{""Norman Thomas"": 2960, ""Verne Reynolds"": 230, ""William Foster"": 328}",1009489,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
1928,KS,193003,513672,6205,6525,"{""Norman Thomas"": 6205, ""William Foster"": 320}",713200,https://en.wikipedia.org/wiki/1928_United_States_presidential_election
