year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes
1988,AL,549506,815576,8460,13394,"{""Lenora Fulani"": 3311, ""Ron Paul"": 8460}",1378476
1988,AK,72584,119251,5484,8281,"{""Lenora Fulani"": 1024, ""Ron Paul"": 5484}",200116
1988,AZ,454029,702541,13351,15303,"{""Lenora Fulani"": 1662, ""Ron Paul"": 13351}",1171873
1988,AR,349237,466578,3297,11923,"{""Lenora Fulani"": 2161, ""Ron Paul"": 3297}",827738
1988,CA,4702233,5054917,70105,129914,"{""Lenora Fulani"": 31180, ""Ron Paul"": 70105}",9887064
1988,CO,621453,728177,15482,22764,"{""Lenora Fulani"": 2539, ""Ron Paul"": 15482}",1372394
1988,CT,676584,750241,14071,16569,"{""Lenora Fulani"": 2491, ""Ron Paul"": 14071}",1443394
1988,DE,108647,139639,1162,1605,"{""Lenora Fulani"": 443, ""Ron Paul"": 1162}",249891
1988,DC,159407,27590,2901,5880,"{""Lenora Fulani"": 2901, ""Ron Paul"": 554}",192877
1988,FL,1656701,2618885,19796,26727,"{""Lenora Fulani"": 6655, ""Ron Paul"": 19796}",4302313
1988,GA,714792,1081331,8435,13549,"{""Lenora Fulani"": 5099, ""Ron Paul"": 8435}",1809672
1988,HI,192364,158625,1999,3472,"{""Lenora Fulani"": 1003, ""Ron Paul"": 1999}",354461
1988,ID,147272,253881,5313,7815,"{""Lenora Fulani"": 2502, ""Ron Paul"": 5313}",408968
1988,IL,2215940,2310939,14944,32241,"{""Lenora Fulani"": 10276, ""Ron Paul"": 14944}",4559120
1988,IN,860643,1297763,10215,10215,"{""Lenora Fulani"": 10215}",2168621
1988,IA,670557,545355,2494,9702,"{""Lenora Fulani"": 540, ""Ron Paul"": 2494}",1225614
1988,KS,422636,554049,12553,16359,"{""Lenora Fulani"": 3806, ""Ron Paul"": 12553}",993044
1988,KY,580368,734281,2118,7868,"{""Lenora Fulani"": 1256, ""Ron Paul"": 2118}",1322517
1988,LA,734281,883702,4115,10219,"{""Lenora Fulani"": 2355, ""Ron Paul"": 4115}",1628202
1988,ME-AL,243569,307131,2700,4335,"{""Lenora Fulani"": 1405, ""Ron Paul"": 2700}",555035
1988,ME-01,131078,169292,1555,0,"{""Lenora Fulani"": 739, ""Ron Paul"": 1555}",300370
1988,ME-02,112491,137839,1145,0,"{""Lenora Fulani"": 666, ""Ron Paul"": 1145}",250330
1988,MD,826304,876167,6748,11887,"{""Lenora Fulani"": 5115, ""Ron Paul"": 6748}",1714358
1988,MA,1401406,1194644,24251,36755,"{""Lenora Fulani"": 9561, ""Ron Paul"": 24251}",2632805
1988,MI,1675783,1965486,18336,27894,"{""Lenora Fulani"": 2513, ""Ron Paul"": 18336}",3669163
1988,MN,1109471,962337,5109,24982,"{""Lenora Fulani"": 1734, ""Ron Paul"": 5109}",2096790
1988,MS,363921,557890,3329,9716,"{""Lenora Fulani"": 2155, ""Ron Paul"": 3329}",931527
1988,MO,1001619,1084953,6656,6656,"{""Lenora Fulani"": 6656}",2093228
1988,MT,168936,190412,5047,6326,"{""Lenora Fulani"": 1279, ""Ron Paul"": 5047}",365674
1988,NE-AL,259646,398447,2536,4279,"{""Lenora Fulani"": 1743, ""Ron Paul"": 2536}",662372
1988,NV,132738,206040,3520,11289,"{""Lenora Fulani"": 835, ""Ron Paul"": 3520}",350067
1988,NH,163696,281537,4502,5292,"{""Lenora Fulani"": 790, ""Ron Paul"": 4502}",450525
1988,NJ,1320352,1743192,8421,36009,"{""Lenora Fulani"": 5139, ""Ron Paul"": 8421}",3099553
1988,NM,244497,270341,3268,6449,"{""Lenora Fulani"": 2237, ""Ron Paul"": 3268}",521287
1988,NY,3347882,3081871,15845,55930,"{""Lenora Fulani"": 15845, ""Ron Paul"": 12109}",6485683
1988,NC,890167,1237258,5682,6945,"{""Lenora Fulani"": 5682, ""Ron Paul"": 1263}",2134370
1988,ND,127739,166559,1315,2963,"{""Lenora Fulani"": 396, ""Ron Paul"": 1315}",297261
1988,OH,1939629,2416549,12017,37521,"{""Lenora Fulani"": 12017, ""Ron Paul"": 11989}",4393699
1988,OK,483423,678367,6261,9246,"{""Lenora Fulani"": 2985, ""Ron Paul"": 6261}",1171036
1988,OR,616206,560126,14811,25362,"{""Lenora Fulani"": 6487, ""Ron Paul"": 14811}",1201694
1988,PA,2194944,2300087,12051,41220,"{""Lenora Fulani"": 4379, ""Ron Paul"": 12051}",4536251
1988,RI,225123,177761,825,1736,"{""Lenora Fulani"": 280, ""Ron Paul"": 825}",404620
1988,SC,370554,606443,4935,9012,"{""Lenora Fulani"": 4077, ""Ron Paul"": 4935}",986009
1988,SD,145560,165415,1060,2016,"{""Lenora Fulani"": 730, ""Ron Paul"": 1060}",312991
1988,TN,679794,947233,2041,9223,"{""Lenora Fulani"": 1334, ""Ron Paul"": 2041}",1636250
1988,TX,2352748,3036829,30355,37833,"{""Lenora Fulani"": 7208, ""Ron Paul"": 30355}",5427410
1988,UT,207343,428442,7473,11223,"{""Lenora Fulani"": 455, ""Ron Paul"": 7473}",647008
1988,VT,115775,124331,1003,3227,"{""Lenora Fulani"": 205, ""Ron Paul"": 1003}",243333
1988,VA,859799,1309162,14312,22648,"{""Lenora Fulani"": 14312, ""Ron Paul"": 8336}",2191609
1988,WA,933516,903835,17240,27902,"{""Lenora Fulani"": 3520, ""Ron Paul"": 17240}",1865253
