year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes,source_url
1924,AL,112966,45005,8084,8622,"{""Herman Faris"": 538, ""Robert La Follette"": 8084}",166593,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,AZ,26235,30516,17210,17210,"{""Robert La Follette"": 17210}",73961,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,AR,84795,40564,13173,13173,"{""Robert La Follette"": 13173}",138532,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,CA,105514,733250,424649,443136,"{""Herman Faris"": 18365, ""Robert La Follette"": 424649}",1281900,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,CO,75238,195171,69945,71851,"{""Frank Johns"": 378, ""Herman Faris"": 966, ""Robert La Follette"": 69945, ""William Foster"": 562}",342260,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,CT,110184,246322,42416,43789,"{""Frank Johns"": 1373, ""Robert La Follette"": 42416}",400295,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,DE,33445,52441,4979,4999,"{""Robert La Follette"": 4979}",90885,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,FL,62083,30633,8625,16438,"{""Herman Faris"": 5498, ""Robert La Follette"": 8625}",109154,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,GA,123200,30300,12691,13077,"{""Herman Faris"": 231, ""Robert La Follette"": 12691}",166577,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,ID,24256,69879,54160,54160,"{""Robert La Follette"": 54160}",148295,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,IL,576975,1453321,432027,439771,"{""Frank Johns"": 2334, ""Herman Faris"": 2367, ""Robert La Follette"": 432027, ""William Foster"": 2622}",2470067,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,IN,492245,703042,71700,77103,"{""Herman Faris"": 4416, ""Robert La Follette"": 71700, ""William Foster"": 987}",1272390,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,IA,162600,537635,272243,276725,"{""Robert La Follette"": 272243, ""William Foster"": 4037}",976960,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,KS,156319,407671,98461,98464,"{""Robert La Follette"": 98461}",662454,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,KY,374855,398966,38465,41511,"{""Frank Johns"": 1499, ""Robert La Follette"": 38465}",815332,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,LA,93218,24670,0,4063,"{""Other"": 4063}",121951,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,ME-AL,41964,138440,11382,11788,"{""Frank Johns"": 406, ""Robert La Follette"": 11382}",192192,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
