year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes,source_url
1924,MD,148072,162414,47157,48144,"{""Frank Johns"": 987, ""Robert La Follette"": 47157}",358630,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,MA,280831,703476,141225,145530,"{""Frank Johns"": 1668, ""Robert La Follette"": 141225, ""William Foster"": 2635}",1129837,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,MI,152359,874631,122014,133429,"{""Herman Faris"": 6085, ""Robert La Follette"": 122014, ""William Foster"": 5330}",1160419,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,MN,55913,420759,339192,345474,"{""Frank Johns"": 1855, ""Robert La Follette"": 339192, ""William Foster"": 4427}",822146,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,MS,100474,8494,3494,3494,"{""Robert La Follette"": 3494}",112462,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,MO,572753,648486,84160,86719,"{""Frank Johns"": 883, ""Herman Faris"": 1418, ""Robert La Follette"": 84160}",1307958,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,MT,33805,74138,66123,66480,"{""Robert La Follette"": 66123, ""William Foster"": 357}",174423,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,NE-AL,137289,218585,106701,108299,"{""Herman Faris"": 1594, ""Robert La Follette"": 106701}",464173,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,NV,5909,11243,9769,9769,"{""Robert La Follette"": 9769}",26921,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,NH,57201,98575,8993,8993,"{""Robert La Follette"": 8993}",164769,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,NJ,297743,675162,108901,113174,"{""Frank Johns"": 819, ""Herman Faris"": 1337, ""Robert La Follette"": 108901, ""William Foster"": 1540}",1086079,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,NM,48542,54745,9543,9543,"{""Robert La Follette"": 9543}",112830,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,NY,950796,1820058,474913,493085,"{""Frank Johns"": 9928, ""Robert La Follette"": 474913, ""William Foster"": 8244}",3263939,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,NC,284270,191753,6651,6664,"{""Herman Faris"": 13, ""Robert La Follette"": 6651}",482687,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,ND,13858,94931,89922,90292,"{""Robert La Follette"": 89922, ""William Foster"": 370}",199081,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,OH,477888,1176130,357948,362219,"{""Frank Johns"": 3025, ""Robert La Follette"": 357948}",2016237,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,OK,255798,226242,46375,46375,"{""Robert La Follette"": 46375}",528415,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,OR,67589,142579,68403,69320,"{""Frank Johns"": 917, ""Robert La Follette"": 68403}",279488,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,PA,409192,1401481,307567,334177,"{""Frank Johns"": 634, ""Herman Faris"": 9779, ""Robert La Follette"": 307567, ""William Foster"": 2735}",2144850,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,RI,76606,125286,7628,8223,"{""Frank Johns"": 268, ""Robert La Follette"": 7628, ""William Foster"": 289}",210115,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,SC,49008,1123,620,621,"{""Robert La Follette"": 620}",50752,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,SD,27214,101299,75355,75355,"{""Robert La Follette"": 75355}",203868,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,TN,158537,130882,10656,10856,"{""Herman Faris"": 100, ""Robert La Follette"": 10656}",300275,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,TX,484605,130023,42881,42881,"{""Robert La Follette"": 42881}",657509,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,UT,47001,77327,32662,32662,"{""Robert La Follette"": 32662}",156990,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,VT,16124,80498,5964,6295,"{""Herman Faris"": 326, ""Robert La Follette"": 5964}",102917,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,VA,139716,73312,10377,10574,"{""Frank Johns"": 197, ""Robert La Follette"": 10377}",223602,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,WA,42842,220224,150727,158483,"{""Frank Johns"": 1004, ""Robert La Follette"": 150727, ""William Foster"": 761}",421549,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,WV,257232,288635,36723,37795,"{""Robert La Follette"": 36723}",583662,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,WI,68115,311614,453678,461097,"{""Frank Johns"": 458, ""Herman Faris"": 2918, ""Robert La Follette"": 453678, ""William Foster"": 3773}",840826,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,WY,12868,41858,25174,25174,"{""Robert La Follette"": 25174}",79900,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
1924,NATIONAL,8386242,15723789,4831706,4987076,"{""Frank Johns"": 28633, ""Herman Faris"": 55951, ""Robert La Follette"": 4831706, ""William Foster"": 38669}",29097107,https://en.wikipedia.org/wiki/1924_United_States_presidential_election
