year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes,source_url
1960,MN,779933,757915,962,4039,"{""Eric Hass"": 962}",1541887,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,MS,108362,73561,116248,116248,"{""Unpledged Electors"": 116248}",298171,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,MO,972201,962221,0,0,{},1934422,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,MT,134891,141841,0,847,"{""Other"": 847}",277579,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,NE-AL,232542,380553,0,0,{},613095,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,NV,54880,52387,0,0,{},107267,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,NH,137772,157989,0,0,{},295761,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,NJ,1385415,1363324,4262,24372,"{""Eric Hass"": 4262}",2773111,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,NM,156027,153733,570,1347,"{""Eric Hass"": 570}",311107,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,NY,3830085,3446419,0,14575,"{""Other"": 14575}",7291079,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,NC,713136,655420,0,0,{},1368556,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,ND,123963,154310,0,158,"{""Other"": 158}",278431,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,OH,1944248,2217611,0,0,{},4161859,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,OK,370111,533039,0,0,{},903150,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,OR,367402,408060,0,959,"{""Other"": 959}",776421,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,PA,2556282,2439956,7185,10303,"{""Eric Hass"": 7185}",5006541,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,RI,258032,147502,0,1,"{""Other"": 1}",405535,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,SC,198129,188558,0,1,"{""Other"": 1}",386688,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,SD,128070,178417,0,0,{},306487,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,TN,481453,556577,0,13762,"{""Other"": 13762}",1051792,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,TX,1167567,1121310,0,22207,"{""Other"": 22207}",2311084,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,UT,169248,205361,0,100,"{""Other"": 100}",374709,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,VT,69186,98131,0,7,"{""Other"": 7}",167324,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,VA,362327,404521,397,4601,"{""Eric Hass"": 397}",771449,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,WA,599298,629273,10895,13001,"{""Eric Hass"": 10895}",1241572,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,WV,441786,395995,0,0,{},837781,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,WI,830805,895175,1310,3102,"{""Eric Hass"": 1310}",1729082,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,WY,63331,77451,0,0,{},140782,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,NATIONAL,34220984,34108157,286359,503341,"{""Eric Hass"": 47522, ""Unpledged Electors"": 286359}",68832482,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
