year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes,source_url
1960,AL,318303,237981,324050,324050,"{""Unpledged Electors"": 324050}",880334,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,AK,29809,30953,0,0,{},60762,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,AZ,176781,221241,469,469,"{""Eric Hass"": 469}",398491,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,AR,215049,184508,28952,28952,"{""Orval Faubus"": 28952}",428509,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,CA,3224099,3259722,1051,22757,"{""Eric Hass"": 1051}",6506578,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,CO,330629,402242,2803,3375,"{""Eric Hass"": 2803}",736246,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,CT,657055,565813,0,15,"{""Other"": 15}",1222883,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,DE,99590,96373,82,720,"{""Eric Hass"": 82}",196683,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,FL,748700,795476,0,0,{},1544176,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,GA,458638,274472,0,239,"{""Other"": 239}",733349,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,HI,92410,92295,0,0,{},184705,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,ID,138853,161597,0,0,{},300450,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,IL,2377846,2368988,10560,10575,"{""Eric Hass"": 10560}",4757409,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,IN,952358,1175120,1136,7882,"{""Eric Hass"": 1136}",2135360,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,IA,550565,722381,230,864,"{""Eric Hass"": 230}",1273810,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,KS,363213,561474,0,4138,"{""Other"": 4138}",928825,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,KY,521855,602607,0,0,{},1124462,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,LA,407339,230980,169572,169572,"{""Unpledged Electors"": 169572}",807891,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,ME-AL,181159,240608,0,0,{},421767,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,MD,565808,489538,0,3,"{""Other"": 3}",1055349,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,MA,1487174,976750,3892,5556,"{""Eric Hass"": 3892}",2469480,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
1960,MI,1687269,1620428,1718,10400,"{""Eric Hass"": 1718, ""Unpledged Electors"": 539}",3318097,https://en.wikipedia.org/wiki/1960_United_States_presidential_election
