year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes
1916,NY,759426,879238,45944,67641,"{""Allan Benson"": 45944, ""Arthur Reimer"": 2666, ""James Hanly"": 19031}",1706305
1916,NC,168383,120890,509,564,"{""Allan Benson"": 509, ""James Hanly"": 55}",289837
1916,ND,55206,53471,5716,6713,"{""Allan Benson"": 5716, ""James Hanly"": 997}",115390
1916,OH,604161,514753,38092,46172,"{""Allan Benson"": 38092, ""James Hanly"": 8080}",1165086
1916,OK,148113,97233,45527,47407,"{""Allan Benson"": 45527, ""James Hanly"": 1646, ""No Candidate (Bull Moose)"": 234}",292753
1916,OR,120087,126813,9711,14750,"{""Allan Benson"": 9711, ""James Hanly"": 4729, ""No Candidate (Bull Moose)"": 310}",261650
1916,PA,521784,703823,42638,71582,"{""Allan Benson"": 42638, ""Arthur Reimer"": 419, ""James Hanly"": 28525}",1297189
1916,RI,40394,44858,1914,2564,"{""Allan Benson"": 1914, ""Arthur Reimer"": 180, ""James Hanly"": 470}",87816
1916,SC,61846,1550,162,556,"{""Allan Benson"": 135, ""No Candidate (Bull Moose)"": 162}",63952
1916,SD,59191,64217,3760,5534,"{""Allan Benson"": 3760, ""James Hanly"": 1774}",128942
1916,TN,153280,116223,2542,2687,"{""Allan Benson"": 2542, ""James Hanly"": 145}",272190
1916,TX,286514,64999,18969,20954,"{""Allan Benson"": 18969, ""James Hanly"": 1985}",372467
1916,UT,84145,54137,4460,4864,"{""Allan Benson"": 4460, ""Arthur Reimer"": 144, ""James Hanly"": 149, ""No Candidate (Bull Moose)"": 111}",143146
1916,VT,22708,40250,798,1517,"{""Allan Benson"": 798, ""James Hanly"": 709}",64475
1916,VA,101840,48384,1056,1801,"{""Allan Benson"": 1056, ""Arthur Reimer"": 67, ""James Hanly"": 678}",152025
1916,WA,183388,167208,22800,30398,"{""Allan Benson"": 22800, ""Arthur Reimer"": 730, ""James Hanly"": 6868}",380994
1916,WV,140403,143124,6150,6325,"{""Allan Benson"": 6150, ""James Hanly"": 175}",289852
1916,WI,191363,220822,27631,34949,"{""Allan Benson"": 27631, ""James Hanly"": 7318}",447134
1916,WY,28316,21698,1453,1826,"{""Allan Benson"": 1453, ""James Hanly"": 373}",51840
1916,NATIONAL,9126868,8548728,590524,860989,"{""Allan Benson"": 590524, ""Arthur Reimer"": 15295, ""James Hanly"": 221302, ""No Candidate (Bull Moose)"": 33406}",18536585
