year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes,source_url
1976,AL,659170,504070,1481,19610,"{""Roger MacBride"": 1481}",1182850,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,AK,44058,71555,6785,7961,"{""Roger MacBride"": 6785}",123574,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,AZ,295602,418642,19229,28475,"{""Eugene McCarthy"": 19229, ""Roger MacBride"": 7647}",742719,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,AR,499614,268753,647,1029,"{""Eugene McCarthy"": 647}",769396,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,CA,3742284,3882244,58412,242589,"{""Eugene McCarthy"": 58412, ""Roger MacBride"": 56388}",7867117,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,CO,460353,584367,26107,36415,"{""Eugene McCarthy"": 26107, ""Roger MacBride"": 5330}",1081135,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,CT,647895,719261,0,14370,"{""Other"": 14370}",1381526,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,DE,122596,109831,2437,3407,"{""Eugene McCarthy"": 2437}",235834,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,DC,137818,27873,274,3139,"{""Roger MacBride"": 274}",168830,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,FL,1636000,1469531,23643,45100,"{""Eugene McCarthy"": 23643, ""Roger MacBride"": 103}",3150631,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,GA,979409,483743,991,4306,"{""Eugene McCarthy"": 991, ""Roger MacBride"": 175}",1467458,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,HI,147375,140003,3923,3923,"{""Roger MacBride"": 3923}",291301,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,ID,126549,204151,3558,10232,"{""Roger MacBride"": 3558}",340932,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,IL,2271295,2364269,55939,83269,"{""Eugene McCarthy"": 55939, ""Roger MacBride"": 8057}",4718833,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,IN,1014714,1183958,0,21690,"{""Other"": 21690}",2220362,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,IA,619931,632863,20051,26512,"{""Eugene McCarthy"": 20051, ""Roger MacBride"": 1452}",1279306,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,KS,430421,502752,13185,24672,"{""Eugene McCarthy"": 13185, ""Roger MacBride"": 3242}",957845,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,KY,615717,531852,6837,19573,"{""Eugene McCarthy"": 6837, ""Roger MacBride"": 814}",1167142,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,LA,661365,587446,6588,29628,"{""Eugene McCarthy"": 6588, ""Roger MacBride"": 3325}",1278439,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,ME-AL,232279,236320,10874,14609,"{""Eugene McCarthy"": 10874, ""Roger MacBride"": 10}",483208,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,ME-01,123598,127019,6025,0,"{""Eugene McCarthy"": 6025}",250617,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,ME-02,108681,109301,4849,0,"{""Eugene McCarthy"": 4849}",217982,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,MD,759612,672661,0,0,{},1432273,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,MA,1429475,1030276,65637,87806,"{""Eugene McCarthy"": 65637, ""Roger MacBride"": 135}",2547557,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,MI,1696714,1893742,47905,63293,"{""Eugene McCarthy"": 47905, ""Roger MacBride"": 5406}",3653749,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,MN,1070440,819395,35490,60096,"{""Eugene McCarthy"": 35490, ""Roger MacBride"": 3529}",1949931,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,MS,381309,366846,4074,21205,"{""Eugene McCarthy"": 4074, ""Roger MacBride"": 2787}",769360,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,MO,998387,927443,24029,27770,"{""Eugene McCarthy"": 24029}",1953600,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,MT,149259,173703,0,5772,"{""Other"": 5772}",328734,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,NE-AL,233692,359705,9409,14271,"{""Eugene McCarthy"": 9409, ""Roger MacBride"": 1482}",607668,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,NV,92479,101273,1519,8124,"{""Roger MacBride"": 1519}",201876,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,NH,147635,185935,4095,6048,"{""Eugene McCarthy"": 4095, ""Roger MacBride"": 936}",339618,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,NJ,1444653,1509688,32717,60131,"{""Eugene McCarthy"": 32717, ""Roger MacBride"": 9449}",3014472,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,NM,201148,211419,1110,4023,"{""Roger MacBride"": 1110}",416590,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,NY,3389558,3100791,12197,34876,"{""Eugene McCarthy"": 4303, ""Roger MacBride"": 12197}",6525225,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,NC,927365,741960,2219,8581,"{""Roger MacBride"": 2219}",1677906,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,ND,136078,153470,2952,7546,"{""Eugene McCarthy"": 2952, ""Roger MacBride"": 256}",297094,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,OH,2011621,2000505,58258,99747,"{""Eugene McCarthy"": 58258, ""Roger MacBride"": 8961}",4111873,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,OK,532442,545708,14101,14101,"{""Eugene McCarthy"": 14101}",1092251,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,OR,490407,492120,40207,47349,"{""Eugene McCarthy"": 40207}",1029876,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,PA,2328677,2205604,50584,86506,"{""Eugene McCarthy"": 50584}",4620787,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,RI,227636,181249,715,2285,"{""Eugene McCarthy"": 479, ""Roger MacBride"": 715}",411170,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,SC,450825,346140,0,5629,"{""Other"": 5629}",802594,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,SD,147068,151505,1619,2105,"{""Roger MacBride"": 1619}",300678,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,TN,825879,633969,5004,16498,"{""Eugene McCarthy"": 5004, ""Roger MacBride"": 1375}",1476346,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,TX,2082319,1953300,20118,36265,"{""Eugene McCarthy"": 20118, ""Roger MacBride"": 263}",4071884,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,UT,182110,337908,3907,21180,"{""Eugene McCarthy"": 3907, ""Roger MacBride"": 2438}",541198,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,VT,81044,102085,4001,4726,"{""Eugene McCarthy"": 4001, ""Roger MacBride"": 4}",187855,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,VA,813896,836554,4648,46644,"{""Roger MacBride"": 4648}",1697094,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,WA,717323,777732,36986,60479,"{""Eugene McCarthy"": 36986, ""Roger MacBride"": 5042}",1555534,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,WV,435914,314760,0,0,{},750674,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,WI,1040232,1004987,34943,56117,"{""Eugene McCarthy"": 34943, ""Roger MacBride"": 3814}",2101336,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,WY,62239,92717,624,1387,"{""Eugene McCarthy"": 624, ""Roger MacBride"": 89}",156343,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
1976,NATIONAL,40831881,39148634,740460,1551069,"{""Eugene McCarthy"": 740460, ""Roger MacBride"": 172557}",81531584,https://en.wikipedia.org/wiki/1976_United_States_presidential_election
