year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes
1936,AL,238136,35358,551,1750,"{""Norman Thomas"": 242, ""Other"": 1397, ""William Lemke"": 551}",275244
1936,AZ,86722,33433,3307,4008,"{""Norman Thomas"": 317, ""Other"": 384, ""William Lemke"": 3307}",124163
1936,AR,146765,32039,446,619,"{""Norman Thomas"": 446, ""Other"": 169, ""William Lemke"": 4}",179423
1936,CA,1766836,836431,11331,35615,"{""Norman Thomas"": 11331, ""Other"": 24284}",2638882
1936,CO,295021,181267,9962,12396,"{""Norman Thomas"": 1593, ""Other"": 841, ""William Lemke"": 9962}",488684
1936,CT,382129,278685,21805,29909,"{""Norman Thomas"": 5683, ""Other"": 2421, ""William Lemke"": 21805}",690723
1936,DE,69702,57236,442,665,"{""Norman Thomas"": 172, ""Other"": 51, ""William Lemke"": 442}",127603
1936,FL,249117,78248,0,0,{},327365
1936,GA,255364,36942,141,869,"{""Norman Thomas"": 68, ""Other"": 660, ""William Lemke"": 141}",293175
1936,ID,125683,66256,7678,7678,"{""William Lemke"": 7678}",199617
1936,IL,2282999,1570393,89439,103130,"{""Norman Thomas"": 7530, ""Other"": 6161, ""William Lemke"": 89439}",3956522
1936,IN,934974,691570,19407,24353,"{""Norman Thomas"": 3856, ""Other"": 1090, ""William Lemke"": 19407}",1650897
1936,IA,621756,487977,29687,33000,"{""Norman Thomas"": 1373, ""Other"": 1940, ""William Lemke"": 29687}",1142733
1936,KS,464520,397727,2770,2767,"{""Norman Thomas"": 2770, ""William Lemke"": 497}",865014
1936,KY,541944,369702,12501,14557,"{""Norman Thomas"": 632, ""Other"": 1424, ""William Lemke"": 12501}",926203
1936,LA,292894,36791,0,93,"{""Other"": 93}",329778
1936,ME-AL,126333,168823,7581,9084,"{""Norman Thomas"": 783, ""Other"": 720, ""William Lemke"": 7581}",304240
1936,MD,389612,231435,1629,3849,"{""Norman Thomas"": 1629, ""Other"": 2220}",624896
1936,MA,942716,768613,118639,129028,"{""Norman Thomas"": 5111, ""Other"": 5278, ""William Lemke"": 118639}",1840357
1936,MI,1016794,699733,75795,88571,"{""Norman Thomas"": 8208, ""Other"": 4568, ""William Lemke"": 75795}",1805098
1936,MN,698811,350461,74296,80703,"{""Norman Thomas"": 2872, ""Other"": 3535, ""William Lemke"": 74296}",1129975
1936,MS,157318,4443,329,329,"{""Norman Thomas"": 329}",162090
1936,MO,1111043,697891,14630,19701,"{""Norman Thomas"": 3454, ""Other"": 1617, ""William Lemke"": 14630}",1828635
1936,MT,159690,63598,5549,7224,"{""Norman Thomas"": 1066, ""Other"": 609, ""William Lemke"": 5549}",230512
1936,NE-AL,347445,247731,12847,12847,"{""William Lemke"": 12847}",608023
1936,NV,31925,11923,0,0,{},43848
1936,NH,108460,104642,4819,5012,"{""Other"": 193, ""William Lemke"": 4819}",218114
1936,NJ,1083850,720322,9407,16265,"{""Norman Thomas"": 3931, ""Other"": 2927, ""William Lemke"": 9407}",1820437
1936,NM,106037,61727,924,1412,"{""Norman Thomas"": 343, ""Other"": 105, ""William Lemke"": 924}",169176
1936,NY,3293222,2180670,86897,122506,"{""Norman Thomas"": 86897, ""Other"": 35609}",5596398
1936,NC,616141,223283,21,40,"{""Norman Thomas"": 21, ""Other"": 17, ""William Lemke"": 2}",839464
1936,ND,163148,72751,36708,37817,"{""Norman Thomas"": 552, ""Other"": 557, ""William Lemke"": 36708}",273716
1936,OH,1747140,1127855,132212,137594,"{""Norman Thomas"": 117, ""Other"": 5265, ""William Lemke"": 132212}",3012589
1936,OK,501069,245122,2221,3549,"{""Norman Thomas"": 2221, ""Other"": 1328}",749740
1936,OR,266733,122706,21831,24582,"{""Norman Thomas"": 2143, ""Other"": 608, ""William Lemke"": 21831}",414021
1936,PA,2353987,1690200,67468,94239,"{""Norman Thomas"": 14599, ""Other"": 12172, ""William Lemke"": 67468}",4138426
1936,RI,165238,125031,19569,20909,"{""Other"": 1340, ""William Lemke"": 19569}",311178
1936,SC,113791,1646,0,0,{},115437
1936,SD,160137,125977,10338,10358,"{""William Lemke"": 10338}",296472
1936,TN,328083,146520,686,1935,"{""Norman Thomas"": 686, ""Other"": 953, ""William Lemke"": 296}",476538
1936,TX,734485,103874,3281,5123,"{""Norman Thomas"": 1075, ""Other"": 767, ""William Lemke"": 3281}",843482
1936,UT,150246,64555,1121,1876,"{""Norman Thomas"": 432, ""Other"": 323, ""William Lemke"": 1121}",216677
1936,VT,62124,81023,0,542,"{""Other"": 542}",143689
1936,VA,234980,98336,313,1274,"{""Norman Thomas"": 313, ""Other"": 728, ""William Lemke"": 233}",334590
1936,WA,459579,206892,17463,25867,"{""Norman Thomas"": 3496, ""Other"": 4908, ""William Lemke"": 17463}",692338
1936,WV,502582,325358,832,2005,"{""Norman Thomas"": 832, ""Other"": 1173}",829945
1936,WI,802984,380828,60297,74748,"{""Norman Thomas"": 10626, ""Other"": 3825, ""William Lemke"": 60297}",1258560
1936,WY,62624,38739,1653,2019,"{""Norman Thomas"": 200, ""Other"": 166, ""William Lemke"": 1653}",103382
1936,NATIONAL,27752648,16681862,892378,1213189,"{""Norman Thomas"": 187910, ""Other"": 132901, ""William Lemke"": 892378}",45647699
