year,state,abbr,class,race_type,round,caption,results,total_votes,winner,runner_up,color,source_url
2024,Nebraska,NE,I,regular,General,2024 United States Senate election in Nebraska,"{""Deb Fischer"": {""party"": ""Republican"", ""votes"": 499124, ""pct"": 53.19}, ""Dan Osborn"": {""party"": ""Independent"", ""votes"": 436493, ""pct"": 46.52}, ""Majority"": {""party"": ""Majority"", ""votes"": 62631, ""pct"": 6.67}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 2719, ""pct"": 0.29}}",1000967,Deb Fischer,Dan Osborn,red,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Nebraska
2024,Nevada,NV,I,regular,General,2024 United States Senate election in Nevada,"{""Jacky Rosen"": {""party"": ""Democratic"", ""votes"": 701105, ""pct"": 47.87}, ""Sam Brown"": {""party"": ""Republican"", ""votes"": 677046, ""pct"": 46.22}, ""None of These Candidates"": {""party"": ""None of These Candidates"", ""votes"": 44380, ""pct"": 3.03}, ""Janine Hansen"": {""party"": ""Independent American"", ""votes"": 21316, ""pct"": 1.46}, ""Chris Cunningham"": {""party"": ""Libertarian"", ""votes"": 20881, ""pct"": 1.43}}",1464728,Jacky Rosen,Sam Brown,deepskyblue,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Nevada
2024,New Jersey,NJ,I,regular,General,Hunterdon County Republican Convention (February 7),"{""Andy Kim"": {""party"": ""Democratic"", ""votes"": 2161491, ""pct"": 53.55}, ""Curtis Bashaw"": {""party"": ""Republican"", ""votes"": 1773589, ""pct"": 43.94}, ""Christina Khalil"": {""party"": ""Green"", ""votes"": 45443, ""pct"": 1.13}, ""Kenneth Kaplan"": {""party"": ""Libertarian"", ""votes"": 24242, ""pct"": 0.6}, ""Patricia Mooneyham"": {""party"": ""Vote Better"", ""votes"": 17224, ""pct"": 0.43}, ""Joanne Kuniansky"": {""party"": ""Socialist Workers"", ""votes"": 9806, ""pct"": 0.24}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 4337, ""pct"": 0.11}, ""Tammy Murphy"": {""party"": ""Democratic"", ""votes"": 738, ""pct"": 63.8}, ""Christine Serrano Glassner"": {""party"": ""Republican"", ""votes"": 279, ""pct"": 73.6}, ""Alex Zdan"": {""party"": ""Republican"", ""votes"": 265, ""pct"": 21.8}, ""Fred Schneiderman"": {""party"": ""Republican"", ""votes"": 99, ""pct"": 15.6}, ""Patricia Campos-Medina"": {""party"": ""Democratic"", ""votes"": 26, ""pct"": 4.8}, ""Gregg Mele"": {""party"": ""Republican"", ""votes"": 16, ""pct"": 7.0}, ""Justin Michael Murphy"": {""party"": ""Republican"", ""votes"": 16, ""pct"": 11.2}, ""Lawrence Hamm"": {""party"": ""Democratic"", ""votes"": 8, ""pct"": 2.1}, ""Albert Harshaw"": {""party"": ""Republican"", ""votes"": 6, ""pct"": 2.8}, ""Brian Jackson"": {""party"": ""Republican"", ""votes"": 2, ""pct"": 0.3}, ""Michael Estrada"": {""party"": ""Republican"", ""votes"": 0, ""pct"": 0.0}}",4037587,Andy Kim,Curtis Bashaw,deepskyblue,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_New_Jersey
2024,New Mexico,NM,I,regular,General,2024 United States Senate election in New Mexico,"{""Martin Heinrich"": {""party"": ""Democratic"", ""votes"": 497333, ""pct"": 55.06}, ""Nella Domenici"": {""party"": ""Republican"", ""votes"": 405978, ""pct"": 44.94}}",903311,Martin Heinrich,Nella Domenici,deepskyblue,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_New_Mexico
2024,New York,NY,I,regular,General,2024 United States Senate election in New York,"{""Kirsten Gillibrand"": {""party"": ""Democratic"", ""votes"": 4711298, ""pct"": 58.91}, ""Mike Sapraicone"": {""party"": ""Republican"", ""votes"": 3246114, ""pct"": 40.59}, ""Diane Sare"": {""party"": ""LaRouche"", ""votes"": 39413, ""pct"": 0.49}}",7996825,Kirsten Gillibrand,Mike Sapraicone,deepskyblue,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_New_York
2024,North Dakota,ND,I,regular,General,2024 United States Senate election in North Dakota,"{""Kevin Cramer"": {""party"": ""Republican"", ""votes"": 241569, ""pct"": 66.31}, ""Katrina Christiansen"": {""party"": ""Democratic–NPL"", ""votes"": 121602, ""pct"": 33.38}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 1156, ""pct"": 0.32}}",364327,Kevin Cramer,Katrina Christiansen,red,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_North_Dakota
2024,Ohio,OH,I,regular,General,2024 United States Senate election in Ohio,"{""Bernie Moreno"": {""party"": ""Republican"", ""votes"": 2857383, ""pct"": 50.09}, ""Sherrod Brown"": {""party"": ""Democratic"", ""votes"": 2650949, ""pct"": 46.47}, ""Don Kissick"": {""party"": ""Libertarian"", ""votes"": 195648, ""pct"": 3.43}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 640, ""pct"": 0.01}}",5704620,Bernie Moreno,Sherrod Brown,red,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Ohio
2024,Pennsylvania,PA,I,regular,General,2024 United States Senate election in Pennsylvania,"{""Dave McCormick"": {""party"": ""Republican"", ""votes"": 3399295, ""pct"": 48.82}, ""Bob Casey Jr."": {""party"": ""Democratic"", ""votes"": 3384180, ""pct"": 48.6}, ""John Thomas"": {""party"": ""Libertarian"", ""votes"": 89653, ""pct"": 1.29}, ""Leila Hazou"": {""party"": ""Green"", ""votes"": 66388, ""pct"": 0.95}, ""Marty Selker"": {""party"": ""Constitution"", ""votes"": 23621, ""pct"": 0.34}}",6963137,Dave McCormick,Bob Casey Jr.,red,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Pennsylvania
2024,Rhode Island,RI,I,regular,General,2024 United States Senate election in Rhode Island,"{""Sheldon Whitehouse"": {""party"": ""Democratic"", ""votes"": 294665, ""pct"": 59.9}, ""Patricia Morgan"": {""party"": ""Republican"", ""votes"": 196039, ""pct"": 39.85}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 1244, ""pct"": 0.25}}",491948,Sheldon Whitehouse,Patricia Morgan,deepskyblue,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Rhode_Island
2024,Tennessee,TN,I,regular,General,2024 United States Senate election in Tennessee,"{""Marsha Blackburn"": {""party"": ""Republican"", ""votes"": 1918743, ""pct"": 63.8}, ""Gloria Johnson"": {""party"": ""Democratic"", ""votes"": 1027461, ""pct"": 34.16}, ""Tharon Chandler"": {""party"": ""Independent"", ""votes"": 28444, ""pct"": 0.95}, ""Pamela Moses"": {""party"": ""Independent"", ""votes"": 24682, ""pct"": 0.82}, ""Hastina Robinson"": {""party"": ""Independent"", ""votes"": 8278, ""pct"": 0.28}}",3007608,Marsha Blackburn,Gloria Johnson,red,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Tennessee
2024,Texas,TX,I,regular,General,2024 United States Senate election in Texas,"{""Ted Cruz"": {""party"": ""Republican"", ""votes"": 5990741, ""pct"": 53.05}, ""Colin Allred"": {""party"": ""Democratic"", ""votes"": 5031249, ""pct"": 44.56}, ""Ted Brown"": {""party"": ""Libertarian"", ""votes"": 267039, ""pct"": 2.36}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 2825, ""pct"": 0.03}}",11291854,Ted Cruz,Colin Allred,red,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Texas
2024,Utah,UT,I,regular,General,2024 United States Senate election in Utah,"{""John Curtis"": {""party"": ""Republican"", ""votes"": 914700, ""pct"": 62.5}, ""Caroline Gleich"": {""party"": ""Democratic"", ""votes"": 464515, ""pct"": 31.74}, ""Carlton Bowen"": {""party"": ""Independent American"", ""votes"": 83972, ""pct"": 5.74}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 322, ""pct"": 0.02}}",1463509,John Curtis,Caroline Gleich,red,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Utah
2024,Vermont,VT,I,regular,General,2024 United States Senate election in Vermont,"{""Bernie Sanders"": {""party"": ""Independent"", ""votes"": 229429, ""pct"": 63.16}, ""Gerald Malloy"": {""party"": ""Republican"", ""votes"": 116512, ""pct"": 32.07}, ""Steve Berry"": {""party"": ""Independent"", ""votes"": 7941, ""pct"": 2.19}, ""Matt Hill"": {""party"": ""Libertarian"", ""votes"": 4530, ""pct"": 1.25}, ""Justin Schoville"": {""party"": ""Green Mountain Peace and Justice"", ""votes"": 3339, ""pct"": 0.92}, ""Mark Stewart Greenstein"": {""party"": ""E.P.I.C."", ""votes"": 1104, ""pct"": 0.3}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 398, ""pct"": 0.11}}",363253,Bernie Sanders,Gerald Malloy,yellow,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Vermont
2024,Virginia,VA,I,regular,General,"United States Senate election in Virginia, 2024","{""Tim Kaine"": {""party"": ""Democratic"", ""votes"": 2417115, ""pct"": 54.37}, ""Hung Cao"": {""party"": ""Republican"", ""votes"": 2019911, ""pct"": 45.44}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 8509, ""pct"": 0.19}}",4445535,Tim Kaine,Hung Cao,deepskyblue,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Virginia
2024,Washington,WA,I,regular,General,2024 United States Senate election in Washington,"{""Maria Cantwell"": {""party"": ""Democratic"", ""votes"": 2252577, ""pct"": 59.09}, ""Raul Garcia"": {""party"": ""Republican"", ""votes"": 1549187, ""pct"": 40.64}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 10627, ""pct"": 0.28}}",3812391,Maria Cantwell,Raul Garcia,deepskyblue,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Washington
2024,West Virginia,WV,I,regular,General,2024 United States Senate election in West Virginia,"{""Jim Justice"": {""party"": ""Republican"", ""votes"": 514079, ""pct"": 68.75}, ""Glenn Elliott"": {""party"": ""Democratic"", ""votes"": 207548, ""pct"": 27.76}, ""David Moran"": {""party"": ""Libertarian"", ""votes"": 26075, ""pct"": 3.49}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 15, ""pct"": 0.0}}",747717,Jim Justice,Glenn Elliott,red,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_West_Virginia
2024,Wisconsin,WI,I,regular,General,2024 United States Senate election in Wisconsin,"{""Tammy Baldwin"": {""party"": ""Democratic"", ""votes"": 1672777, ""pct"": 49.33}, ""Eric Hovde"": {""party"": ""Republican"", ""votes"": 1643996, ""pct"": 48.48}, ""Phil Anderson"": {""party"": ""Disrupt the Corruption"", ""votes"": 42315, ""pct"": 1.25}, ""Thomas Leager"": {""party"": ""America First"", ""votes"": 28751, ""pct"": 0.85}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 2922, ""pct"": 0.09}, ""John Schiess"": {""party"": ""Independent"", ""votes"": 26, ""pct"": 0.0}}",3390787,Tammy Baldwin,Eric Hovde,deepskyblue,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Wisconsin
2024,Wyoming,WY,I,regular,General,"United States Senate election in Wyoming, 2024","{""John Barrasso"": {""party"": ""Republican"", ""votes"": 198418, ""pct"": 75.11}, ""Scott Morrow"": {""party"": ""Democratic"", ""votes"": 63727, ""pct"": 24.12}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 2017, ""pct"": 0.76}}",264162,John Barrasso,Scott Morrow,red,https://en.wikipedia.org/wiki/2024_United_States_Senate_election_in_Wyoming
