year,state,abbr,class,race_type,round,caption,results,total_votes,winner,runner_up,color,source_url
2006,Arizona,AZ,I,regular,General,2006 United States Senate election in Arizona,"{""Jon Kyl"": {""party"": ""Republican"", ""votes"": 814398, ""pct"": 53.34}, ""Jim Pederson"": {""party"": ""Democratic"", ""votes"": 664141, ""pct"": 43.5}, ""Majority"": {""party"": ""Majority"", ""votes"": 150257, ""pct"": 9.84}, ""Richard Mack"": {""party"": ""Libertarian"", ""votes"": 48231, ""pct"": 3.16}, ""13"": {""party"": ""Write-ins"", ""votes"": 13, ""pct"": 0.0}}",1677040,Jon Kyl,Jim Pederson,red,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Arizona
2006,California,CA,I,regular,General,"United States Senate election in California, 2006","{""Dianne Feinstein"": {""party"": ""Democratic"", ""votes"": 5076289, ""pct"": 59.43}, ""Dick Mountjoy"": {""party"": ""Republican"", ""votes"": 2990822, ""pct"": 35.02}, ""Invalid or blank votes"": {""party"": ""Invalid or blank votes"", ""votes"": 357583, ""pct"": 4.19}, ""Todd Chretien"": {""party"": ""Green"", ""votes"": 147074, ""pct"": 1.72}, ""Michael S. Metti"": {""party"": ""Libertarian"", ""votes"": 133851, ""pct"": 1.57}, ""Marsha Feinland"": {""party"": ""Peace and Freedom"", ""votes"": 117764, ""pct"": 1.38}, ""Don J. Grundmann"": {""party"": ""American Independent"", ""votes"": 75350, ""pct"": 0.88}, ""Kent Mesplay"": {""party"": ""Green"", ""votes"": 160, ""pct"": 0.0}, ""Jeffrey Mackler"": {""party"": ""Independent"", ""votes"": 108, ""pct"": 0.0}, ""Lea Sherman"": {""party"": ""Independent"", ""votes"": 47, ""pct"": 0.0}, ""Connor Vlakancic"": {""party"": ""Independent"", ""votes"": 11, ""pct"": 0.0}}",8899059,Dianne Feinstein,Dick Mountjoy,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_California
2006,Connecticut,CT,I,regular,General,2006 United States Senate election in Connecticut,"{""Joe Lieberman"": {""party"": ""Connecticut for Lieberman"", ""votes"": 564095, ""pct"": 49.71}, ""Ned Lamont"": {""party"": ""Democratic"", ""votes"": 450844, ""pct"": 39.73}, ""Alan Schlesinger"": {""party"": ""Republican"", ""votes"": 109198, ""pct"": 9.62}, ""Ralph Ferrucci"": {""party"": ""Green"", ""votes"": 5922, ""pct"": 0.52}, ""Timothy Knibbs"": {""party"": ""Concerned Citizens"", ""votes"": 4638, ""pct"": 0.41}, ""Carl E. Vassar"": {""party"": ""Write-in"", ""votes"": 80, ""pct"": 0.01}}",1135781,Joe Lieberman,Ned Lamont,yellow,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Connecticut
2006,Delaware,DE,I,regular,General,General election results,"{""Tom Carper"": {""party"": ""Democratic"", ""votes"": 170567, ""pct"": 67.13}, ""Majority"": {""party"": ""Majority"", ""votes"": 100833, ""pct"": 39.68}, ""Jan C. Ting"": {""party"": ""Republican"", ""votes"": 69734, ""pct"": 27.44}, ""Christine O'Donnell"": {""party"": ""Write-in"", ""votes"": 11127, ""pct"": 4.38}, ""William E. Morris"": {""party"": ""Libertarian"", ""votes"": 2671, ""pct"": 1.05}}",354932,Tom Carper,Majority,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Delaware
2006,Florida,FL,I,regular,General,General election results,"{""Bill Nelson"": {""party"": ""Democratic"", ""votes"": 2890548, ""pct"": 60.3}, ""Katherine Harris"": {""party"": ""Republican"", ""votes"": 1826127, ""pct"": 38.1}, ""Majority"": {""party"": ""Majority"", ""votes"": 1064421, ""pct"": 22.21}, ""Belinda Noah"": {""party"": ""Independent"", ""votes"": 24880, ""pct"": 0.52}, ""Brian Moore"": {""party"": ""Independent"", ""votes"": 19695, ""pct"": 0.41}, ""Floyd Ray Frazier"": {""party"": ""Independent"", ""votes"": 16628, ""pct"": 0.35}, ""Roy Tanner"": {""party"": ""Independent"", ""votes"": 15562, ""pct"": 0.32}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 94, ""pct"": 0.0}}",5857955,Bill Nelson,Katherine Harris,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Florida
2006,Hawaii,HI,I,regular,General,General election results,"{""Daniel Akaka"": {""party"": ""Democratic"", ""votes"": 210330, ""pct"": 61.35}, ""Cynthia Thielen"": {""party"": ""Republican"", ""votes"": 126097, ""pct"": 36.78}, ""Majority"": {""party"": ""Majority"", ""votes"": 84233, ""pct"": 24.57}, ""Lloyd Mallan"": {""party"": ""Libertarian"", ""votes"": 6415, ""pct"": 1.87}}",427075,Daniel Akaka,Cynthia Thielen,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Hawaii
2006,Indiana,IN,I,regular,General,2006 United States Senate election in Indiana,"{""Richard Lugar"": {""party"": ""Republican"", ""votes"": 1171553, ""pct"": 87.36}, ""Steve Osborn"": {""party"": ""Libertarian"", ""votes"": 168820, ""pct"": 12.59}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 738, ""pct"": 0.06}}",1341111,Richard Lugar,Steve Osborn,red,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Indiana
2006,Maine,ME,I,regular,General,General election results,"{""Olympia Snowe"": {""party"": ""Republican"", ""votes"": 402598, ""pct"": 74.01}, ""Majority"": {""party"": ""Majority"", ""votes"": 290614, ""pct"": 53.42}, ""Jean Hay Bright"": {""party"": ""Democratic"", ""votes"": 111984, ""pct"": 20.59}, ""Bill Slavick"": {""party"": ""Independent"", ""votes"": 29220, ""pct"": 5.37}}",834416,Olympia Snowe,Majority,red,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Maine
2006,Maryland,MD,I,regular,General,"Maryland United States Senate election results, 2006","{""Ben Cardin"": {""party"": ""Democratic"", ""votes"": 965477, ""pct"": 54.21}, ""Michael Steele"": {""party"": ""Republican"", ""votes"": 787182, ""pct"": 44.19}, ""Majority"": {""party"": ""Majority"", ""votes"": 178295, ""pct"": 100.0}, ""Kevin Zeese"": {""party"": ""Green"", ""votes"": 27564, ""pct"": 1.55}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 916, ""pct"": 0.05}}",1959434,Ben Cardin,Michael Steele,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Maryland
2006,Massachusetts,MA,I,regular,General,General election,"{""Ted Kennedy"": {""party"": ""Democratic"", ""votes"": 1500738, ""pct"": 69.3}, ""Majority"": {""party"": ""Majority"", ""votes"": 839206, ""pct"": 38.75}, ""Kenneth Chase"": {""party"": ""Republican"", ""votes"": 661532, ""pct"": 30.55}, ""Democratic hold"": {""party"": ""Democratic hold"", ""votes"": 0, ""pct"": 20.8}}",3001476,Ted Kennedy,Majority,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Massachusetts
2006,Michigan,MI,I,regular,General,2006 United States Senate election in Michigan,"{""Debbie Stabenow"": {""party"": ""Democratic"", ""votes"": 2151278, ""pct"": 56.91}, ""Mike Bouchard"": {""party"": ""Republican"", ""votes"": 1559597, ""pct"": 41.26}, ""Majority"": {""party"": ""Majority"", ""votes"": 591681, ""pct"": 15.6}, ""Leonard Schwartz"": {""party"": ""Libertarian"", ""votes"": 27012, ""pct"": 0.72}, ""David Sole"": {""party"": ""Green"", ""votes"": 23890, ""pct"": 0.63}, ""Dennis FitzSimons"": {""party"": ""Constitution"", ""votes"": 18341, ""pct"": 0.48}, ""Democratic hold"": {""party"": ""Democratic hold"", ""votes"": 0, ""pct"": 7.0}}",4371799,Debbie Stabenow,Mike Bouchard,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Michigan
2006,Minnesota,MN,I,regular,General,General election results,"{""Amy Klobuchar"": {""party"": ""Democratic (DFL)"", ""votes"": 1278849, ""pct"": 58.06}, ""Mark Kennedy"": {""party"": ""Republican"", ""votes"": 835653, ""pct"": 37.94}, ""Majority"": {""party"": ""Majority"", ""votes"": 443196, ""pct"": 20.2}, ""Robert Fitzgerald"": {""party"": ""Independence"", ""votes"": 71194, ""pct"": 3.23}, ""Michael Cavlan"": {""party"": ""Green"", ""votes"": 10714, ""pct"": 0.49}, ""Ben Powers"": {""party"": ""Constitution"", ""votes"": 5408, ""pct"": 0.25}, ""954"": {""party"": ""Write-ins"", ""votes"": 954, ""pct"": NaN}}",2645968,Amy Klobuchar,Mark Kennedy,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Minnesota
2006,Mississippi,MS,I,regular,General,General election results,"{""Trent Lott"": {""party"": ""Republican"", ""votes"": 388399, ""pct"": 63.58}, ""Erik R. Fleming"": {""party"": ""Democratic"", ""votes"": 213000, ""pct"": 34.87}, ""Majority"": {""party"": ""Majority"", ""votes"": 175399, ""pct"": 28.71}, ""Harold Taylor"": {""party"": ""Libertarian"", ""votes"": 9522, ""pct"": 1.56}}",786320,Trent Lott,Erik R. Fleming,red,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Mississippi
2006,Missouri,MO,I,regular,General,General election results,"{""Claire McCaskill"": {""party"": ""Democratic"", ""votes"": 1055255, ""pct"": 49.58}, ""Jim Talent"": {""party"": ""Republican"", ""votes"": 1006941, ""pct"": 47.31}, ""Frank Gilmour"": {""party"": ""Libertarian"", ""votes"": 47792, ""pct"": 2.25}, ""Lydia Lewis"": {""party"": ""Progressive Party"", ""votes"": 18383, ""pct"": 0.86}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 88, ""pct"": 0.0}}",2128459,Claire McCaskill,Jim Talent,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Missouri
2006,Montana,MT,I,regular,General,2006 United States Senate election in Montana,"{""Jon Tester"": {""party"": ""Democratic"", ""votes"": 199845, ""pct"": 49.16}, ""Conrad Burns"": {""party"": ""Republican"", ""votes"": 196283, ""pct"": 48.29}, ""Stan Jones"": {""party"": ""Libertarian"", ""votes"": 10377, ""pct"": 2.55}}",406505,Jon Tester,Conrad Burns,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Montana
2006,Nebraska,NE,I,regular,General,2006 United States Senate election in Nebraska,"{""Ben Nelson"": {""party"": ""Democratic"", ""votes"": 378388, ""pct"": 63.88}, ""Pete Ricketts"": {""party"": ""Republican"", ""votes"": 213928, ""pct"": 36.12}, ""Majority"": {""party"": ""Majority"", ""votes"": 164460, ""pct"": 27.83}}",756776,Ben Nelson,Pete Ricketts,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Nebraska
2006,Nevada,NV,I,regular,General,General election results,"{""John Ensign"": {""party"": ""Republican"", ""votes"": 322501, ""pct"": 55.36}, ""Jack Carter"": {""party"": ""Democratic"", ""votes"": 238796, ""pct"": 40.99}, ""Majority"": {""party"": ""Majority"", ""votes"": 83705, ""pct"": 14.37}, ""None of These Candidates"": {""party"": ""None of These Candidates"", ""votes"": 8232, ""pct"": 1.41}, ""David K. Schumann"": {""party"": ""Independent American"", ""votes"": 7774, ""pct"": 1.33}, ""Brendan Trainor"": {""party"": ""Libertarian"", ""votes"": 5269, ""pct"": 0.9}}",666277,John Ensign,Jack Carter,red,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_Nevada
2006,New Jersey,NJ,I,regular,General,"United States Senate election in New Jersey, 2006","{""Bob Menendez"": {""party"": ""Democratic"", ""votes"": 1200843, ""pct"": 53.37}, ""Thomas Kean, Jr."": {""party"": ""Republican"", ""votes"": 997775, ""pct"": 44.34}, ""Majority"": {""party"": ""Majority"", ""votes"": 203068, ""pct"": 9.03}, ""Len Flynn"": {""party"": ""Libertarian"", ""votes"": 14637, ""pct"": 0.65}, ""Edward Forchion"": {""party"": ""Marijuana"", ""votes"": 11593, ""pct"": 0.52}, ""J.M. Carter"": {""party"": ""Independent"", ""votes"": 7918, ""pct"": 0.35}, ""N. Leonard Smith"": {""party"": ""Independent"", ""votes"": 6243, ""pct"": 0.28}, ""Daryl Brooks"": {""party"": ""Independent"", ""votes"": 5138, ""pct"": 0.23}, ""Angela Lariscy"": {""party"": ""Socialist Workers"", ""votes"": 3433, ""pct"": 0.15}, ""Gregory Pason"": {""party"": ""Socialist"", ""votes"": 2490, ""pct"": 0.11}, ""Democratic hold"": {""party"": ""Democratic hold"", ""votes"": 0, ""pct"": 3.26}}",2453138,Bob Menendez,"Thomas Kean, Jr.",deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_New_Jersey
2006,New Mexico,NM,I,regular,General,"United States Senate election in New Mexico, 2006","{""Jeff Bingaman"": {""party"": ""Democratic"", ""votes"": 394217, ""pct"": 70.6}, ""Majority"": {""party"": ""Majority"", ""votes"": 230426, ""pct"": 41.27}, ""Allen McCulloch"": {""party"": ""Republican"", ""votes"": 163761, ""pct"": 29.33}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 364, ""pct"": 0.06}}",788768,Jeff Bingaman,Majority,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_New_Mexico
2006,New York,NY,I,regular,General,"2006 United States Senate election, New York","{""Hillary Clinton"": {""party"": ""Democratic"", ""votes"": 3008428, ""pct"": 67.0}, ""Majority"": {""party"": ""Majority"", ""votes"": 1616239, ""pct"": 36.0}, ""John Spencer"": {""party"": ""Republican"", ""votes"": 1392189, ""pct"": 31.01}, ""Howie Hawkins"": {""party"": ""Green"", ""votes"": 55469, ""pct"": 1.24}, ""Jeff Russell"": {""party"": ""Libertarian"", ""votes"": 20996, ""pct"": 0.47}, ""Roger Calero"": {""party"": ""Socialist Workers"", ""votes"": 6967, ""pct"": 0.16}, ""Bill Van Auken"": {""party"": ""Socialist Equality"", ""votes"": 6004, ""pct"": 0.13}, ""Democratic hold"": {""party"": ""Democratic hold"", ""votes"": 0, ""pct"": 11.9}}",6106292,Hillary Clinton,Majority,deepskyblue,https://en.wikipedia.org/wiki/2006_United_States_Senate_election_in_New_York
