year,state,abbr,class,race_type,round,caption,results,total_votes,winner,runner_up,color,source_url
2008,Kentucky,KY,II,regular,General,General election results,"{""Mitch McConnell"": {""party"": ""Republican"", ""votes"": 953816, ""pct"": 52.97}, ""Bruce Lunsford"": {""party"": ""Democratic"", ""votes"": 847005, ""pct"": 47.03}}",1800821,Mitch McConnell,Bruce Lunsford,red,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Kentucky
2008,Louisiana,LA,II,regular,General,2008 United States Senate election in Louisiana,"{""Mary Landrieu"": {""party"": ""Democratic"", ""votes"": 988298, ""pct"": 52.11}, ""John Kennedy"": {""party"": ""Republican"", ""votes"": 867177, ""pct"": 45.72}, ""Majority"": {""party"": ""Majority"", ""votes"": 121121, ""pct"": 6.39}, ""Richard Fontanesi"": {""party"": ""Libertarian"", ""votes"": 18590, ""pct"": 0.98}, ""Jay Patel"": {""party"": ""Independent"", ""votes"": 13729, ""pct"": 0.72}, ""Robert Stewart"": {""party"": ""Independent"", ""votes"": 8780, ""pct"": 0.46}}",2017695,Mary Landrieu,John Kennedy,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Louisiana
2008,Maine,ME,II,regular,General,General election results,"{""Susan Collins"": {""party"": ""Republican"", ""votes"": 444300, ""pct"": 61.33}, ""Tom Allen"": {""party"": ""Democratic"", ""votes"": 279510, ""pct"": 38.58}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 620, ""pct"": 0.09}}",724430,Susan Collins,Tom Allen,red,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Maine
2008,Massachusetts,MA,II,regular,General,General election results,"{""John Kerry"": {""party"": ""Democratic"", ""votes"": 1971974, ""pct"": 65.86}, ""Majority"": {""party"": ""Majority"", ""votes"": 1037116, ""pct"": NaN}, ""Jeff Beatty"": {""party"": ""Republican"", ""votes"": 926044, ""pct"": 30.93}, ""Robert J. Underwood"": {""party"": ""Libertarian"", ""votes"": 93713, ""pct"": 3.13}}",4028847,John Kerry,Majority,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Massachusetts
2008,Michigan,MI,II,regular,General,General election results,"{""Carl Levin"": {""party"": ""Democratic"", ""votes"": 3038386, ""pct"": 62.66}, ""Jack Hoogendyk"": {""party"": ""Republican"", ""votes"": 1641070, ""pct"": 33.85}, ""Majority"": {""party"": ""Majority"", ""votes"": 1397316, ""pct"": 28.82}, ""Scotty Boman"": {""party"": ""Libertarian"", ""votes"": 76347, ""pct"": 1.57}, ""Harley Mikkelson"": {""party"": ""Green"", ""votes"": 43440, ""pct"": 0.9}, ""Michael Nikitin"": {""party"": ""U.S. Taxpayers"", ""votes"": 30827, ""pct"": 0.64}, ""Doug Dern"": {""party"": ""Natural Law"", ""votes"": 18550, ""pct"": 0.38}}",6245936,Carl Levin,Jack Hoogendyk,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Michigan
2008,Minnesota,MN,II,regular,General,2008 United States Senate election in Minnesota: Certified Results after election contest,"{""Al Franken"": {""party"": ""Democratic (DFL)"", ""votes"": 1212629, ""pct"": 41.994}, ""Norm Coleman"": {""party"": ""Republican"", ""votes"": 1212317, ""pct"": 41.983}, ""Dean Barkley"": {""party"": ""Independence"", ""votes"": 437505, ""pct"": 15.151}, ""Charles Aldrich"": {""party"": ""Libertarian"", ""votes"": 13923, ""pct"": 0.48}, ""James Niemackl"": {""party"": ""Constitution"", ""votes"": 8907, ""pct"": 0.31}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 2365, ""pct"": 0.08}, ""Plurality"": {""party"": ""Plurality"", ""votes"": 312, ""pct"": 0.011}}",2887958,Al Franken,Norm Coleman,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Minnesota
2008,Mississippi,MS,II,regular,General,General election results,"{""Thad Cochran"": {""party"": ""Republican"", ""votes"": 766111, ""pct"": 61.44}, ""Erik Fleming"": {""party"": ""Democratic"", ""votes"": 480915, ""pct"": 38.56}, ""Majority"": {""party"": ""Majority"", ""votes"": 285196, ""pct"": 22.88}}",1532222,Thad Cochran,Erik Fleming,red,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Mississippi
2008,Montana,MT,II,regular,General,General election results,"{""Max Baucus"": {""party"": ""Democratic"", ""votes"": 348289, ""pct"": 72.92}, ""Bob Kelleher"": {""party"": ""Republican"", ""votes"": 129369, ""pct"": 27.08}}",477658,Max Baucus,Bob Kelleher,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Montana
2008,Nebraska,NE,II,regular,General,2008 United States Senate election in Nebraska,"{""Mike Johanns"": {""party"": ""Republican"", ""votes"": 455854, ""pct"": 57.52}, ""Scott Kleeb"": {""party"": ""Democratic"", ""votes"": 317456, ""pct"": 40.06}, ""Majority"": {""party"": ""Majority"", ""votes"": 138398, ""pct"": 17.46}, ""Kelly Rosberg"": {""party"": ""Nebraska"", ""votes"": 11438, ""pct"": 1.44}, ""Steve Larrick"": {""party"": ""Green"", ""votes"": 7763, ""pct"": 0.98}}",930909,Mike Johanns,Scott Kleeb,red,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Nebraska
2008,New Hampshire,NH,II,regular,General,2008 United States Senate election in New Hampshire,"{""Jeanne Shaheen"": {""party"": ""Democratic"", ""votes"": 358438, ""pct"": 51.62}, ""John Sununu"": {""party"": ""Republican"", ""votes"": 314403, ""pct"": 45.28}, ""Ken Blevens"": {""party"": ""Libertarian"", ""votes"": 21516, ""pct"": 3.1}}",694357,Jeanne Shaheen,John Sununu,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_New_Hampshire
2008,New Jersey,NJ,II,regular,General,2008 United States Senate election in New Jersey,"{""Frank Lautenberg"": {""party"": ""Democratic"", ""votes"": 1951218, ""pct"": 56.03}, ""Dick Zimmer"": {""party"": ""Republican"", ""votes"": 1461025, ""pct"": 41.95}, ""Daryl Mikell Brooks"": {""party"": ""Independent"", ""votes"": 20920, ""pct"": 0.6}, ""Jason Scheurer"": {""party"": ""Libertarian"", ""votes"": 18810, ""pct"": 0.54}, ""J.M. Carter"": {""party"": ""Independent"", ""votes"": 15935, ""pct"": 0.46}, ""Jeff Boss"": {""party"": ""Independent"", ""votes"": 10345, ""pct"": 0.3}, ""Sara Lobman"": {""party"": ""Socialist Workers"", ""votes"": 9187, ""pct"": 0.26}}",3487440,Frank Lautenberg,Dick Zimmer,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_New_Jersey
2008,New Mexico,NM,II,regular,General,2008 United States Senate election in New Mexico,"{""Tom Udall"": {""party"": ""Democratic"", ""votes"": 505128, ""pct"": 61.33}, ""Steve Pearce"": {""party"": ""Republican"", ""votes"": 318522, ""pct"": 38.67}}",823650,Tom Udall,Steve Pearce,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_New_Mexico
2008,North Carolina,NC,II,regular,General,2008 United States Senate election in North Carolina,"{""Kay Hagan"": {""party"": ""Democratic"", ""votes"": 2249311, ""pct"": 52.65}, ""Elizabeth Dole"": {""party"": ""Republican"", ""votes"": 1887510, ""pct"": 44.18}, ""Chris Cole"": {""party"": ""Libertarian"", ""votes"": 133430, ""pct"": 3.17}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 1719, ""pct"": 0.0}}",4271970,Kay Hagan,Elizabeth Dole,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_North_Carolina
2008,Oklahoma,OK,II,regular,General,"United States Senate election in Oklahoma, 2008","{""Jim Inhofe"": {""party"": ""Republican"", ""votes"": 763375, ""pct"": 56.68}, ""Andrew Rice"": {""party"": ""Democratic"", ""votes"": 527736, ""pct"": 39.18}, ""Majority"": {""party"": ""Majority"", ""votes"": 235639, ""pct"": 17.5}, ""Stephen Wallace"": {""party"": ""Independent"", ""votes"": 55708, ""pct"": 4.14}}",1582458,Jim Inhofe,Andrew Rice,red,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Oklahoma
2008,Oregon,OR,II,regular,General,2008 United States Senate election in Oregon,"{""Jeff Merkley"": {""party"": ""Democratic"", ""votes"": 864392, ""pct"": 48.9}, ""Gordon Smith"": {""party"": ""Republican"", ""votes"": 805159, ""pct"": 45.55}, ""David Brownlow"": {""party"": ""Constitution"", ""votes"": 92565, ""pct"": 5.24}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 5388, ""pct"": 0.3}}",1767504,Jeff Merkley,Gordon Smith,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Oregon
2008,Rhode Island,RI,II,regular,General,2008 Rhode Island U.S. Senator general election,"{""Jack Reed"": {""party"": ""Democratic"", ""votes"": 320644, ""pct"": 73.4}, ""Majority"": {""party"": ""Majority"", ""votes"": 204470, ""pct"": 46.81}, ""Bob Tingle"": {""party"": ""Republican"", ""votes"": 116174, ""pct"": 26.6}}",641288,Jack Reed,Majority,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Rhode_Island
2008,South Carolina,SC,II,regular,General,General election results,"{""Lindsey Graham"": {""party"": ""Republican"", ""votes"": 1076534, ""pct"": 57.52}, ""Bob Conley"": {""party"": ""Democratic"", ""votes"": 790621, ""pct"": 42.25}, ""Majority"": {""party"": ""Majority"", ""votes"": 285913, ""pct"": 15.27}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 4276, ""pct"": 0.23}}",2157344,Lindsey Graham,Bob Conley,red,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_South_Carolina
2008,South Dakota,SD,II,regular,General,General election results,"{""Tim Johnson"": {""party"": ""Democratic"", ""votes"": 237889, ""pct"": 62.49}, ""Joel Dykstra"": {""party"": ""Republican"", ""votes"": 142784, ""pct"": 37.51}}",380673,Tim Johnson,Joel Dykstra,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_South_Dakota
2008,Tennessee,TN,II,regular,General,"United States Senate election in Tennessee, 2008","{""Lamar Alexander"": {""party"": ""Republican"", ""votes"": 1579477, ""pct"": 65.14}, ""Majority"": {""party"": ""Majority"", ""votes"": 812241, ""pct"": 33.5}, ""Bob Tuke"": {""party"": ""Democratic"", ""votes"": 767236, ""pct"": 31.64}, ""Edward L. Buck"": {""party"": ""Independent"", ""votes"": 31631, ""pct"": 1.3}, ""Christopher G. Fenner"": {""party"": ""Independent"", ""votes"": 11073, ""pct"": 0.46}, ""Daniel Towers Lewis"": {""party"": ""Independent"", ""votes"": 9367, ""pct"": 0.39}, ""Chris Lugo"": {""party"": ""Independent"", ""votes"": 9170, ""pct"": 0.38}, ""Ed Lawhorn"": {""party"": ""Independent"", ""votes"": 8986, ""pct"": 0.37}, ""David Gatchell"": {""party"": ""Independent"", ""votes"": 7645, ""pct"": 0.32}}",3236826,Lamar Alexander,Majority,red,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Tennessee
2008,Texas,TX,II,regular,General,2008 Texas U.S. Senate general election,"{""John Cornyn"": {""party"": ""Republican"", ""votes"": 4337469, ""pct"": 54.82}, ""Rick Noriega"": {""party"": ""Democratic"", ""votes"": 3389365, ""pct"": 42.84}, ""Majority"": {""party"": ""Majority"", ""votes"": 948104, ""pct"": 11.98}, ""Yvonne Adams Schick"": {""party"": ""Libertarian"", ""votes"": 185241, ""pct"": 2.34}}",8860179,John Cornyn,Rick Noriega,red,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Texas
2008,Virginia,VA,II,regular,General,2008 United States Senate election in Virginia,"{""Mark Warner"": {""party"": ""Democratic"", ""votes"": 2369327, ""pct"": 65.03}, ""Jim Gilmore"": {""party"": ""Republican"", ""votes"": 1228830, ""pct"": 33.73}, ""Glenda Parker"": {""party"": ""Independent Greens"", ""votes"": 21690, ""pct"": 0.6}, ""Bill Redpath"": {""party"": ""Libertarian"", ""votes"": 20269, ""pct"": 0.56}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 3178, ""pct"": 0.09}}",3643294,Mark Warner,Jim Gilmore,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Virginia
2008,West Virginia,WV,II,regular,General,General election results,"{""Jay Rockefeller"": {""party"": ""Democratic"", ""votes"": 447560, ""pct"": 63.74}, ""Jay Wolfe"": {""party"": ""Republican"", ""votes"": 254629, ""pct"": 36.26}}",702189,Jay Rockefeller,Jay Wolfe,deepskyblue,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_West_Virginia
2008,Wyoming,WY,II,regular,General,General election results,"{""Mike Enzi"": {""party"": ""Republican"", ""votes"": 189046, ""pct"": 75.63}, ""Majority"": {""party"": ""Majority"", ""votes"": 128415, ""pct"": 51.38}, ""Chris Rothfuss"": {""party"": ""Democratic"", ""votes"": 60631, ""pct"": 24.26}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 269, ""pct"": 0.11}}",378361,Mike Enzi,Majority,red,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Wyoming
