year,state,abbr,class,race_type,round,caption,results,total_votes,winner,runner_up,color,source_url
2012,Michigan,MI,I,regular,General,"United States Senate election in Michigan, 2012","{""Debbie Stabenow"": {""party"": ""Democratic"", ""votes"": 2735826, ""pct"": 58.8}, ""Pete Hoekstra"": {""party"": ""Republican"", ""votes"": 1767386, ""pct"": 37.98}, ""Scott Boman"": {""party"": ""Libertarian"", ""votes"": 84480, ""pct"": 1.82}, ""Harley Mikkelson"": {""party"": ""Green"", ""votes"": 27890, ""pct"": 0.6}, ""Richard Matkin"": {""party"": ""Constitution"", ""votes"": 26038, ""pct"": 0.56}, ""John Litle"": {""party"": ""Natural Law"", ""votes"": 11229, ""pct"": 0.24}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 69, ""pct"": 0.0}}",4652918,Debbie Stabenow,Pete Hoekstra,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Michigan
2012,Minnesota,MN,I,regular,General,"United States Senate election in Minnesota, 2012","{""Amy Klobuchar"": {""party"": ""Democratic (DFL)"", ""votes"": 1854595, ""pct"": 65.23}, ""Kurt Bills"": {""party"": ""Republican"", ""votes"": 867974, ""pct"": 30.53}, ""Stephen Williams"": {""party"": ""Independence"", ""votes"": 73539, ""pct"": 2.59}, ""Tim Davis"": {""party"": ""Grassroots"", ""votes"": 30531, ""pct"": 1.07}, ""Michael Cavlan"": {""party"": ""Open Progressives"", ""votes"": 13986, ""pct"": 0.49}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 2582, ""pct"": 0.09}}",2843207,Amy Klobuchar,Kurt Bills,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Minnesota
2012,Mississippi,MS,I,regular,General,"United States Senate election in Mississippi, 2012","{""Roger Wicker"": {""party"": ""Republican"", ""votes"": 709626, ""pct"": 57.16}, ""Albert Gore"": {""party"": ""Democratic"", ""votes"": 503467, ""pct"": 40.55}, ""Thomas Cramer"": {""party"": ""Constitution"", ""votes"": 15281, ""pct"": 1.23}, ""Shawn O'Hara"": {""party"": ""Reform"", ""votes"": 13194, ""pct"": 1.06}}",1241568,Roger Wicker,Albert Gore,red,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Mississippi
2012,Missouri,MO,I,regular,General,"United States Senate election in Missouri, 2012","{""Claire McCaskill"": {""party"": ""Democratic"", ""votes"": 1494125, ""pct"": 54.81}, ""Todd Akin"": {""party"": ""Republican"", ""votes"": 1066159, ""pct"": 39.11}, ""Jonathan Dine"": {""party"": ""Libertarian"", ""votes"": 165468, ""pct"": 6.07}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 41, ""pct"": 0.01}}",2725793,Claire McCaskill,Todd Akin,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Missouri
2012,Montana,MT,I,regular,General,"United States Senate election in Montana, 2012","{""Jon Tester"": {""party"": ""Democratic"", ""votes"": 236123, ""pct"": 48.58}, ""Denny Rehberg"": {""party"": ""Republican"", ""votes"": 218051, ""pct"": 44.86}, ""Dan Cox"": {""party"": ""Libertarian"", ""votes"": 31892, ""pct"": 6.56}}",486066,Jon Tester,Denny Rehberg,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Montana
2012,Nebraska,NE,I,regular,General,2012 United States Senate election in Nebraska,"{""Deb Fischer"": {""party"": ""Republican"", ""votes"": 455593, ""pct"": 57.77}, ""Bob Kerrey"": {""party"": ""Democratic"", ""votes"": 332979, ""pct"": 42.23}, ""Majority"": {""party"": ""Majority"", ""votes"": 122614, ""pct"": 15.54}}",911186,Deb Fischer,Bob Kerrey,red,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Nebraska
2012,Nevada,NV,I,regular,General,"United States Senate election in Nevada, 2012","{""Dean Heller"": {""party"": ""Republican"", ""votes"": 457656, ""pct"": 45.87}, ""Shelley Berkley"": {""party"": ""Democratic"", ""votes"": 446080, ""pct"": 44.71}, ""David Lory VanDerBeek"": {""party"": ""Independent American"", ""votes"": 48792, ""pct"": 4.89}, ""None of These Candidates"": {""party"": ""None of These Candidates"", ""votes"": 45277, ""pct"": 4.54}}",997805,Dean Heller,Shelley Berkley,red,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Nevada
2012,New Jersey,NJ,I,regular,General,"United States Senate election in New Jersey, 2012","{""Bob Menendez"": {""party"": ""Democratic"", ""votes"": 1987680, ""pct"": 58.87}, ""Joe Kyrillos"": {""party"": ""Republican"", ""votes"": 1329534, ""pct"": 39.37}, ""Kenneth R. Kaplan"": {""party"": ""Libertarian"", ""votes"": 16803, ""pct"": 0.5}, ""Ken Wolski"": {""party"": ""Green"", ""votes"": 15801, ""pct"": 0.47}, ""Gwen Diakos"": {""party"": ""Independent"", ""votes"": 9359, ""pct"": 0.28}, ""J. David Dranikoff"": {""party"": ""Independent"", ""votes"": 3834, ""pct"": 0.11}, ""Inder \""Andy\"" Soni"": {""party"": ""Independent"", ""votes"": 3593, ""pct"": 0.11}, ""Robert \""Turk\"" Turkavage"": {""party"": ""Independent"", ""votes"": 3532, ""pct"": 0.1}, ""Greg Pason"": {""party"": ""Socialist"", ""votes"": 2249, ""pct"": 0.07}, ""Eugene M. LaVergne"": {""party"": ""Independent"", ""votes"": 2198, ""pct"": 0.07}, ""Daryl Brooks"": {""party"": ""Independent"", ""votes"": 2066, ""pct"": 0.06}}",3376649,Bob Menendez,Joe Kyrillos,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_New_Jersey
2012,New Mexico,NM,I,regular,General,2012 United States Senate election in New Mexico,"{""Martin Heinrich"": {""party"": ""Democratic"", ""votes"": 395717, ""pct"": 51.01}, ""Heather Wilson"": {""party"": ""Republican"", ""votes"": 351259, ""pct"": 45.28}, ""Jon Barrie"": {""party"": ""Independent American"", ""votes"": 28199, ""pct"": 3.63}, ""Robert L. Anderson"": {""party"": ""Independent"", ""votes"": 617, ""pct"": 0.08}}",775792,Martin Heinrich,Heather Wilson,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_New_Mexico
2012,New York,NY,I,regular,General,2012 United States Senate election in New York,"{""Kirsten Gillibrand"": {""party"": ""Democratic"", ""votes"": 4822330, ""pct"": 72.21}, ""Wendy Long"": {""party"": ""Republican"", ""votes"": 1758702, ""pct"": 26.34}, ""Colia Clark"": {""party"": ""Green"", ""votes"": 42591, ""pct"": 0.64}, ""Chris Edes"": {""party"": ""Libertarian"", ""votes"": 32002, ""pct"": 0.48}, ""John Mangelli"": {""party"": ""Independent"", ""votes"": 22041, ""pct"": 0.33}}",6677666,Kirsten Gillibrand,Wendy Long,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_New_York
2012,North Dakota,ND,I,regular,General,"United States Senate election in North Dakota, 2012","{""Heidi Heitkamp"": {""party"": ""Democratic–NPL"", ""votes"": 161337, ""pct"": 50.24}, ""Rick Berg"": {""party"": ""Republican"", ""votes"": 158401, ""pct"": 49.32}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 1406, ""pct"": 0.44}}",321144,Heidi Heitkamp,Rick Berg,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_North_Dakota
2012,Ohio,OH,I,regular,General,"United States Senate election in Ohio, 2012","{""Sherrod Brown"": {""party"": ""Democratic"", ""votes"": 2762766, ""pct"": 50.7}, ""Josh Mandel"": {""party"": ""Republican"", ""votes"": 2435744, ""pct"": 44.7}, ""Scott Rupert"": {""party"": ""Independent"", ""votes"": 250618, ""pct"": 4.6}}",5449128,Sherrod Brown,Josh Mandel,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Ohio
2012,Pennsylvania,PA,I,regular,General,"United States Senate election in Pennsylvania, 2012","{""Bob Casey, Jr."": {""party"": ""Democratic"", ""votes"": 3021364, ""pct"": 53.69}, ""Tom Smith"": {""party"": ""Republican"", ""votes"": 2509132, ""pct"": 44.59}, ""Rayburn Smith"": {""party"": ""Libertarian"", ""votes"": 96926, ""pct"": 1.72}}",5627422,"Bob Casey, Jr.",Tom Smith,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Pennsylvania
2012,Rhode Island,RI,I,regular,General,"United States Senate election in Rhode Island, 2012","{""Sheldon Whitehouse"": {""party"": ""Democratic"", ""votes"": 271034, ""pct"": 64.81}, ""Barry Hinckley"": {""party"": ""Republican"", ""votes"": 146222, ""pct"": 34.97}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 933, ""pct"": 0.22}}",418189,Sheldon Whitehouse,Barry Hinckley,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Rhode_Island
2012,Tennessee,TN,I,regular,General,"United States Senate election in Tennessee, 2012","{""Bob Corker"": {""party"": ""Republican"", ""votes"": 1506443, ""pct"": 64.89}, ""Mark Clayton"": {""party"": ""Democratic"", ""votes"": 705882, ""pct"": 30.41}, ""Martin Pleasant"": {""party"": ""Green"", ""votes"": 38472, ""pct"": 1.66}, ""Shaun Crowell"": {""party"": ""Independent"", ""votes"": 20936, ""pct"": 0.9}, ""Kermit Steck"": {""party"": ""Constitution"", ""votes"": 18620, ""pct"": 0.8}, ""James Higdon"": {""party"": ""Independent"", ""votes"": 8085, ""pct"": 0.35}, ""Michael Joseph Long"": {""party"": ""Independent"", ""votes"": 8080, ""pct"": 0.35}, ""Troy Stephen Scoggin"": {""party"": ""Independent"", ""votes"": 7148, ""pct"": 0.31}, ""David Gatchell"": {""party"": ""Independent"", ""votes"": 6523, ""pct"": 0.28}, ""Write-ins"": {""party"": ""n/a"", ""votes"": 1288, ""pct"": 0.05}}",2321477,Bob Corker,Mark Clayton,red,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Tennessee
2012,Texas,TX,I,regular,General,Libertarian convention approval vote,"{""Ted Cruz"": {""party"": ""Republican"", ""votes"": 4440137, ""pct"": 56.46}, ""Paul Sadler"": {""party"": ""Democratic"", ""votes"": 3194927, ""pct"": 40.62}, ""David Dewhurst"": {""party"": ""Republican"", ""votes"": 480126, ""pct"": 43.18}, ""John Jay Myers"": {""party"": ""Libertarian"", ""votes"": 162354, ""pct"": 2.06}, ""David Collins"": {""party"": ""Green"", ""votes"": 67404, ""pct"": 0.86}, ""Scott Jameson"": {""party"": ""Libertarian"", ""votes"": 28, ""pct"": 22.8}, ""John Roland"": {""party"": ""Libertarian"", ""votes"": 27, ""pct"": 21.9}, ""Robert Butler"": {""party"": ""Libertarian"", ""votes"": 19, ""pct"": 15.4}, ""S. Ropal Raju"": {""party"": ""Libertarian"", ""votes"": 3, ""pct"": 2.4}, ""Wayne Huffman"": {""party"": ""Libertarian"", ""votes"": 2, ""pct"": 1.6}}",8345027,Ted Cruz,Paul Sadler,red,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Texas
2012,Utah,UT,I,regular,General,Democratic convention results,"{""Orrin Hatch"": {""party"": ""Republican"", ""votes"": 657608, ""pct"": 65.31}, ""Scott Howell"": {""party"": ""Democratic"", ""votes"": 301873, ""pct"": 29.98}, ""Shaun McCausland"": {""party"": ""Constitution"", ""votes"": 31905, ""pct"": 3.17}, ""Daniel Geery"": {""party"": ""Justice"", ""votes"": 8342, ""pct"": 0.83}, ""Bill Barron"": {""party"": ""Independent"", ""votes"": 7172, ""pct"": 0.71}, ""Dan Liljenquist"": {""party"": ""Republican"", ""votes"": 1595, ""pct"": 40.81}, ""Chris Herrod"": {""party"": ""Republican"", ""votes"": 421, ""pct"": 10.75}, ""Tim Aalders"": {""party"": ""Republican"", ""votes"": 78, ""pct"": 1.99}, ""Dale Ash"": {""party"": ""Republican"", ""votes"": 18, ""pct"": 0.46}, ""David Chiu"": {""party"": ""Republican"", ""votes"": 17, ""pct"": 0.43}, ""Jeremy Friedbaum"": {""party"": ""Republican"", ""votes"": 15, ""pct"": 0.38}, ""Loy Arlan Brunson"": {""party"": ""Republican"", ""votes"": 14, ""pct"": 0.36}, ""Kevin Fisk"": {""party"": ""Republican"", ""votes"": 3, ""pct"": 0.08}, ""Dub Lawrence"": {""party"": ""Republican"", ""votes"": 1, ""pct"": 0.03}, ""Pete Ashdown"": {""party"": ""Democratic"", ""votes"": 0, ""pct"": 37.0}}",1009062,Orrin Hatch,Scott Howell,red,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Utah
2012,Vermont,VT,I,regular,General,"United States Senate election in Vermont, 2012","{""Bernie Sanders"": {""party"": ""Independent"", ""votes"": 207848, ""pct"": 71.0}, ""John MacGovern"": {""party"": ""Republican"", ""votes"": 72898, ""pct"": 24.9}, ""Cris Ericson"": {""party"": ""Marijuana"", ""votes"": 5924, ""pct"": 2.02}, ""Peter Diamondstone"": {""party"": ""Liberty Union"", ""votes"": 2511, ""pct"": 0.86}, ""Peter Moss"": {""party"": ""Peace and Prosperity"", ""votes"": 2452, ""pct"": 0.84}, ""Laurel LaFramboise"": {""party"": ""VoteKISS"", ""votes"": 877, ""pct"": 0.3}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 252, ""pct"": 0.08}}",292762,Bernie Sanders,John MacGovern,yellow,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Vermont
2012,Virginia,VA,I,regular,General,"United States Senate election in Virginia, 2012","{""Tim Kaine"": {""party"": ""Democratic"", ""votes"": 2010067, ""pct"": 52.83}, ""George Allen"": {""party"": ""Republican"", ""votes"": 1785542, ""pct"": 46.92}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 9410, ""pct"": 0.25}}",3805019,Tim Kaine,George Allen,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Virginia
2012,Washington,WA,I,regular,General,"United States Senate election in Washington, 2012","{""Maria Cantwell"": {""party"": ""Democratic"", ""votes"": 1855493, ""pct"": 60.45}, ""Michael Baumgartner"": {""party"": ""Republican"", ""votes"": 1213924, ""pct"": 39.55}}",3069417,Maria Cantwell,Michael Baumgartner,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Washington
2012,West Virginia,WV,I,regular,General,"United States Senate election in West Virginia, 2012","{""Joe Manchin"": {""party"": ""Democratic"", ""votes"": 399908, ""pct"": 60.57}, ""John Raese"": {""party"": ""Republican"", ""votes"": 240787, ""pct"": 36.47}, ""Bob Henry Baber"": {""party"": ""Mountain"", ""votes"": 19517, ""pct"": 2.96}}",660212,Joe Manchin,John Raese,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_West_Virginia
2012,Wisconsin,WI,I,regular,General,"United States Senate election in Wisconsin, 2012","{""Tammy Baldwin"": {""party"": ""Democratic"", ""votes"": 1547104, ""pct"": 51.41}, ""Tommy Thompson"": {""party"": ""Republican"", ""votes"": 1380126, ""pct"": 45.86}, ""Joseph Kexel"": {""party"": ""Libertarian"", ""votes"": 62240, ""pct"": 2.07}, ""Nimrod Allen, III"": {""party"": ""Independent"", ""votes"": 16455, ""pct"": 0.55}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 3486, ""pct"": 0.11}}",3009411,Tammy Baldwin,Tommy Thompson,deepskyblue,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Wisconsin
2012,Wyoming,WY,I,regular,General,"United States Senate election in Wyoming, 2012","{""John Barrasso"": {""party"": ""Republican"", ""votes"": 185250, ""pct"": 75.66}, ""Tim Chesnut"": {""party"": ""Democratic"", ""votes"": 53019, ""pct"": 21.65}, ""Joel Otto"": {""party"": ""Wyoming Country"", ""votes"": 6176, ""pct"": 2.52}, ""Write-ins"": {""party"": ""n/a"", ""votes"": 417, ""pct"": 0.17}}",244862,John Barrasso,Tim Chesnut,red,https://en.wikipedia.org/wiki/2012_United_States_Senate_election_in_Wyoming
