,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
IN,0.5685257722512106,-0.0017266012098203264,0.05311179694674496,0.13124006223698265,0.06233972331396767,-0.008640003250695772,-0.7204315735517064,0.130138327954281,0.07942743431380386,0.19107388286843818,0.12207458715804353,0.2034986000072248,-0.13676695676230866,0.12191434635706674,0.011325272607285431,0.0008246278390380481
KS,0.2310181768567135,-0.12419762562711179,0.20388444707903752,0.8494262699694713,-0.06319444260860764,-0.03907738584659622,-0.17279786129151933,0.12518136494492002,-0.17444378370836133,0.0798453957962239,-0.13155994785904554,0.18240130223924966,-0.0734673417253072,-0.08049909644336062,-0.16938881453831023,0.10165830866006534
KY,0.5483584603450665,-0.08403044328132134,-0.02016732066337869,0.021685292419232553,0.1944497414537133,-0.14550115231911798,-0.6942907091407347,0.004685559245928017,-0.13000520785333286,0.08782300568825337,-0.17895618854014156,0.17613717841017057,-0.04102744233935976,-0.13785328933784632,-0.20835039166524194,-0.154290702000986
LA,0.9337898971853605,-0.0390232904786705,0.12433308379118861,-0.03385898157073493,0.09358447541818857,-0.022695570492577616,-0.24723663358661824,-0.03359537057620668,-0.06941550519950604,-0.18545703214010242,0.06588934277697062,-0.07864554297344205,0.06009743697041401,0.021538151685972746,0.09981207248258699,0.04470111735432781
MA,-0.9204783654870441,0.032529166732443215,0.0005106905304973032,-0.08116275737965463,-0.11222525728483831,-0.08280393882750253,0.11831326802709288,-0.049619394555642585,-0.08678272941916572,-0.11972814247351435,-0.0010835067217487657,-0.06419723697939476,0.060871994676874853,-0.07740821327938525,0.3171905256908877,0.001922617023647604
MD,-0.2538774368254318,0.06478446728638294,-0.3234881976375006,0.1644839600346218,-0.2588482638928478,0.17876127922850116,0.23416534998051403,0.07231021893045064,0.172338854943959,0.18991377808793378,0.1432823206831616,-0.13813089915175222,0.0489857852451062,0.006584662543370641,0.2640836915894595,0.694048535878243
ME-01,0.00303552899204025,0.5549981933193968,-0.3659246240275872,-0.04864537927826661,-0.11886367796000119,-0.020373826818750496,0.40282626368771784,0.12998006479689725,0.44311972924773657,0.02741597249241709,0.09253038750659012,-0.18219827440438666,0.027172123901890315,0.05941914949238864,0.34577846068362195,0.13238009154072733
ME-02,-0.03044969464414276,0.3645668151867528,0.12663561129122725,-0.18819909315501374,0.8204724226346388,0.15001059742692327,-0.19044564286220672,-0.09273119570690874,0.06487981941652703,-0.04865976681037284,-0.07281794391668331,0.2463039386615681,-0.05889252624502331,-0.08854205741756056,0.0859342049082955,-0.0005310708025621292
ME-AL,-0.7766549640657452,-0.000600046940713282,-0.21436503573547927,0.11318911719817207,0.10879328035592033,0.050806220914064115,0.14565822558631222,0.028807240539975586,0.08710219472732347,-0.17565665890904605,-0.11455984135674499,0.20329118510639393,-0.07022584577999905,-0.27882504012451503,0.3194671065943796,0.22135991121980297
MI,-0.7815486125747126,0.15117344125023224,0.02005178026468028,-0.04495784611703616,0.1797135774702843,-0.12867800699553678,0.40651321176966676,-0.012956471954362404,0.051715557303253334,-0.08592921014485039,-0.10240504871904224,0.19915313920723718,-0.09981494054724414,-0.006907795765316261,-0.22666756994098916,-0.19372374369714856
