year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
1976,0.1382565230804331,0.4799002206557664,-2.173051450440408,0.559677492929046,-0.3427076230185853,-0.5625355508127665,0.46872875674683445,0.15778643026766417,0.19850330500372176,0.5744398213391679,-1.0553460611906096,-0.21646284551850947,-0.12665918489879052,0.20990268107411117,0.1660405606392478,1.4650701615649255,-0.2042556744341568,0.39070029161151226,0.38938359665862454,0.553209176097104,-0.5521149378562601,0.026588172660669238,0.47219924011519093,0.2264071993752908,-0.21975603599520382
1980,-2.7234252060406163,-3.2385362829235866,-2.503640517735936,0.2853654851951589,-0.24469119988211274,-1.2668279317758093,-1.5572384006982276,-0.43688018307360266,-0.5529469991793833,0.8585719284251712,-1.1627291621475184,0.2946125552988152,-0.23857274612291607,0.6564602173004833,-0.10520903555315646,1.2009865982759513,-0.2684848913015913,-0.22978078097112797,0.37300585486955634,-0.0006838353479974562,-0.22131718572715195,0.5096399299795089,-0.47001424651869184,-0.10496067495867793,-0.24021288691300255
1984,-4.462528198864264,-5.7166722322453305,-3.2529609413391167,-0.6943227578915199,0.2009457240678361,-2.445525026630267,-0.3584314118571818,-0.5352600484669545,-0.28453140711888386,0.2441531204573857,2.0371269741081113,-0.3866250008920781,-0.0762437677181292,0.5012876288652807,0.16124056625021868,0.35826887727909057,0.21796880097339885,0.008864062289230304,0.24329855993572283,-0.26683998683533083,0.06966428532269112,0.34566251483359556,0.10623744291004725,0.15170682729239465,0.0019791523677372396
1988,-0.8233404196901696,-3.193742657021676,-2.690679189763763,0.05518289663346451,-0.0040480287568627794,-0.7488245427627012,1.3928079757268368,0.5721717122612426,-0.4096611627787618,-0.31897554493679453,0.7384449121490433,0.35600087977977507,0.2514960585012112,-0.24808249695183096,-0.6800768036608997,0.6447387173036375,0.39477116420741915,-0.0015717164360483497,-0.33087014012548266,-0.6282998921296978,0.2904395465897125,0.6056019500384778,0.18124902044192007,0.17565600325509953,0.034909362373756
1992,2.7830644344863193,0.025829139271251883,-0.10328488130524618,4.369435372981244,-0.5976311458667489,0.5657311638457083,0.5399377159785648,0.8603947171713997,-0.010884309521251401,0.047129067372821666,0.4146524680654684,-0.7142851295269534,0.40120101007243936,-0.1187201155081289,-0.338995862406997,0.2975350984122023,-0.09980284082430599,-0.07097864802194505,0.0637083155154087,-0.08886312278886199,-0.36835237109023683,-0.0035723519620136836,-0.016789295047729486,-0.03683688150105808,-0.1717472457309275
1996,4.2688194518609,-0.2552319622804925,1.2018136162028374,4.129453061105573,-1.066407712192953,0.17281725900262876,0.34301560135888914,-0.35414074429376957,0.5731463303124602,-0.06382682936414764,-1.2201291847463438,0.0998544315108136,-0.3714238349363417,0.01788446599781394,-0.2197198150893171,0.34360983972712933,-0.23420144906019877,0.2907107464397373,0.08116029387665621,-0.2657814877543067,0.2528920765778551,-0.07957133686692375,-0.14630721774412087,0.08714991324585267,0.371412668060217
2000,2.1520243271082675,-3.0580129825752254,0.6825779867326507,-0.8080187248817724,-3.0545981093182166,-1.2697890244294918,-0.883769972072283,-0.3645962019173144,0.0920559163053207,0.5138474205106253,-0.2369849129063652,0.37588557513997434,-0.5699474146857041,-0.1463696692391381,-0.22965251872330325,0.14369473303712718,-0.36950963527634695,0.24621291395084913,-0.40610851033631473,0.3458342870055133,0.02068104829413172,-0.45774304229587603,0.07893695598550593,-0.23963354819910995,0.21646113597159336
2004,1.7780194657940083,-3.7523994781901937,1.1612731715565168,-1.9273342477049893,-4.149950241402923,-1.0773188906391185,-0.5640921525465855,-0.15132706129609616,0.42228587822428015,0.1722291847899894,-0.5837764270531128,-0.42275823632196385,0.15868965632957785,0.007301102334054026,0.10480694547405643,-0.25732898836672474,0.17033463978672161,-0.10076727012338008,0.03357501448788741,-0.1204842453372298,0.0067150061356032785,0.21755325920987392,0.0016071247065951222,0.0605855178657078,-0.1952135664480939
2008,5.148645120679822,-1.822152823679434,3.193213642362669,1.7610403269742938,2.353554762274766,-0.33978087373800175,0.5573252849510429,0.047887339531057754,0.39496955706061204,0.2312275751116119,-0.45865847305555546,0.9580753075065991,0.11086129449304157,-0.21217553334294048,0.6688172944706956,0.03947436864129809,0.3326031973419557,-0.20991804944583117,-0.4686187249497389,0.36301357853453725,0.1292409483707802,-0.06956507164441374,0.011143483227113575,-0.1377975748064684,-0.2987743011023597
2012,3.966388968686287,-3.0593502808195985,3.1203844730090635,0.1707450589371347,0.06946339895710438,-0.1145540110609709,-0.20478314858047916,-0.09874403326445925,-0.22651925025329167,0.6961107262640959,-0.48209771995511985,0.9595653998791028,0.18006900279040372,-0.23662692897598084,0.4540676145732847,-0.9506405601208129,0.2054294084594891,-0.15299089768368493,0.1784112232080259,0.29871705884804833,0.04607683503761002,0.4473012645142565,0.14514129795462646,0.06769522025911895,0.07997721491176422
2016,2.488593880132027,-3.530596548491414,2.76131835098136,-3.3957872533609983,0.7514194070179262,-0.2664835313952504,-1.11135243708546,0.08638581716973256,-0.07749552506198937,0.2518439772954232,0.949043612294412,0.1270023519148921,0.24055778259447178,-0.3941881746070527,-0.19303832287444272,-1.5286892448977134,-0.11687750868175893,0.29605190506524737,0.031982290825693614,-0.018650605814325025,0.037796266159161096,-0.17070773074324264,0.05263458040125341,0.2327063954860812,-0.4153482866822422
2020,3.6001511448910644,-2.988468739455523,3.1790464177913345,-2.5308363677504806,2.9511572014596545,0.21492182212140695,-1.0637615650017074,0.4258989633629033,0.2492210770589495,0.5453779248146831,0.28005536629164557,-0.30833220894055324,0.11768526706395578,-0.2279478692339377,-0.36678046823634114,-1.193838937019503,-0.20937332888565194,0.2736964630371964,0.020680388243719074,0.01387237824099967,0.09454948269109749,-0.0819457740827334,-0.01407259588048025,-0.08402102055158626,0.017922417763370162
2024,2.2138217033278353,-3.830636856605714,2.654022264977015,-2.3583600339295687,3.1781108247005587,-0.0946916080623764,-1.1410348513219495,0.660731325160705,0.3934445798977243,0.4917388314885551,0.18398811531483847,-0.5882918446874253,0.3777698711538615,-0.10004751805157185,-0.4060220740972682,-1.2231595471456498,-0.1111421511483638,-0.16890279572638753,0.013342435434355432,-0.2271657714173866,-0.1067850623724011,-0.1950286551222663,-0.21972900574229212,-0.0800768045850325,0.3937861315144435
