year,state,abbr,class,race_type,round,caption,D_votes,R_votes,T_votes,D_share,R_share,D_candidate,R_candidate,winner,winner_party,runner_up,top_third_party_share,top_third_party,third_party_votes,total_votes,third_party_results,D_delta,R_delta,total_delta,sen_margin,sen_margin_delta,national_margin,national_margin_delta,relative_margin,relative_margin_delta,third_party_share,third_party_national_share,third_party_relative_share,two_party_margin,two_party_margin_delta,two_party_national_margin,two_party_national_margin_delta,two_party_relative_margin,two_party_relative_margin_delta,color,sen_margin_str,sen_margin_delta_str,national_margin_str,national_margin_delta_str,relative_margin_str,relative_margin_delta_str,top_third_party_share_str,third_party_share_str,third_party_national_share_str,third_party_relative_share_str,two_party_margin_str,two_party_margin_delta_str,two_party_national_margin_str,two_party_national_margin_delta_str,two_party_relative_margin_str,two_party_relative_margin_delta_str,top_third_party_votes,special_case_notes,source_url,results_json
2008,Nebraska,NE-AL,II,regular,General,2008 United States Senate election in Nebraska,317456,455854,157599,0.341017220802463,0.48968696188349237,Scott Kleeb,Mike Johanns,Mike Johanns,R,Scott Kleeb,0.1486697410810294,Majority,157599,930909,"{""Majority"": {""party"": ""Majority"", ""votes"": 138398, ""pct"": 17.46}, ""Kelly Rosberg"": {""party"": ""Nebraska"", ""votes"": 11438, ""pct"": 1.44}, ""Steve Larrick"": {""party"": ""Green"", ""votes"": 7763, ""pct"": 0.98}}",0,0,0,-0.148669741081,0,0.068347581916,-0.031969565913,-0.217017322997,0,0.16929581731404467,0.12435338200351614,0.04494243531052852,-0.17896833094101977,0.0,0.07805384102618157,-0.041650084585775196,-0.25702217196720134,0.0,red,R+14.9,0,D+6.8,R+3.2,R+21.7,0,14.87%,16.93%,12.44%,4.49%,R+17.9,0,D+7.8,R+4.2,R+25.7,0,138398,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Nebraska,"{""Mike Johanns"": {""party"": ""Republican"", ""votes"": 455854, ""pct"": 57.52}, ""Scott Kleeb"": {""party"": ""Democratic"", ""votes"": 317456, ""pct"": 40.06}, ""Majority"": {""party"": ""Majority"", ""votes"": 138398, ""pct"": 17.46}, ""Kelly Rosberg"": {""party"": ""Nebraska"", ""votes"": 11438, ""pct"": 1.44}, ""Steve Larrick"": {""party"": ""Green"", ""votes"": 7763, ""pct"": 0.98}}"
2008,New Hampshire,NH,II,regular,General,2008 United States Senate election in New Hampshire,358438,314403,21516,0.5162157218836996,0.45279733624057944,Jeanne Shaheen,John Sununu,Jeanne Shaheen,D,John Sununu,0.03098694187572099,Ken Blevens,21516,694357,"{""Ken Blevens"": {""party"": ""Libertarian"", ""votes"": 21516, ""pct"": 3.1}}",0,0,0,0.063418385643,0,0.068347581916,-0.031969565913,-0.004929196273,0,0.03098694187572099,0.12435338200351614,-0.09336644012779516,0.0654463684585214,0.0,0.07805384102618157,-0.041650084585775196,-0.012607472567660163,0.0,deepskyblue,D+6.3,0,D+6.8,R+3.2,R+0.5,0,3.10%,3.10%,12.44%,-9.34%,D+6.5,0,D+7.8,R+4.2,R+1.3,0,21516,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_New_Hampshire,"{""Jeanne Shaheen"": {""party"": ""Democratic"", ""votes"": 358438, ""pct"": 51.62}, ""John Sununu"": {""party"": ""Republican"", ""votes"": 314403, ""pct"": 45.28}, ""Ken Blevens"": {""party"": ""Libertarian"", ""votes"": 21516, ""pct"": 3.1}}"
2008,New Jersey,NJ,II,regular,General,2008 United States Senate election in New Jersey,1951218,1461025,75197,0.5594986580414286,0.4189391071961095,Frank Lautenberg,Dick Zimmer,Frank Lautenberg,D,Dick Zimmer,0.005998669511160049,Daryl Mikell Brooks,75197,3487440,"{""Daryl Mikell Brooks"": {""party"": ""Independent"", ""votes"": 20920, ""pct"": 0.6}, ""Jason Scheurer"": {""party"": ""Libertarian"", ""votes"": 18810, ""pct"": 0.54}, ""J.M. Carter"": {""party"": ""Independent"", ""votes"": 15935, ""pct"": 0.46}, ""Jeff Boss"": {""party"": ""Independent"", ""votes"": 10345, ""pct"": 0.3}, ""Sara Lobman"": {""party"": ""Socialist Workers"", ""votes"": 9187, ""pct"": 0.26}}",0,0,0,0.140559550845,0,0.068347581916,-0.031969565913,0.072211968929,0,0.021562234762461864,0.12435338200351614,-0.10279114724105429,0.1436571193786609,0.0,0.07805384102618157,-0.041650084585775196,0.06560327835247934,0.0,deepskyblue,D+14.1,0,D+6.8,R+3.2,D+7.2,0,0.60%,2.16%,12.44%,-10.28%,D+14.4,0,D+7.8,R+4.2,D+6.6,0,20920,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_New_Jersey,"{""Frank Lautenberg"": {""party"": ""Democratic"", ""votes"": 1951218, ""pct"": 56.03}, ""Dick Zimmer"": {""party"": ""Republican"", ""votes"": 1461025, ""pct"": 41.95}, ""Daryl Mikell Brooks"": {""party"": ""Independent"", ""votes"": 20920, ""pct"": 0.6}, ""Jason Scheurer"": {""party"": ""Libertarian"", ""votes"": 18810, ""pct"": 0.54}, ""J.M. Carter"": {""party"": ""Independent"", ""votes"": 15935, ""pct"": 0.46}, ""Jeff Boss"": {""party"": ""Independent"", ""votes"": 10345, ""pct"": 0.3}, ""Sara Lobman"": {""party"": ""Socialist Workers"", ""votes"": 9187, ""pct"": 0.26}}"
2008,New Mexico,NM,II,regular,General,2008 United States Senate election in New Mexico,505128,318522,0,0.6132799125842288,0.38672008741577124,Tom Udall,Steve Pearce,Tom Udall,D,Steve Pearce,0.0,None,0,823650,{},0,0,0,0.226559825168,0,0.068347581916,-0.031969565913,0.158212243252,0,0.0,0.12435338200351614,-0.12435338200351614,0.22655982516845746,0.0,0.07805384102618157,-0.041650084585775196,0.1485059841422759,0.0,deepskyblue,D+22.7,0,D+6.8,R+3.2,D+15.8,0,0.00%,0.00%,12.44%,-12.44%,D+22.7,0,D+7.8,R+4.2,D+14.9,0,0,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_New_Mexico,"{""Tom Udall"": {""party"": ""Democratic"", ""votes"": 505128, ""pct"": 61.33}, ""Steve Pearce"": {""party"": ""Republican"", ""votes"": 318522, ""pct"": 38.67}}"
2008,Oklahoma,OK,II,regular,General,"United States Senate election in Oklahoma, 2008",527736,763375,291347,0.3334913154093189,0.48239826902198985,Andrew Rice,Jim Inhofe,Jim Inhofe,R,Andrew Rice,0.14890695361267092,Majority,291347,1582458,"{""Majority"": {""party"": ""Majority"", ""votes"": 235639, ""pct"": 17.5}, ""Stephen Wallace"": {""party"": ""Independent"", ""votes"": 55708, ""pct"": 4.14}}",0,0,0,-0.148906953613,0,0.068347581916,-0.031969565913,-0.217254535529,0,0.18411041556869123,0.12435338200351614,0.05975703356517509,-0.18250870761692836,0.0,0.07805384102618157,-0.041650084585775196,-0.2605625486431099,0.0,red,R+14.9,0,D+6.8,R+3.2,R+21.7,0,14.89%,18.41%,12.44%,5.98%,R+18.3,0,D+7.8,R+4.2,R+26.1,0,235639,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Oklahoma,"{""Jim Inhofe"": {""party"": ""Republican"", ""votes"": 763375, ""pct"": 56.68}, ""Andrew Rice"": {""party"": ""Democratic"", ""votes"": 527736, ""pct"": 39.18}, ""Majority"": {""party"": ""Majority"", ""votes"": 235639, ""pct"": 17.5}, ""Stephen Wallace"": {""party"": ""Independent"", ""votes"": 55708, ""pct"": 4.14}}"
2008,Oregon,OR,II,regular,General,2008 United States Senate election in Oregon,864392,805159,97953,0.489046700884411,0.4555344712091175,Jeff Merkley,Gordon Smith,Jeff Merkley,D,Gordon Smith,0.05237046139640985,David Brownlow,97953,1767504,"{""David Brownlow"": {""party"": ""Constitution"", ""votes"": 92565, ""pct"": 5.24}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 5388, ""pct"": 0.3}}",0,0,0,0.033512229675,0,0.068347581916,-0.031969565913,-0.034835352241,0,0.0554188279064715,0.12435338200351614,-0.06893455409704465,0.035478401079092524,0.0,0.07805384102618157,-0.041650084585775196,-0.042575439947089046,0.0,deepskyblue,D+3.4,0,D+6.8,R+3.2,R+3.5,0,5.24%,5.54%,12.44%,-6.89%,D+3.5,0,D+7.8,R+4.2,R+4.3,0,92565,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Oregon,"{""Jeff Merkley"": {""party"": ""Democratic"", ""votes"": 864392, ""pct"": 48.9}, ""Gordon Smith"": {""party"": ""Republican"", ""votes"": 805159, ""pct"": 45.55}, ""David Brownlow"": {""party"": ""Constitution"", ""votes"": 92565, ""pct"": 5.24}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 5388, ""pct"": 0.3}}"
2008,Rhode Island,RI,II,regular,General,2008 Rhode Island U.S. Senator general election,320644,116174,204470,0.5,0.1811572959419169,Jack Reed,Bob Tingle,Jack Reed,D,Majority,0.3188427040580831,Majority,204470,641288,"{""Majority"": {""party"": ""Majority"", ""votes"": 204470, ""pct"": 46.81}}",0,0,0,0.318842704058,0,0.068347581916,-0.031969565913,0.250495122142,0,0.3188427040580831,0.12435338200351614,0.19448932205456698,0.4680896849488803,0.0,0.07805384102618157,-0.041650084585775196,0.39003584392269874,0.0,deepskyblue,D+31.9,0,D+6.8,R+3.2,D+25.0,0,31.88%,31.88%,12.44%,19.45%,D+46.8,0,D+7.8,R+4.2,D+39.0,0,204470,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Rhode_Island,"{""Jack Reed"": {""party"": ""Democratic"", ""votes"": 320644, ""pct"": 73.4}, ""Majority"": {""party"": ""Majority"", ""votes"": 204470, ""pct"": 46.81}, ""Bob Tingle"": {""party"": ""Republican"", ""votes"": 116174, ""pct"": 26.6}}"
2008,South Carolina,SC,II,regular,General,General election results,790621,1076534,290189,0.36647887402287255,0.49900896658112937,Bob Conley,Lindsey Graham,Lindsey Graham,R,Bob Conley,0.13253009255825682,Majority,290189,2157344,"{""Majority"": {""party"": ""Majority"", ""votes"": 285913, ""pct"": 15.27}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 4276, ""pct"": 0.23}}",0,0,0,-0.132530092558,0,0.068347581916,-0.031969565913,-0.200877674474,0,0.13451215939599803,0.12435338200351614,0.010158777392481888,-0.15312761929245294,0.0,0.07805384102618157,-0.041650084585775196,-0.2311814603186345,0.0,red,R+13.3,0,D+6.8,R+3.2,R+20.1,0,13.25%,13.45%,12.44%,1.02%,R+15.3,0,D+7.8,R+4.2,R+23.1,0,285913,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_South_Carolina,"{""Lindsey Graham"": {""party"": ""Republican"", ""votes"": 1076534, ""pct"": 57.52}, ""Bob Conley"": {""party"": ""Democratic"", ""votes"": 790621, ""pct"": 42.25}, ""Majority"": {""party"": ""Majority"", ""votes"": 285913, ""pct"": 15.27}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 4276, ""pct"": 0.23}}"
2008,South Dakota,SD,II,regular,General,General election results,237889,142784,0,0.6249169234487342,0.37508307655126577,Tim Johnson,Joel Dykstra,Tim Johnson,D,Joel Dykstra,0.0,None,0,380673,{},0,0,0,0.249833846897,0,0.068347581916,-0.031969565913,0.181486264981,0,0.0,0.12435338200351614,-0.12435338200351614,0.24983384689746843,0.0,0.07805384102618157,-0.041650084585775196,0.17178000587128686,0.0,deepskyblue,D+25.0,0,D+6.8,R+3.2,D+18.1,0,0.00%,0.00%,12.44%,-12.44%,D+25.0,0,D+7.8,R+4.2,D+17.2,0,0,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_South_Dakota,"{""Tim Johnson"": {""party"": ""Democratic"", ""votes"": 237889, ""pct"": 62.49}, ""Joel Dykstra"": {""party"": ""Republican"", ""votes"": 142784, ""pct"": 37.51}}"
2008,Tennessee,TN,II,regular,General,"United States Senate election in Tennessee, 2008",767236,1579477,890113,0.23703343954849596,0.4879709320179707,Bob Tuke,Lamar Alexander,Lamar Alexander,R,Majority,0.2509374924694747,Majority,890113,3236826,"{""Majority"": {""party"": ""Majority"", ""votes"": 812241, ""pct"": 33.5}, ""Edward L. Buck"": {""party"": ""Independent"", ""votes"": 31631, ""pct"": 1.3}, ""Christopher G. Fenner"": {""party"": ""Independent"", ""votes"": 11073, ""pct"": 0.46}, ""Daniel Towers Lewis"": {""party"": ""Independent"", ""votes"": 9367, ""pct"": 0.39}, ""Chris Lugo"": {""party"": ""Independent"", ""votes"": 9170, ""pct"": 0.38}, ""Ed Lawhorn"": {""party"": ""Independent"", ""votes"": 8986, ""pct"": 0.37}, ""David Gatchell"": {""party"": ""Independent"", ""votes"": 7645, ""pct"": 0.32}}",0,0,0,-0.250937492469,0,0.068347581916,-0.031969565913,-0.319285074386,0,0.27499562843353337,0.12435338200351614,0.15064224643001722,-0.3461185922607494,0.0,0.07805384102618157,-0.041650084585775196,-0.424172433286931,0.0,red,R+25.1,0,D+6.8,R+3.2,R+31.9,0,25.09%,27.50%,12.44%,15.06%,R+34.6,0,D+7.8,R+4.2,R+42.4,0,812241,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Tennessee,"{""Lamar Alexander"": {""party"": ""Republican"", ""votes"": 1579477, ""pct"": 65.14}, ""Majority"": {""party"": ""Majority"", ""votes"": 812241, ""pct"": 33.5}, ""Bob Tuke"": {""party"": ""Democratic"", ""votes"": 767236, ""pct"": 31.64}, ""Edward L. Buck"": {""party"": ""Independent"", ""votes"": 31631, ""pct"": 1.3}, ""Christopher G. Fenner"": {""party"": ""Independent"", ""votes"": 11073, ""pct"": 0.46}, ""Daniel Towers Lewis"": {""party"": ""Independent"", ""votes"": 9367, ""pct"": 0.39}, ""Chris Lugo"": {""party"": ""Independent"", ""votes"": 9170, ""pct"": 0.38}, ""Ed Lawhorn"": {""party"": ""Independent"", ""votes"": 8986, ""pct"": 0.37}, ""David Gatchell"": {""party"": ""Independent"", ""votes"": 7645, ""pct"": 0.32}}"
2008,Texas,TX,II,regular,General,2008 Texas U.S. Senate general election,3389365,4337469,1133345,0.38253911123014556,0.48954643015677224,Rick Noriega,John Cornyn,John Cornyn,R,Rick Noriega,0.10700731892662665,Majority,1133345,8860179,"{""Majority"": {""party"": ""Majority"", ""votes"": 948104, ""pct"": 11.98}, ""Yvonne Adams Schick"": {""party"": ""Libertarian"", ""votes"": 185241, ""pct"": 2.34}}",0,0,0,-0.107007318927,0,0.068347581916,-0.031969565913,-0.175354900843,0,0.1279144586130822,0.12435338200351614,0.0035610766095660606,-0.12270277839539455,0.0,0.07805384102618157,-0.041650084585775196,-0.20075661942157613,0.0,red,R+10.7,0,D+6.8,R+3.2,R+17.5,0,10.70%,12.79%,12.44%,0.36%,R+12.3,0,D+7.8,R+4.2,R+20.1,0,948104,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Texas,"{""John Cornyn"": {""party"": ""Republican"", ""votes"": 4337469, ""pct"": 54.82}, ""Rick Noriega"": {""party"": ""Democratic"", ""votes"": 3389365, ""pct"": 42.84}, ""Majority"": {""party"": ""Majority"", ""votes"": 948104, ""pct"": 11.98}, ""Yvonne Adams Schick"": {""party"": ""Libertarian"", ""votes"": 185241, ""pct"": 2.34}}"
2008,Virginia,VA,II,regular,General,2008 United States Senate election in Virginia,2369327,1228830,45137,0.6503255021417431,0.3372854345545542,Mark Warner,Jim Gilmore,Mark Warner,D,Jim Gilmore,0.005953403705547782,Glenda Parker,45137,3643294,"{""Glenda Parker"": {""party"": ""Independent Greens"", ""votes"": 21690, ""pct"": 0.6}, ""Bill Redpath"": {""party"": ""Libertarian"", ""votes"": 20269, ""pct"": 0.56}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 3178, ""pct"": 0.09}}",0,0,0,0.313040067587,0,0.068347581916,-0.031969565913,0.244692485671,0,0.012389063303702638,0.12435338200351614,-0.1119643186998135,0.3169669917127018,0.0,0.07805384102618157,-0.041650084585775196,0.23891315068652025,0.0,deepskyblue,D+31.3,0,D+6.8,R+3.2,D+24.5,0,0.60%,1.24%,12.44%,-11.20%,D+31.7,0,D+7.8,R+4.2,D+23.9,0,21690,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Virginia,"{""Mark Warner"": {""party"": ""Democratic"", ""votes"": 2369327, ""pct"": 65.03}, ""Jim Gilmore"": {""party"": ""Republican"", ""votes"": 1228830, ""pct"": 33.73}, ""Glenda Parker"": {""party"": ""Independent Greens"", ""votes"": 21690, ""pct"": 0.6}, ""Bill Redpath"": {""party"": ""Libertarian"", ""votes"": 20269, ""pct"": 0.56}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 3178, ""pct"": 0.09}}"
2008,West Virginia,WV,II,regular,General,General election results,447560,254629,0,0.6373782557117813,0.3626217442882187,Jay Rockefeller,Jay Wolfe,Jay Rockefeller,D,Jay Wolfe,0.0,None,0,702189,{},0,0,0,0.274756511424,0,0.068347581916,-0.031969565913,0.206408929507,0,0.0,0.12435338200351614,-0.12435338200351614,0.2747565114235626,0.0,0.07805384102618157,-0.041650084585775196,0.19670267039738104,0.0,deepskyblue,D+27.5,0,D+6.8,R+3.2,D+20.6,0,0.00%,0.00%,12.44%,-12.44%,D+27.5,0,D+7.8,R+4.2,D+19.7,0,0,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_West_Virginia,"{""Jay Rockefeller"": {""party"": ""Democratic"", ""votes"": 447560, ""pct"": 63.74}, ""Jay Wolfe"": {""party"": ""Republican"", ""votes"": 254629, ""pct"": 36.26}}"
2008,Wyoming,WY,II,regular,General,General election results,60631,189046,128684,0.1602464313182384,0.49964451938756904,Chris Rothfuss,Mike Enzi,Mike Enzi,R,Majority,0.33939808806933064,Majority,128684,378361,"{""Majority"": {""party"": ""Majority"", ""votes"": 128415, ""pct"": 51.38}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 269, ""pct"": 0.11}}",0,0,0,-0.339398088069,0,0.068347581916,-0.031969565913,-0.407745669986,0,0.34010904929419256,0.12435338200351614,0.2157556672906764,-0.5143245072633843,0.0,0.07805384102618157,-0.041650084585775196,-0.5923783482895659,0.0,red,R+33.9,0,D+6.8,R+3.2,R+40.8,0,33.94%,34.01%,12.44%,21.58%,R+51.4,0,D+7.8,R+4.2,R+59.2,0,128415,,https://en.wikipedia.org/wiki/2008_United_States_Senate_election_in_Wyoming,"{""Mike Enzi"": {""party"": ""Republican"", ""votes"": 189046, ""pct"": 75.63}, ""Majority"": {""party"": ""Majority"", ""votes"": 128415, ""pct"": 51.38}, ""Chris Rothfuss"": {""party"": ""Democratic"", ""votes"": 60631, ""pct"": 24.26}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 269, ""pct"": 0.11}}"
2010,United States,NATIONAL,,national,Aggregate,National aggregate,28960518,32831166,5845030,0.4059438764314364,0.46019932356886634,Democratic total,Republican total,Republican Party,R,Democratic Party,0.0,Various,5845030,71341187,{},-5537068,3329006,-1747368,-0.054255447137,-0.122603029054,-0.054255447137,-0.122603029054,0.000000000000,0.000000000000,0.08193065248549901,0.08193065248549901,0.0,-0.06264027373003785,-0.1406941147562194,-0.06264027373003785,-0.1406941147562194,0.0,0.0,transparent,R+5.4,R+12.3,R+5.4,R+12.3,EVEN,EVEN,0.00%,8.19%,8.19%,0.00%,R+6.3,R+14.1,R+6.3,R+14.1,EVEN,EVEN,0,,,{}
2010,Alaska,AK,III,regular,General,Final/certified general election results,60045,191930,2844,0.2356378449016753,0.7532012918973859,Scott McAdams,Lisa Murkowski,Lisa Murkowski,R,Joe Miller,0.00572563270399774,David Haase,2844,254819,"{""David Haase"": {""party"": ""Libertarian"", ""votes"": 1459, ""pct"": 0.57}, ""Timothy Carter"": {""party"": ""Independent"", ""votes"": 927, ""pct"": 0.36}, ""Ted Gianoutsos"": {""party"": ""Independent"", ""votes"": 458, ""pct"": 0.18}}",-80379,42157,-62845,-0.517563446996,-0.488132979584,-0.054255447137,-0.122603029054,-0.463307999858,-0.397710409216,0.011160863200938705,0.08193065248549901,-0.0707697892845603,-0.523405099712273,-0.4911890533713391,-0.06264027373003785,-0.1406941147562194,-0.46076482598223517,-0.38047697632860766,red,R+51.8,R+48.8,R+5.4,R+12.3,R+46.3,R+39.8,0.57%,1.12%,8.19%,-7.08%,R+52.3,R+49.1,R+6.3,R+14.1,R+46.1,R+38.0,1459,,https://en.wikipedia.org/wiki/2010_United_States_Senate_election_in_Alaska,"{""Lisa Murkowski"": {""party"": ""Republican"", ""votes"": 101091, ""pct"": 39.49}, ""Joe Miller"": {""party"": ""Republican"", ""votes"": 90839, ""pct"": 35.49}, ""Scott McAdams"": {""party"": ""Democratic"", ""votes"": 60045, ""pct"": 23.46}, ""David Haase"": {""party"": ""Libertarian"", ""votes"": 1459, ""pct"": 0.57}, ""Timothy Carter"": {""party"": ""Independent"", ""votes"": 927, ""pct"": 0.36}, ""Ted Gianoutsos"": {""party"": ""Independent"", ""votes"": 458, ""pct"": 0.18}}"
2010,Alabama,AL,III,regular,General,2010 United States Senate election in Alabama,515619,968181,1699,0.3471015463490719,0.6517547302286976,William G. Barnes,Richard Shelby,Richard Shelby,R,William G. Barnes,0.0011437234222305098,Write-in,1699,1485499,"{""Write-in"": {""party"": ""Write-in"", ""votes"": 1699, ""pct"": 0.11}}",-79399,-274019,-353567,-0.304653183880,0.047254795497,-0.054255447137,-0.122603029054,-0.250397736742,0.137677365865,0.0011437234222305098,0.08193065248549901,-0.0807869290632685,-0.3050020218358269,0.04725993074682794,-0.06264027373003785,-0.1406941147562194,-0.2423617481057891,0.1579720077895594,red,R+30.5,D+4.7,R+5.4,R+12.3,R+25.0,D+13.8,0.11%,0.11%,8.19%,-8.08%,R+30.5,D+4.7,R+6.3,R+14.1,R+24.2,D+15.8,1699,,https://en.wikipedia.org/wiki/2010_United_States_Senate_election_in_Alabama,"{""Richard Shelby"": {""party"": ""Republican"", ""votes"": 968181, ""pct"": 65.18}, ""William G. Barnes"": {""party"": ""Democratic"", ""votes"": 515619, ""pct"": 34.71}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 1699, ""pct"": 0.11}}"
2010,Arkansas,AR,III,regular,General,"United States Senate election in Arkansas, 2010",288156,451618,40183,0.369451136408802,0.5790293567465898,Blanche Lincoln,John Boozman,John Boozman,R,Blanche Lincoln,0.03235306561771995,Trevor Drown,40183,779957,"{""Trevor Drown"": {""party"": ""Libertarian"", ""votes"": 25234, ""pct"": 3.24}, ""John Gray"": {""party"": ""Green"", ""votes"": 14430, ""pct"": 1.85}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 519, ""pct"": 0.07}}",-292817,-6418,-259392,-0.209578220338,-0.327860914601,-0.054255447137,-0.122603029054,-0.155322773200,-0.237438344233,0.0515195068446081,0.08193065248549901,-0.03041114564089091,-0.22096207760748554,-0.3392834780958355,-0.06264027373003785,-0.1406941147562194,-0.1583218038774477,-0.22857140105310406,red,R+21.0,R+32.8,R+5.4,R+12.3,R+15.5,R+23.7,3.24%,5.15%,8.19%,-3.04%,R+22.1,R+33.9,R+6.3,R+14.1,R+15.8,R+22.9,25234,,https://en.wikipedia.org/wiki/2010_United_States_Senate_election_in_Arkansas,"{""John Boozman"": {""party"": ""Republican"", ""votes"": 451618, ""pct"": 57.9}, ""Blanche Lincoln"": {""party"": ""Democratic"", ""votes"": 288156, ""pct"": 36.95}, ""Trevor Drown"": {""party"": ""Libertarian"", ""votes"": 25234, ""pct"": 3.24}, ""John Gray"": {""party"": ""Green"", ""votes"": 14430, ""pct"": 1.85}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 519, ""pct"": 0.07}}"
2010,Arizona,AZ,III,regular,General,2010 United States Senate election in Arizona,592011,1005615,104700,0.3477659390739494,0.5907299776893498,Rodney Glassman,John McCain,John McCain,R,Rodney Glassman,0.04705150482340045,David Nolan,104700,1702326,"{""David Nolan"": {""party"": ""Libertarian"", ""votes"": 80097, ""pct"": 4.71}, ""Jerry Joslyn"": {""party"": ""Green"", ""votes"": 24603, ""pct"": 1.45}}",187504,-499757,-1360216,-0.242964038615,0.116497154080,-0.054255447137,-0.122603029054,-0.188708591478,0.206919724448,0.06150408323670084,0.08193065248549901,-0.020426569248798168,-0.2588866230269162,0.3175190026697902,-0.06264027373003785,-0.1406941147562194,-0.19624634929687834,0.4282310797125216,red,R+24.3,D+11.6,R+5.4,R+12.3,R+18.9,D+20.7,4.71%,6.15%,8.19%,-2.04%,R+25.9,D+31.8,R+6.3,R+14.1,R+19.6,D+42.8,80097,,https://en.wikipedia.org/wiki/2010_United_States_Senate_election_in_Arizona,"{""John McCain"": {""party"": ""Republican"", ""votes"": 1005615, ""pct"": 59.07}, ""Rodney Glassman"": {""party"": ""Democratic"", ""votes"": 592011, ""pct"": 34.78}, ""David Nolan"": {""party"": ""Libertarian"", ""votes"": 80097, ""pct"": 4.71}, ""Jerry Joslyn"": {""party"": ""Green"", ""votes"": 24603, ""pct"": 1.45}}"
2010,California,CA,III,regular,General,"United States Senate election in California, 2010",5218137,4217386,564337,0.521821005494077,0.42174450442306194,Barbara Boxer,Carly Fiorina,Barbara Boxer,D,Carly Fiorina,0.017523745332434653,Gail Lightfoot,564337,9999860,"{""Gail Lightfoot"": {""party"": ""Libertarian"", ""votes"": 175235, ""pct"": 1.75}, ""Marsha Feinland"": {""party"": ""Peace and Freedom"", ""votes"": 135088, ""pct"": 1.35}, ""Duane Roberts"": {""party"": ""Green"", ""votes"": 128512, ""pct"": 1.29}, ""Edward Noonan"": {""party"": ""American Independent"", ""votes"": 125435, ""pct"": 1.25}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 67, ""pct"": 0.0}}",-1737591,-338536,-2589843,0.100076501071,-0.090540068677,-0.054255447137,-0.122603029054,0.154331948208,-0.000117498309,0.05643449008286116,0.08193065248549901,-0.02549616240263785,0.1060620593050327,-0.10240553656523786,-0.06264027373003785,-0.1406941147562194,0.16870233303507054,0.008306540477493574,deepskyblue,D+10.0,R+9.1,R+5.4,R+12.3,D+15.4,R+0.0,1.75%,5.64%,8.19%,-2.55%,D+10.6,R+10.2,R+6.3,R+14.1,D+16.9,D+0.8,175235,,https://en.wikipedia.org/wiki/2010_United_States_Senate_election_in_California,"{""Barbara Boxer"": {""party"": ""Democratic"", ""votes"": 5218137, ""pct"": 52.18}, ""Carly Fiorina"": {""party"": ""Republican"", ""votes"": 4217386, ""pct"": 42.17}, ""Gail Lightfoot"": {""party"": ""Libertarian"", ""votes"": 175235, ""pct"": 1.75}, ""Marsha Feinland"": {""party"": ""Peace and Freedom"", ""votes"": 135088, ""pct"": 1.35}, ""Duane Roberts"": {""party"": ""Green"", ""votes"": 128512, ""pct"": 1.29}, ""Edward Noonan"": {""party"": ""American Independent"", ""votes"": 125435, ""pct"": 1.25}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 67, ""pct"": 0.0}}"
