year,abbr,D_votes,R_votes,T_votes,total_votes,electoral_votes,D_delta,R_delta,total_delta,pres_margin,pres_margin_delta,pres_margin_str,pres_margin_delta_str,national_margin,national_margin_delta,national_margin_str,national_margin_delta_str,relative_margin,relative_margin_delta,relative_margin_str,relative_margin_delta_str,third_party_share,third_party_share_str,third_party_national_share,third_party_national_share_str,third_party_relative_share,third_party_relative_share_str,two_party_margin,two_party_margin_str,two_party_margin_delta,two_party_margin_delta_str,two_party_national_margin,two_party_national_margin_str,two_party_national_margin_delta,two_party_national_margin_delta_str,two_party_relative_margin,two_party_relative_margin_str,two_party_relative_margin_delta,two_party_relative_margin_delta_str,color
1968,OK,301658,449697,191731,943086,8,-218176,37032,10587,-0.156972958988,-0.271899623789,R+15.7,R+27.2,-0.006993770683,-0.232827442331,R+0.7,R+23.3,-0.149979188305,-0.039072181457,R+15.0,R+3.9,0.2033017137355448,20.33%,0.1385843753711578,13.86%,0.06471733836438698,6.47%,-0.19702936694372167,R+19.7,-0.3119560317444346,R+31.2,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,-0.18891043981617703,R+18.9,-0.07692105675819058,R+7.7,red
1968,OR,358866,408433,52323,819622,6,-142151,125654,33317,-0.060475438678,-0.338024226998,R+6.0,R+33.8,-0.006993770683,-0.232827442331,R+0.7,R+23.3,-0.053481667995,-0.105196784667,R+5.3,R+10.5,0.06383796432989841,6.38%,0.1385843753711578,13.86%,-0.0747464110412594,-7.47%,-0.06459932829314256,R+6.5,-0.3430365747195086,R+34.3,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,-0.05648040116559793,R+5.6,-0.10800159973326459,R+10.8,red
1968,PA,2259405,2090017,398506,4747928,29,-871549,416360,-74762,0.035676193910,-0.266498940714,D+3.6,R+26.6,-0.006993770683,-0.232827442331,R+0.7,R+23.3,0.042669964593,-0.033671498383,D+4.3,R+3.4,0.08393261228898163,8.39%,0.1385843753711578,13.86%,-0.054651763082176175,-5.47%,0.03894494486853656,D+3.9,-0.26436722754250774,R+26.4,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,0.04706387199608119,D+4.7,-0.02933225255626374,R+2.9,deepskyblue
1968,RI,246518,122359,16123,385000,4,-68945,47744,-5091,0.322490909091,-0.294924001789,D+32.2,R+29.5,-0.006993770683,-0.232827442331,R+0.7,R+23.3,0.329484679774,-0.062096559458,D+32.9,R+6.2,0.041877922077922076,4.19%,0.1385843753711578,13.86%,-0.09670645329323574,-9.67%,0.33658645022595607,D+33.7,-0.280849037035566,R+28.1,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,0.3447053773535007,D+34.5,-0.045814062049322035,R+4.6,deepskyblue
1968,SC,197486,254062,215434,666982,8,-18214,-54986,142226,-0.084823878306,0.093064511727,R+8.5,D+9.3,-0.006993770683,-0.232827442331,R+0.7,R+23.3,-0.077830107623,0.325891954058,R+7.8,D+32.6,0.3229982218410692,32.30%,0.1385843753711578,13.86%,0.18441384646991138,18.44%,-0.1252934350279483,R+12.5,0.052597666986733044,D+5.3,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,-0.11717450790040367,R+11.7,0.28763264197297705,D+28.8,red
1968,SD,118023,149841,13400,281264,4,-44987,19733,-11854,-0.113125035554,-0.225373345108,R+11.3,R+22.5,-0.006993770683,-0.232827442331,R+0.7,R+23.3,-0.106131264871,0.007454097223,R+10.6,D+0.7,0.04764207292792536,4.76%,0.1385843753711578,13.86%,-0.09094230244323245,-9.09%,-0.11878415912552638,R+11.9,-0.23103246868004026,R+23.1,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,-0.11066523199798176,R+11.1,0.004002506306203732,D+0.4,red
1968,TN,351233,472592,424792,1248617,11,-283714,-36373,104671,-0.097194736256,-0.207324060542,R+9.7,R+20.7,-0.006993770683,-0.232827442331,R+0.7,R+23.3,-0.090200965573,0.025503381789,R+9.0,D+2.6,0.340210008353242,34.02%,0.1385843753711578,13.86%,0.2016256329820842,20.16%,-0.1473116256486511,R+14.7,-0.25744422326105487,R+25.7,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,-0.13919269852110647,R+13.9,-0.022409248274810847,R+2.2,red
1968,TX,1266804,1227844,584758,3079406,25,-396381,269278,452595,0.012651790638,-0.255589434178,D+1.3,R+25.6,-0.006993770683,-0.232827442331,R+0.7,R+23.3,0.019645561320,-0.022761991847,D+2.0,R+2.3,0.18989311575024534,18.99%,0.1385843753711578,13.86%,0.05130874037908753,5.13%,0.01561743380228393,D+1.6,-0.2531414986821511,R+25.3,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,0.02373636092982856,D+2.4,-0.018106523695907067,R+1.8,deepskyblue
1968,UT,156665,238728,27175,422568,4,-62963,58046,22258,-0.194200696693,-0.291490297252,R+19.4,R+29.1,-0.006993770683,-0.232827442331,R+0.7,R+23.3,-0.187206926010,-0.058662854921,R+18.7,R+5.9,0.06430917627458776,6.43%,0.1385843753711578,13.86%,-0.07427519909657004,-7.43%,-0.20754793332203655,R+20.8,-0.3048375338816029,R+30.5,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,-0.19942900619449191,R+19.9,-0.06980255889535888,R+7.0,red
1968,VA,442387,590319,328785,1361491,12,-115651,108985,319224,-0.108654409027,-0.182247835663,R+10.9,R+18.2,-0.006993770683,-0.232827442331,R+0.7,R+23.3,-0.101660638344,0.050579606668,R+10.2,D+5.1,0.2414889264783976,24.15%,0.1385843753711578,13.86%,0.10290455110723978,10.29%,-0.14324696477022503,R+14.3,-0.21704537380952954,R+21.7,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,-0.1351280376426804,R+13.5,0.017989601176714498,D+1.8,red
1968,VT,70255,85142,6007,161404,3,-37872,30200,-1685,-0.092234393200,-0.418344676542,R+9.2,R+41.8,-0.006993770683,-0.232827442331,R+0.7,R+23.3,-0.085240622517,-0.185517234211,R+8.5,R+18.6,0.03721716933904984,3.72%,0.1385843753711578,13.86%,-0.10136720603210797,-10.14%,-0.0957997902147403,R+9.6,-0.42195007015758657,R+42.2,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,-0.08768086308719568,R+8.8,-0.18691509517134258,R+18.7,red
1968,WA,616037,588510,99734,1304281,9,-163844,118144,45725,0.021105114619,-0.224823552838,D+2.1,R+22.5,-0.006993770683,-0.232827442331,R+0.7,R+23.3,0.028098885302,0.008003889493,D+2.8,D+0.8,0.07646665097475161,7.65%,0.1385843753711578,13.86%,-0.0621177243964062,-6.21%,0.022852574453300703,D+2.3,-0.22471050708178797,R+22.5,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,0.030971501580845336,D+3.1,0.010324467904456049,D+1.0,deepskyblue
1968,WI,748804,809997,132737,1691538,12,-301620,171502,-277,-0.036175953481,-0.279659431285,R+3.6,R+28.0,-0.006993770683,-0.232827442331,R+0.7,R+23.3,-0.029182182798,-0.046831988954,R+2.9,R+4.7,0.07847119012401732,7.85%,0.1385843753711578,13.86%,-0.06011318524714049,-6.01%,-0.0392564541593186,R+3.9,-0.2831574346089435,R+28.3,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,-0.03113752703177397,R+3.1,-0.04812245962269948,R+4.8,red
1968,WV,374091,307555,72560,754206,7,-163996,53602,-37834,0.088219929303,-0.270517003175,D+8.8,R+27.1,-0.006993770683,-0.232827442331,R+0.7,R+23.3,0.095213699986,-0.037689560844,D+9.5,R+3.8,0.09620713704213438,9.62%,0.1385843753711578,13.86%,-0.04237723832902343,-4.24%,0.09761078330981184,D+9.8,-0.26112614916834587,R+26.1,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,0.10572971043735646,D+10.6,-0.026091174182101856,R+2.6,deepskyblue
1968,WY,45173,70927,11105,127205,3,-35545,8929,-15511,-0.202460595102,-0.333630190663,R+20.2,R+33.4,-0.006993770683,-0.232827442331,R+0.7,R+23.3,-0.195466824420,-0.100802748332,R+19.5,R+10.1,0.08730002751464172,8.73%,0.1385843753711578,13.86%,-0.05128434785651609,-5.13%,-0.2218260120585702,R+22.2,-0.35299560761898385,R+35.3,-0.00811892712754463,R+0.8,-0.235034974986244,R+23.5,-0.21370708493102555,R+21.4,-0.11796063263273987,R+11.8,red
1972,AK,32967,55349,6903,95219,3,-2444,17749,12184,-0.235058129155,-0.208695751844,R+23.5,R+20.9,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.003587124958,0.015781481670,R+0.4,D+1.6,0.07249603545510874,7.25%,0.018034761693010833,1.80%,0.05446127376209791,5.45%,-0.2534308619049776,R+25.3,-0.2234490783381178,R+22.3,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.017708664043912192,R+1.8,0.004154192395402968,D+0.4,red
1972,AL,256923,728701,20469,1006093,9,60344,581778,-43824,-0.468920865169,-0.516216032310,R+46.9,R+51.6,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.237449860972,-0.291738798796,R+23.7,R+29.2,0.020345037685382962,2.03%,0.018034761693010833,1.80%,0.0023102759923721294,0.23%,-0.4786592047271576,R+47.9,-0.6232173150147251,R+62.3,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.2429370068660922,R+24.3,-0.3956140442812043,R+39.6,red
1972,AR,198899,445751,3016,647666,6,13998,256689,38076,-0.381140896697,-0.374314997322,R+38.1,R+37.4,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.149669892500,-0.149837763808,R+15.0,R+15.0,0.004656721211241597,0.47%,0.018034761693010833,1.80%,-0.013378040481769236,-1.34%,-0.38292406732335377,R+38.3,-0.37179729809752127,R+37.2,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.14720186946228836,R+14.7,-0.1441940273640005,R+14.4,red
1972,AZ,198540,402812,52153,653505,6,28026,136091,166569,-0.312579092738,-0.115002819881,R+31.3,R+11.5,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.081108088541,0.109474413633,R+8.1,D+10.9,0.07980505122378559,7.98%,0.018034761693010833,1.80%,0.06177028953077476,6.18%,-0.339687903257992,R+34.0,-0.11965291063388822,R+12.0,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.10396570539692657,R+10.4,0.10795036009963255,D+10.8,red
1972,CA,3475847,4602096,289919,8367862,45,231529,1134432,1116275,-0.134592205273,-0.103792602372,R+13.5,R+10.4,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.096878798924,0.120684631142,D+9.7,D+12.1,0.0346467233804764,3.46%,0.018034761693010833,1.80%,0.016611961687465565,1.66%,-0.13942274660764503,R+13.9,-0.10614703162509592,R+10.6,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.09629945125342038,D+9.6,0.12145623910842486,D+12.1,red
1972,CO,329980,597189,26715,953884,7,-5194,187844,142685,-0.280127353011,-0.188693561796,R+28.0,R+18.9,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.048656348815,0.035783671718,R+4.9,D+3.6,0.028006550062691062,2.80%,0.018034761693010833,1.80%,0.00997178836968023,1.00%,-0.2881988073371737,R+28.8,-0.18857609791001334,R+18.9,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.05247660947610827,R+5.2,0.039027172823507456,D+3.9,red
1972,CT,555498,810763,18016,1384277,8,-66063,254042,128045,-0.184403121630,-0.236017791531,R+18.4,R+23.6,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.047067882567,-0.011540558017,D+4.7,R+1.2,0.013014736212477705,1.30%,0.018034761693010833,1.80%,-0.005020025480533128,-0.50%,-0.18683472630778453,R+18.7,-0.24186399773856254,R+24.2,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.04888747155328088,D+4.9,-0.014260727005041773,R+1.4,red
1972,DC,127627,35226,568,163421,3,-11939,4214,-7157,0.565416929281,-0.070972288555,D+56.5,R+7.1,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.796887933478,0.153504944959,D+79.7,D+15.4,0.0034756854994156196,0.35%,0.018034761693010833,1.80%,-0.014559076193595213,-1.46%,0.5673889949832057,D+56.7,-0.06900022285262308,R+6.9,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.8031111928442711,D+80.3,0.15860304788089774,D+15.9,deepskyblue
1972,DE,92283,140357,2876,235516,3,3089,43643,21149,-0.204122012942,-0.169041986632,R+20.4,R+16.9,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.027348991255,0.055435246882,D+2.7,D+5.5,0.012211484570050442,1.22%,0.018034761693010833,1.80%,-0.00582327712296039,-0.58%,-0.20664546079779916,R+20.7,-0.16619534568709926,R+16.6,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.029076737063266245,D+2.9,0.06140792504642153,D+6.1,red
1972,FL,718117,1857759,7407,2583283,17,41323,970955,395478,-0.441160337447,-0.345169149932,R+44.1,R+34.5,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.209689333250,-0.120691916418,R+21.0,R+12.1,0.002867281672197742,0.29%,0.018034761693010833,1.80%,-0.015167480020813091,-1.52%,-0.4424289057392514,R+44.2,-0.3081168894793176,R+30.8,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.206706707878186,R+20.7,-0.08051361874579682,R+8.1,red
1972,GA,289529,881496,3747,1174772,12,-44911,501385,-75494,-0.503899480069,-0.467370453446,R+50.4,R+46.7,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.272428475872,-0.242893219932,R+27.2,R+24.3,0.0031895550796239612,0.32%,0.018034761693010833,1.80%,-0.014845206613386872,-1.48%,-0.5055118379197712,R+50.6,-0.4415961761965352,R+44.2,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.26978964005870576,R+27.0,-0.21399290546301442,R+21.4,red
1972,HI,101409,168865,0,270274,4,-39915,77440,34056,-0.249583755744,-0.460825066737,R+25.0,R+46.1,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.018112751547,-0.236347833223,R+1.8,R+23.6,0.0,0.00%,0.018034761693010833,1.80%,-0.018034761693010833,-1.80%,-0.24958375574417074,R+25.0,-0.46397350607607335,R+46.4,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.013861557883105335,R+1.4,-0.23637023534255258,R+23.6,red
1972,IA,496206,706207,23531,1225944,8,19507,87101,58013,-0.171297383894,-0.049366379408,R+17.1,R+4.9,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.060173620303,0.175110854106,D+6.0,D+17.5,0.019194188315290094,1.92%,0.018034761693010833,1.80%,0.001159426622279261,0.12%,-0.17464964201152183,R+17.5,-0.04469312602555717,R+4.5,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.061072555849543575,D+6.1,0.18291014470796363,D+18.3,red
1972,ID,80826,199384,30169,310379,4,-8447,34015,19196,-0.381978162182,-0.120644224418,R+38.2,R+12.1,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.150507157985,0.103833009096,R+15.1,D+10.4,0.09720051936503436,9.72%,0.018034761693010833,1.80%,0.07916575767202352,7.92%,-0.4231041004960565,R+42.3,-0.12426887300019956,R+12.4,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.1873819026349911,R+18.7,0.1033343977333212,D+10.3,red
1972,IL,1913472,2788179,21585,4723236,26,-126342,613405,103487,-0.185192313067,-0.155978604703,R+18.5,R+15.6,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.046278691130,0.068498628811,D+4.6,D+6.8,0.004569960086686331,0.46%,0.018034761693010833,1.80%,-0.013464801606324501,-1.35%,-0.18604251995735116,R+18.6,-0.1540204100856389,R+15.4,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.04967967790371425,D+5.0,0.07358286064788186,D+7.4,red
1972,IN,708568,1405154,11807,2125529,13,-98091,337269,1932,-0.327723592574,-0.204712493952,R+32.8,R+20.5,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.096252588377,0.019764739562,R+9.6,D+2.0,0.0055548524626104845,0.56%,0.018034761693010833,1.80%,-0.012479909230400349,-1.25%,-0.32955421763126846,R+33.0,-0.19019979330193823,R+19.0,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.09383201977020306,R+9.4,0.03740347743158254,D+3.7,red
1972,KS,270287,619812,25996,916095,7,-32709,141138,43312,-0.381537940934,-0.180253085477,R+38.2,R+18.0,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.150066936737,0.044224148037,R+15.0,D+4.4,0.02837696963742843,2.84%,0.018034761693010833,1.80%,0.010342207944417599,1.03%,-0.3926810388507346,R+39.3,-0.16793402284653844,R+16.8,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.15695884098966917,R+15.7,0.05966924788698233,D+6.0,red
1972,KY,371159,676446,19894,1067499,9,-26382,214035,11606,-0.285983406073,-0.224547256767,R+28.6,R+22.5,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.054512401877,-0.000070023253,R+5.5,R+0.0,0.018636083031459513,1.86%,0.018034761693010833,1.80%,0.0006013213384486807,0.06%,-0.29141422578166387,R+29.1,-0.21597978292903952,R+21.6,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.055692027920598464,R+5.6,0.011623487804481247,D+1.2,red
1972,LA,298142,686852,66497,1051491,10,-11473,429317,-45959,-0.369675061413,-0.417130526354,R+37.0,R+41.7,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.138204057216,-0.192653292840,R+13.8,R+19.3,0.06324067443278164,6.32%,0.018034761693010833,1.80%,0.04520591273977081,4.52%,-0.3946318454731704,R+39.5,-0.4864594043200363,R+48.6,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.15890964761210497,R+15.9,-0.2588561335865155,R+25.9,red
1972,MA,1332540,1112078,14138,2458756,14,-136678,345234,127004,0.089664041491,-0.211557529242,D+9.0,R+21.2,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.321135045688,0.012919704272,D+32.1,D+1.3,0.005750062226589381,0.58%,0.018034761693010833,1.80%,-0.012284699466421451,-1.23%,0.09018259703561048,D+9.0,-0.2239294445804091,R+22.4,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.3259047948966759,D+32.6,0.003673826153111681,D+0.4,deepskyblue
1972,MD,505781,829305,18726,1353812,10,-32529,311310,118773,-0.238972619537,-0.255421492811,R+23.9,R+25.5,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.007501615340,-0.030944259297,R+0.8,R+3.1,0.013832053490440328,1.38%,0.018034761693010833,1.80%,-0.004202708202570505,-0.42%,-0.24232446449142603,R+24.2,-0.261556599149503,R+26.2,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.00660226663036062,R+0.7,-0.033953328415982226,R+3.4,red
1972,ME-01,85028,135388,0,220416,1,0,0,0,-0.228477061556,0,R+22.8,0,-0.231471004197,0,R+23.1,0,0.002993942641,0,D+0.3,0,0.0,0.00%,0.018034761693010833,1.80%,-0.018034761693010833,-1.80%,-0.22847706155632985,R+22.8,0.0,0.0,-0.2357221978610654,R+23.6,0.0,0.0,0.0072451363047355555,D+0.7,0.0,0.0,red
1972,ME-02,75556,121120,0,196676,1,0,0,0,-0.231670361407,0,R+23.2,0,-0.231471004197,0,R+23.1,0,-0.000199357210,0,R+0.0,0,0.0,0.00%,0.018034761693010833,1.80%,-0.018034761693010833,-1.80%,-0.23167036140657732,R+23.2,0.0,0.0,-0.2357221978610654,R+23.6,0.0,0.0,0.004051836454488089,D+0.4,0.0,0.0,red
1972,ME-AL,160584,256458,229,417271,2,-56728,87204,24335,-0.229764349787,-0.352069254403,R+23.0,R+35.2,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.001706654410,-0.127592020889,D+0.2,R+12.8,0.0005488040146571412,0.05%,0.018034761693010833,1.80%,-0.017485957678353693,-1.75%,-0.2298905146244263,R+23.0,-0.35421081180524405,R+35.4,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.005831683236639101,D+0.6,-0.12660754107172328,R+12.7,red
1972,MI,1459435,1961721,69169,3490325,21,-133647,591056,184075,-0.143908088788,-0.211179771208,R+14.4,R+21.1,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.087562915409,0.013297462306,D+8.8,D+1.3,0.019817352252297422,1.98%,0.018034761693010833,1.80%,0.0017825905592865898,0.18%,-0.14681762538744214,R+14.7,-0.22186350480967354,R+22.2,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.08890457247362327,D+8.9,0.0057397659238472565,D+0.6,red
1972,MN,802346,898269,41037,1741652,10,-55392,239626,153142,-0.055075870495,-0.180410303392,R+5.5,R+18.0,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.176395133702,0.044066930122,D+17.6,D+4.4,0.02356211229338582,2.36%,0.018034761693010833,1.80%,0.005527350600374986,0.55%,-0.056404888819632897,R+5.6,-0.18770104723892198,R+18.8,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.1793173090414325,D+17.9,0.03990222349459879,D+4.0,red
1972,MO,698531,1154058,0,1852589,12,-92913,342126,43087,-0.245886702339,-0.234564250084,R+24.6,R+23.5,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.014415698142,-0.010087016570,R+1.4,R+1.0,0.0,0.00%,0.018034761693010833,1.80%,-0.018034761693010833,-1.80%,-0.24588670233926682,R+24.6,-0.23310866400016234,R+23.3,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.010164504478201414,R+1.0,-0.005505393266641555,R+0.6,red
1972,MS,126782,505125,14056,645963,7,-23862,416609,-8546,-0.585703825142,-0.680626889607,R+58.6,R+68.1,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.354232820945,-0.456149656093,R+35.4,R+45.6,0.021759760233945286,2.18%,0.018034761693010833,1.80%,0.0037249985409344537,0.37%,-0.5987320919059292,R+59.9,-0.8585079741604869,R+85.9,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.36300989404486383,R+36.3,-0.6309047034269661,R+63.1,red
1972,MT,120197,183976,13430,317603,4,6080,45141,43199,-0.200813594330,-0.110734732506,R+20.1,R+11.1,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.030657409867,0.113742501008,D+3.1,D+11.4,0.04228549478436917,4.23%,0.018034761693010833,1.80%,0.024250733091358334,2.43%,-0.2096800176215509,R+21.0,-0.11196187346771934,R+11.2,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.026042180239514517,D+2.6,0.11564139726580144,D+11.6,red
1972,NATIONAL,29173222,47168710,1402095,77744027,0,-2098617,15384927,4544029,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.000000000000,0.000000000000,EVEN,EVEN,0.018034761693010833,1.80%,0.018034761693010833,1.80%,0.0,0.00%,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.0,EVEN,0.0,EVEN,red
1972,NC,438705,1054889,25018,1518612,13,-25408,427697,-68881,-0.405754728660,-0.303027346555,R+40.6,R+30.3,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.174283724463,-0.078550113041,R+17.4,R+7.9,0.01647425412152676,1.65%,0.018034761693010833,1.80%,-0.001560507571484071,-0.16%,-0.41255120200000805,R+41.3,-0.26311635106466,R+26.3,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.17682900413894265,R+17.7,-0.03551308033113923,R+3.6,red
1972,ND,100384,174109,6021,280514,3,5615,35440,32632,-0.262821106968,-0.085720712425,R+26.3,R+8.6,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.031350102771,0.138756521089,R+3.1,D+13.9,0.02146416934627149,2.15%,0.018034761693010833,1.80%,0.0034294076532606563,0.34%,-0.2685860841624377,R+26.9,-0.08052758468934418,R+8.1,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.03286388630137227,R+3.3,0.1470756860441766,D+14.7,red
1972,NE-AL,169991,406298,0,576289,5,-793,85135,39438,-0.410049471706,-0.129936367698,R+41.0,R+13.0,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.178578467509,0.094540865816,R+17.9,D+9.5,0.0,0.00%,0.018034761693010833,1.80%,-0.018034761693010833,-1.80%,-0.4100494717060364,R+41.0,-0.10436816863883608,R+10.4,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.174327273844971,R+17.4,0.12323510209468469,D+12.3,red
1972,NH,116435,213724,3896,334055,4,-14154,58821,36757,-0.291236473036,-0.209453211796,R+29.1,R+20.9,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.059765468839,0.015024021718,R+6.0,D+1.5,0.011662750145934053,1.17%,0.018034761693010833,1.80%,-0.00637201154707678,-0.64%,-0.2946731726228878,R+29.5,-0.20950791405171942,R+21.0,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.05895097476182237,R+5.9,0.018095356681801372,D+1.8,red
1972,NJ,1102211,1845502,49516,2997229,17,-161995,520035,121834,-0.247992729284,-0.226687482527,R+24.8,R+22.7,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.016521725087,-0.002210249013,R+1.7,R+0.2,0.01652059285426639,1.65%,0.018034761693010833,1.80%,-0.0015141688387444417,-0.15%,-0.2521585378223728,R+25.2,-0.2285026554001519,R+22.9,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.01643633996130739,R+1.6,-0.000899384666631144,R+0.1,red
1972,NM,141084,235606,9241,385931,4,11003,65914,58650,-0.244919428603,-0.123888876875,R+24.5,R+12.4,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.013448424406,0.100588356639,R+1.3,D+10.1,0.02394469477704564,2.39%,0.018034761693010833,1.80%,0.005909933084034806,0.59%,-0.2509278186307043,R+25.1,-0.11879116856548827,R+11.9,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.015205620769638883,R+1.5,0.10881210216803251,D+10.9,red
1972,NV,66016,115750,0,181766,3,5418,42562,27548,-0.273615527656,-0.191977845933,R+27.4,R+19.2,-0.231471004197,-0.224477233514,R+23.1,R+22.4,-0.042144523460,0.032499387581,R+4.2,D+3.2,0.0,0.00%,0.018034761693010833,1.80%,-0.018034761693010833,-1.80%,-0.2736155276564374,R+27.4,-0.17951001586895587,R+18.0,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,-0.037893329795371966,R+3.8,0.04809325486456491,D+4.8,red
1972,NY,2951084,4192778,17968,7161830,41,-427386,1184846,371764,-0.173376636977,-0.227947240562,R+17.3,R+22.8,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.058094367220,-0.003470007048,D+5.8,R+0.3,0.0025088559767545444,0.25%,0.018034761693010833,1.80%,-0.015525905716256288,-1.55%,-0.1738127080282346,R+17.4,-0.23183254454964367,R+23.2,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.061909489832830816,D+6.2,-0.004229273816122897,R+0.4,red
1972,OH,1558889,2441827,94071,4094787,25,-141697,650813,135089,-0.215624890867,-0.192787795715,R+21.6,R+19.3,-0.231471004197,-0.224477233514,R+23.1,R+22.4,0.015846113330,0.031689437799,D+1.6,D+3.2,0.022973356123285535,2.30%,0.018034761693010833,1.80%,0.004938594430274702,0.49%,-0.22069499559578834,R+22.1,-0.1947962672191129,R+19.5,-0.2357221978610654,R+23.6,-0.22760327073352077,R+22.8,0.015027202265277068,D+1.5,0.032807003514407886,D+3.3,red
