,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
SC,0.9546353818780764,-0.009364722267867404,0.049516668875740834,-0.029219148862824066,-0.02545109898801014,0.04114875667877522,-0.2558941618190666,-0.011490450821470344,0.02439131490820059,-0.09294271513619072,0.06123869162671396,-0.04034094656575128,0.003995402098683568,0.04872982480698346,0.13791711522726474,0.06383616028436846,0.020922566304825214,-0.006880061783611627,0.02966038831250723,0.03474962434215811,-0.05521394305925339,-0.045468382974400846,-0.015105141875831509,-0.061417066840830585
SD,0.07484395768568752,-0.05550749626533683,0.7801928860387747,0.25134834381425486,0.1683345628587487,-0.09336814024549153,-0.3317131529939067,0.017139983474726367,-0.21990324957511126,0.023578433515034535,0.003104927227754235,0.033679889669289455,-0.2618970390618747,0.03953255645843775,-0.06975976795332121,0.07720891242401647,0.15990603211637267,-0.009405836644728155,-0.20108501976428128,0.001658872997839228,0.01558417778475548,0.018730087158329047,-0.08640764720644016,0.01007752159828636
TN,0.7984732968443788,-0.07069906990349548,0.03346560256518876,-0.11365265337567358,0.18477990880766854,0.07154631435615638,-0.48112122913397365,-0.05491058432843805,-0.13973274062663066,-0.06459508435158527,-0.10654761890100878,0.01863669224072224,-0.00482886173317578,-0.04045842993829037,-0.19040087359386962,-0.14284581708137806,0.03229080029352583,-0.05012998491127492,-0.044509018312864815,-0.025299341483091372,-0.01916223722541337,0.03061242191566038,0.020256636790091858,0.030817365058059636
TX,0.9564777187248161,-0.0320397182707581,0.07523810515224129,0.07921194214510166,-0.03887584642616115,-0.16003269002329037,-0.17623735101684948,-0.005941364146579059,0.048230081841337244,0.09801449563454744,-0.12040716308030676,0.03568776784266515,0.005493541062333241,-0.07947736946267045,0.020130936243381664,-0.011026080199211695,-0.028220053634228557,0.06998201673101803,0.02166461859118751,-0.017846198615367535,-0.00391456741845035,0.026698397385987175,0.030106518875240317,0.07774769161074924
UT,0.8399396513850563,-0.09228886729184999,0.06717127109336853,0.007146167651554733,-0.1251933449131248,-0.31413429980489826,-0.084987555026863,0.10118162360601884,-0.0010086770383358657,-0.04724837769399906,-0.06766074792925153,-0.034120264031045254,0.1924739002926414,0.0302015617878162,0.14610855032499426,0.023638813264253097,-0.11082489252698773,-0.017560126428756925,-0.2903755090244459,-0.01467508662949682,-0.05848548277831257,0.02695429709340645,0.06759961048994335,0.100691505642898
VA,0.8942930138411054,0.015814660438471382,-0.1829480680107109,0.12222840573527266,-0.14171598722993975,0.05236381151429373,-0.12926586531392092,0.03012666001034809,0.10306142237011359,0.11242751704012652,0.07890856809398783,0.01728716934635688,-0.03362646754219267,-0.004146261897480755,0.22410247419827442,0.04832144227404678,0.0719176345596983,0.025269972306911987,0.24019108186916882,-0.006774189213945635,0.0127479827014971,-0.016362503590332693,0.022385085453499744,0.007553786916963123
VT,-0.7802710633546565,0.004474518580154447,-0.15267517957962087,0.03984348214144426,-0.029761924476246503,0.1589806934850073,0.38442595592848405,0.07873953159944042,0.15642232568933356,0.033699725258087135,0.07795484061492208,-0.012986232924608064,-0.026515285533169883,-0.10830947853503686,0.2661175763420198,0.02326062583658952,0.11650533642968114,-0.001359921944398924,0.2752391240942424,0.033352831072953774,-0.10682580920644613,-0.02629911699079086,0.038450587241796494,-0.057212739510522456
WA,-0.2970990078036107,0.04098377543329665,-0.06932326862167748,0.101912303741716,-0.06447060672345228,-0.010298692636401941,0.8652987662942845,0.10035336836866814,0.14704665381148696,0.07529002758066858,0.07485996635865863,0.04756381958803911,-0.0065807921244050264,-0.07328627415681796,-0.20818287254933562,-0.17206884809417503,0.15246004802790916,0.05613831027295891,-0.11615510600119039,-0.024953095812184207,-0.02520760505749539,0.06303734616265413,-0.034461743218273305,0.08935807905684175
WI,-0.3893646251064116,0.05350821615200001,0.8367372031497549,-0.11004188469933908,0.00747448901803543,0.07251919747837934,0.15993536942609693,0.028891491021135987,-0.012147290869412117,0.04910563416949987,0.07967023042022235,-0.11583263682611103,0.12202718254590542,-0.10655087145407698,-0.1614619809161649,0.023772455712931215,0.049345293373161486,-0.004069216416909405,0.18863804050695474,-0.15051313279749087,0.015795872138926952,0.005996342109457122,0.039774773751398956,-0.01059108060850963
WV,0.23282563931953748,-0.14331379298622657,0.08354161023360794,-0.09305661449798487,0.37277793517138774,-0.10954515879565685,-0.7262760101062187,-0.0327407886431435,-0.19502715704724688,-0.05958318625395652,-0.2109485478360799,0.18241264441318542,0.046784756392398374,-0.08413951086154293,-0.26061717607536783,-0.1334396302198281,-0.0010754081511177996,0.11205076666664755,-0.181945520787764,-0.017221489889514042,0.0033345720759357144,0.013665335749194754,0.05088765850604396,0.027867236095207453
WY,0.6440009613091097,-0.06893723181123104,0.2849961934248696,0.1450343168900198,0.26419793403072267,-0.320914659297289,-0.3309486205807981,0.048538390320577635,-0.1237681116255927,-0.08256320237989921,-0.15021526835435858,0.10369750102757978,0.06360134869873824,-0.0018010831748704644,-0.14531555296229431,-0.06729586891537223,-0.09038960108168566,-0.008600658194492168,-0.3437562587747792,0.0549698914401146,-0.042108383309881495,0.05793645629927662,0.09661410738529952,0.007573537228262049
