year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
1968,-3.0078716826081897,0.11741324533292981,-0.132010636194192,-0.8819538975822798,0.10333926212264112,-2.0441734088419774,-0.8991209037495983,-0.07471481675652526,0.15943857567617262,-2.4298557522320965,-1.5205722374424433,0.5856822051637409,-0.7437910856268642,-0.06384025607840436,-0.4766947847501152,0.2104457454622314,-1.3369265289677368,1.062920354792407,-0.6535730796432868,-0.3802246793934997,-0.15511726022408226,-0.3040195933214905,-0.320776855130858,0.5006559244751797
1972,-3.8590715550327386,-0.4550746710315562,3.358771473661905,0.4503313495671872,0.03867407079297203,-1.9357311187850534,0.48546559029169867,0.12533359563123225,-2.4892468398492205,0.048692407093443926,0.8597932097573957,1.509297020567217,-0.6065823472634169,-0.22984380280257458,-0.05556572118348814,0.656625809142965,1.2953726270344632,-0.19795416773088934,-1.3057868512949515,-0.4366669545433771,0.3042903850424444,0.31968295627621746,-0.035449018690162856,0.1315730628451622
1976,-0.5346569003299185,-1.1348098958768942,0.7714808296953025,-0.13185032239212388,-0.12320847445018346,1.4632970334887803,-2.3956836208606926,-0.1143843038395566,-2.591581560564314,-0.7880925914209116,-2.1686007590653453,0.6317347225261672,-1.0325562676647355,-0.0001454051457181693,-1.7848809093317224,-0.0770552637878768,-0.335001137061307,-0.40336579871494116,-0.12700912309704468,0.14582577143098507,0.09980537899679699,-0.42457786981177625,-0.15237116850321883,-0.2105375488691181
1980,-2.5358066134482624,0.68283569853428,-0.8961644937831893,-1.0844595342310144,0.6052160550480299,0.9839390191269096,-2.3183125525019648,0.10399575575730045,-0.8796796054353991,-1.6618303154450098,-0.5223520133879497,0.8296127547794141,-0.3463862865184519,-1.7319161956703324,-2.68682416781401,0.22311212403836916,0.08470981074346934,0.1670546059403263,1.122303203571898,-0.2897036208341641,-0.2935992394957311,0.22762895180952447,0.06138570720290771,-0.7195755478537823
1984,-3.0338319526967545,-1.757377094279774,1.59426937823512,-0.366207557701187,-0.6168045311137048,0.7823362413526809,-0.6566687972096639,0.10070166692116866,-1.5675061873020262,-0.402804053659675,2.126500596579061,1.0010688638492915,-0.10161256834283271,-0.6586130800288432,-2.656122540134078,-0.7377544241359757,0.4896476741559212,-0.1892304912430535,0.4650357294526479,0.3616022032868208,-0.19302171143636193,-0.06473641037606488,0.25831313534959427,0.6467941433149822
1988,-3.0516861465206047,-2.091983447331233,3.1345075952142856,1.7241758832826126,0.0675751676424969,0.10570565624152574,-0.3465510747456043,0.012057658077464936,-0.4758581612778912,0.3816308821549806,0.4096759040321951,0.33553913740768515,0.3677733275617718,-1.1835553746698848,-2.1474049514587414,-0.49611921387109537,1.333802218653493,0.8117797235930285,-0.739107720653248,0.06047857485581323,-0.14113486209663342,-0.15186935184011907,0.09877059437653378,-0.4926830501771005
1992,-2.1982610754212044,-1.4603972441742288,0.20130647610181066,1.0841339951538538,4.039047562062697,-0.16346416020647594,0.03417307934785209,1.6711661876620536,-1.4234770418982572,0.3244849549477104,-0.37241733324368054,-0.3210491320808883,-0.08666997663624175,0.2056252832769314,-0.3540780724499279,-0.1192988434835111,0.23022624923566404,-0.6322350059053283,-0.147036452262085,-0.07459026467293696,-0.4189425819003177,-0.07969825341651138,0.1108521434022634,0.21067853693981778
1996,-3.690470764204158,0.7506532562991575,-0.018919457566593918,-1.4647974610757357,4.089277035344975,1.4444753510184767,0.2820663362951338,-0.6842649254685318,0.12183640589994724,-0.5001443492623412,-0.7797651210184671,0.08806382764974913,0.28319410987703175,-0.7653343840250253,1.336365713804932,0.3021910114702441,-0.24293229817727757,0.18471959334998048,0.05426059534861076,0.15305432685358597,0.15556303517940825,-0.08810451611990701,-0.06918604448404399,0.3525742201244284
2000,-4.733589510125827,-0.20606623352550482,-1.6998013786967707,-1.2138735168508694,0.9053931381865831,2.6907447840103162,1.1590837290411273,-2.505541933491573,0.0626765844531338,-0.1043292371154004,0.04071492544975542,-0.4591558029138272,0.6705591198542019,0.2421851940386594,1.080179830399683,-0.18346547840128527,-0.22793234085410538,0.5323836899008799,1.1125057157038658,-0.1805316077635796,0.35689801848252023,0.2981085054727725,-0.7543981006313165,0.34148485184765176
2004,-4.700209924137383,1.4241220326762882,-1.0542926744566843,-0.718251783303731,1.4109540404622178,1.5548554741376643,2.2610647612441963,-2.877120391195846,-0.26431030141253875,0.09343200284920962,1.0922598867844637,0.6235782960983512,0.021688435844306735,-0.27583234645153065,1.5716038382646853,-0.5651514786742151,0.5069127846364733,0.224848745496784,1.0185640010540487,-0.3036994477227989,-0.24480525528448932,-0.1828909189510491,-0.1658343923100004,-0.30758088920014776
2008,-4.680992725586839,0.8518771530722956,-0.4069123568971632,-0.15748829619574822,-0.005559155299362504,2.2822887544769968,2.587068613347497,1.5183047403679029,2.825450826258055,1.1673242671571549,1.0661141749468557,0.5119275931287515,-0.38163720360951964,0.8419260725273415,1.7996468454365258,0.4667842264119443,0.7983926215345102,0.1719636900551009,0.9443463351087551,-0.11976272243770063,0.17787764377422552,0.6079887058261184,0.6045245328396274,-0.5644252321140895
2012,-5.040607535249415,1.076119645601877,-1.2803490637795987,-0.5894794897129318,0.30725815033857895,1.2682268862914576,3.4824635133592423,-0.4526879189976217,2.872791829717745,0.8944503114397597,1.1013736040214959,0.4661873913676546,-0.48659368610547304,0.20896931658520046,1.7250251881373226,0.40454289327585136,0.40027681334206233,-0.0596381607596759,2.0619701347685777,0.2977695070382395,0.39099488775350466,-0.45642927694986934,-0.1495026853184127,-0.6627979394108331
2016,-3.9152949698444246,-0.4576976129475322,-2.731379080349753,-0.21278446630467224,-4.019018878511325,0.7683047877951376,5.077417971069772,-1.5810302835939427,1.4316914344605043,0.6514961052900666,1.2580519474878862,-1.6697181241066243,0.3222019558792978,0.3033092269631106,1.3527831350079895,0.8765654583011827,0.06988155548997813,-0.6290738713751426,1.6951408699467634,-0.08329583485619724,-0.1430989819743411,-0.2372573401696092,-0.10788204442715434,0.1716299511075115
2020,-4.1497491611232515,0.7183564005369079,-2.997691863063209,0.6399541238403531,-4.7223619916142585,0.4910563865306836,4.972622275965085,0.33684344015728535,1.205157532486625,0.5427331009577694,1.0360814756600352,-1.9181402072076814,0.2614869014995854,-0.05997599953142047,2.023973167402507,0.5028436159021298,0.4846245805592731,-0.19979190891924778,1.8904370670754274,-0.03695904119103109,0.04444567964548308,-0.2592543121367914,0.0664584457296329,0.15040560572955375
2024,-3.9393749297061142,1.4724569716930285,-2.5413015638784104,1.3729750106349399,-3.7668095357300975,0.12303312267402364,4.94600771854748,4.292897998110265,1.2982941376086783,0.7192753483166394,1.438266586407509,-1.2372351884754869,0.30552300101566654,-0.21243638646444035,2.0020461952064683,-0.026812162848790073,0.8475429414059886,0.03851793690274266,1.9987440934951248,-0.24463509470349667,0.04371310864038105,-0.1898724759134936,-0.36157486337275896,0.10126057943038858
