year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
1960,-0.032973169839159676,-0.31392185169758596,0.06954645195977074,1.387438799246557,-0.011174880876194448,-0.6942034881369537,1.5129533152284278,0.2675529636845665,-0.30304459707417036,-0.24794448309618805,-0.5943652482964027,-0.545747310766469,-0.4947128826290556
1964,8.664039635284619,1.1667967252136253,-0.5316378682401156,5.2854448503356135,3.083322669039557,1.130906287508671,-1.6420464493763667,-0.6337902848080996,0.12154734473101513,0.5319483703390173,0.29230539104800307,-4.259235798575664,0.32656017357527994
1968,0.19004010897864804,-2.0162978241224176,-2.083190369869019,1.2671870195393924,-0.002408417806798299,-0.34318788587322413,-0.06931401477206484,0.30069062360803017,-0.5454920691880478,-0.14535343117103725,-1.0590390623178498,-1.0605217710185406,-0.30247119635338326
1972,-5.322680917915874,-7.384297627435469,-2.418455763925065,-0.8599179621956942,0.550740459867559,-0.6183044730744551,2.479002600863383,-0.5167120077563084,-0.9744339800476521,0.12103387585754352,0.25708267656166583,1.5795326774213807,0.2882663150807302
1976,-0.1600801790539287,0.11929554177903016,-1.322966546579049,-0.8491967579132981,0.7975839288829142,0.2442688582444527,0.7081292521800461,0.1750706099395352,0.8518865856462972,-0.727318573333942,-0.03150326085798924,-2.1207129164856826,0.027190171453442658
1980,-2.832581621966958,-3.3330931381618742,-2.0068324009490928,-1.6707055432972067,-1.6447629778188995,-0.20195074701086463,0.33835103450635595,0.9729590430265403,1.0053001897473082,-0.09500339820421923,-0.034306691114785924,-1.266406138867931,-0.4052444377924848
1984,-4.507274796430332,-5.6203587049319985,-0.5232678283686677,-2.5352205658560556,-0.7933720291388138,-0.4208259147937112,1.2139470622968902,0.7332191263103307,0.03787433393210388,0.7331532200021202,0.32361693434754746,0.4159610072783169,-0.4329796215629457
1988,-1.18210493292639,-3.460233984425338,-0.6363587122981941,-0.9597936725255889,1.5772682189854383,0.48036205081235095,0.3614599210256573,0.49392419187212094,-0.3268515473052556,0.9795178782912805,0.34438290095915974,-0.6443132205679037,0.11327758335416349
1992,2.5922208370151427,-0.3075065794468327,0.4093363492341196,0.4284452086295135,1.1763903493601255,0.673869310268847,0.6104609362146193,-0.3126977984697251,-0.04222651267617148,-0.08025931290353548,0.18495539588936027,-1.6247655268306735,-0.04891537373940938
1996,4.132016418578699,-0.5230124357529844,-0.001400504632242,-0.12169512060648352,0.7438476654611543,-0.47232250921189883,-0.3915976533805508,-0.8264827408048956,-0.00961979958875173,0.11688218733735578,-0.7323263261942223,-1.5107031293428026,0.056599463445932086
2000,2.294665008546966,-2.9323276369462548,0.27024411746891436,-1.4303421270709948,-1.1523119764181526,-0.6351768406648247,-0.15843810302357866,-0.5307810823835496,0.631841013327143,-0.15083097911322244,-0.8075961592236337,0.17333394635366367,0.2675861131405038
2004,1.8754646387164258,-3.5959852298713377,0.476232104553143,-1.1971589546976558,-1.0114805098876973,-0.38995203518693955,0.3234781948549821,-0.7238793123710088,0.30304622069478565,-0.1426950446051064,-0.34687621809924846,0.8786883143645056,0.003686749014856436
2008,5.316820991834945,-1.6870196558812651,1.513838572351057,-0.2261832362091087,0.42641734622336747,0.15694992199664312,-1.8366020110385397,-0.5549854734227144,0.16099746238172985,-0.3321671174275955,0.4827523882142163,0.9091051106142453,-0.3607054689842428
2012,4.250241999746441,-2.747368924437212,1.0269881536573302,-0.07855216355386094,-0.6037434221120129,-0.10038818584439044,-1.734043053066219,-0.3705409622501563,0.5467041849662779,-0.3488370901118713,0.32569604219502035,1.8566539944042042,-0.22737469026284093
2016,2.96715838736477,-2.9134794262296624,1.475505994497469,0.14767784908604004,-1.71720819899609,0.12329433208360861,-0.5563431210407511,0.09575808537690086,0.1441584236743471,0.2773581686805902,0.31138589796120597,3.5796890682711533,0.3307102476831635
2020,4.054858663689457,-2.4208691515229095,1.3677433576982538,0.6199333463437497,-1.5168969894749393,0.6520690273748128,-0.4406374241754541,0.059860970542652325,0.5018442259638639,0.15064214091814357,0.21912006799460834,3.3378879502888936,0.3715871830204629
2024,2.6371631321718736,-3.2410877325987864,1.0071252421710932,0.36146106492815616,-1.6613030880167239,0.9212957628893864,-0.15573205003498428,0.2265691647117047,0.42189704352149876,0.14687636052527725,0.3677939400363733,3.5717586933824452,0.3510595476632798
