,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
OK,0.05456801696292462,0.9402374940478336,-0.07920892329966955,0.08568749827825903,-0.07382864886032531,0.10164032289455704,0.16156579739659155,0.11734084034316639,-0.014990555966808209,-0.013267140389879556,0.0008554352135824795,0.041370659263258266,0.029516700238002482,-0.08606912475402334,-0.06197713323483983,0.22419132750610976,-0.06418869313350825,-0.014151139951491058,0.08460718629100614,0.006569324105754915,-0.060571271232069776,-0.023999728654566413,0.009473194424739996
OR,0.9122247709979311,0.197859485728044,0.04771172815993111,-0.043079031497633,0.1274841365847181,0.009980416524133583,0.17411047128050064,0.11926682626977357,-0.01629509560600604,0.07325677773859886,0.06927238894426353,0.0025837712007506343,0.28996067953872945,-0.05482367175520161,-0.007146732443342736,-0.029035381176221915,0.027094479922779562,-0.011760158232969404,-0.017465620708009066,-0.0023605615633638787,-0.009353998923949678,0.0015515267200850076,0.013667716359929848
PA,0.9526864698260532,0.0035588372094552045,-0.0994870602557647,0.1126339474931425,-0.046816418948327616,0.11091059985624717,-0.04655055723358938,-0.027147558749734475,-0.0690851507966464,-0.12289913129210014,0.04666919154572494,-0.009276269413105331,0.07189020102961141,0.09014384460443507,0.056061574817054934,0.20420420024752894,0.04196357258428319,0.004849372158479472,0.007035166474155205,0.043067619423605326,0.030481498458383494,-0.0011859408905809036,0.05858079600039348
RI,0.8997307668882438,-0.1173763016730603,-0.015806304944449196,0.07811739221882064,-0.10435835601107707,0.29871712438143005,0.03190603215978481,-0.14008774827783807,0.02568545624370426,0.024186911339861637,-0.08490181748571005,0.055042818788788896,-0.22012687651801663,-0.023772061987124136,-0.03294868605352817,0.12113324043838024,0.03828339513812212,-0.05378831322854806,-0.03280669657246789,-0.043733656122487044,-0.027640791790863317,0.013353350254071996,0.026172674624851764
SC,-0.3669476728555483,0.8931311088408921,0.13194416261600456,-0.038479089343024464,0.01626497975943871,-0.04608652325411752,0.04281693379653728,-0.0639613470665449,0.056787613750202366,0.067264826238607,-0.044287811731952724,0.07554461135812192,0.004420547750917794,0.1007069923346739,0.02329288899140811,-0.1816992124147528,-0.005315576933312599,0.022898524690473626,-0.09646337683190027,-0.05696717823678624,0.047696370484404914,0.02674230992610946,-0.00962088194671679
SD,0.5112920468572983,0.4187384944051472,-0.30422996036633754,0.21664100201543732,-0.022838759795523883,0.07933726667511223,0.6527848362210192,0.11058320454755512,0.041712021937596856,-0.031789170352827745,-0.032268060192045915,-0.016356363387656492,0.04132042140256479,-0.03714497101843548,-0.005335013833303788,0.018144254648260544,-0.04399300199501046,-0.02061777600524964,0.03796135703130313,0.02131418789167612,0.026993047089555678,-0.008130336068765346,0.0491675111532847
TN,0.0790305843084847,0.93763846158519,-0.12753332631424005,0.16510700248651777,-0.15693477539354328,-0.009372310972200266,0.02435937566811033,-0.06454331139326364,-0.017777655388466984,0.052660821021495496,-0.012998765834582498,0.04526436078181196,0.04050855844325446,0.08770203246815728,-0.03717660430594648,0.22148050100807373,-0.02225770356435172,0.04408160615097162,0.026455425855845784,0.05295907906673786,0.06695436117451481,-0.016947474836685007,-0.04005126635073051
TX,-0.04035833667059004,0.9870676197793061,-0.007068910289589796,-0.050795712206031275,0.06504201960811509,0.10511038510016588,0.037751733336504764,0.0640957217711772,0.06461365773204453,0.08083018867349698,0.03798827894436818,0.06014590754593519,0.0222933061169303,-0.10385594906864606,0.004903002615023788,-0.04306758784623449,0.041842502169108634,-0.033357478792267845,0.030645473192414827,-0.02468785988980184,-0.05300605994504859,0.0030703600347938708,0.00818084864788925
UT,0.17431343736203828,0.8983347244117647,-0.0031158333642642383,-0.04903361138626715,0.14212353187297688,0.24321190795525127,0.046737339441943505,0.0001812130728566702,0.0742828910911611,-0.22919135967534765,0.1295201221660771,-0.05354390686362981,-0.03579325940841781,-0.0018216884952150032,-0.017188241818040215,-0.0960964827887419,0.012205300281264679,0.04817000586340162,-0.07567235363743284,-0.0871053344007694,-0.012784410189012585,-0.0823132039280884,-0.03292004541097305
VA,0.11946214291740226,0.882376248078215,0.3139884218026173,-0.10842627169071899,0.12384165997824627,0.012875441422867553,-0.07399155863048523,0.11297458012114038,0.1008508989366793,0.22641510106147594,-0.007506274305758169,0.07794791940306013,0.05837006721639537,-0.04997749349458074,0.046870861841762285,-0.1468141433739919,0.04190471134314168,-0.001695880017175024,-0.02050618011830806,0.0028309923642041565,-0.01973278598174287,0.0018131275543920473,0.010735662959949337
VT,0.8765495661687758,-0.37753008035988694,0.2437051657806468,0.015424518796225587,0.07165269760561524,0.0023623292804256617,-0.033398100189067956,0.06047426911071632,0.10269054048339274,0.1337297924465913,-0.011009602400495163,0.05183711249711182,0.028449073268152235,0.0012929949165595219,-0.031061486797808124,-0.08066503558023146,-0.005917653574931537,-0.00204237687222509,-0.013690701591509974,-0.056254808540760856,0.04936275334700268,0.1050001595224889,-0.013468163246962091
WA,0.9346219806427759,0.24604750195910727,0.08772147561229951,-0.05716450244973367,0.08918379875150108,-0.03756668600628845,0.05033368724173065,0.09970934968393898,-0.06353315578333245,-0.1320570989345516,0.08249481004482646,-0.03540578784670254,0.15774710552130275,-0.019117309244930804,-0.02876566400353755,0.006255656687782992,-0.010577319138391666,-0.07638303920528762,0.07839577806225557,0.010994535285882389,-0.031964305285861465,-0.0012080260617664726,0.030499647031547457
WI,0.8583695965686691,0.22351858417400766,-0.1261792947628986,0.03804271021785694,0.03116299280918328,-0.06430874870938609,0.42064181790021643,-0.08179327650219362,-0.0729765073805837,0.077073921735004,0.030021268348573805,-0.0011410952034401362,-0.027490744168224442,-0.03501074067698493,-0.028629034956587134,0.03177897749151312,0.04299192860526807,0.015075614266846105,0.001240882592274126,-0.08176234616255494,-0.009194694719296135,-0.008726811084013847,-0.1353487079754175
WV,0.1720061531217983,0.5626620445218387,-0.41904531415594853,0.4103177731285813,-0.2664728329920709,0.22816379626696134,0.04279157689012888,-0.02668917306899474,-0.014962856460723649,-0.030523596271296513,-0.07280662464375671,0.061465262416484354,-0.0476427876292277,0.03402066590564104,0.0121690175425069,0.44630400494951583,0.06329956169982263,0.018810791076066626,-0.023341355036825034,-0.027132584107060327,-0.01852510720976298,0.004167793802440204,0.03896908048412188
WY,0.25769916258489894,0.8190546941934169,-0.24718840903120193,0.22876246029252925,-0.05246368166178918,0.23418689468762857,0.2216029843720154,0.1192868610576396,-0.019910314976740125,-0.20876467378360067,0.046970222832560804,-0.055531784571573005,-0.009435898278119755,0.03879678316607173,0.018238987764044857,0.09484514674022619,0.03412538936022419,-0.013482411483717477,-0.011872597971472755,-0.006956564688078319,-0.000821522669605504,0.032264612869339765,-0.031205465969290726
