year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
1956,-5.547675407576626,-1.3727332755015555,-0.2868247038392324,0.07209512975864962,0.01938732767665548,-0.3096172324938221,0.32205267045916286,-0.29675597459408004,-1.1272845829229823,-1.5634771413388964,-0.09377050356201773,-0.1357307872006019,1.2216758136524741,0.7104068684653428,-0.27038159796105854,0.8980794054204455,-0.14280450180611093,-0.31840677166802656,0.6416341897044507,0.745591272367606,0.3077682327052807,0.06663118138550049,0.16548914938406448
1960,0.03391335051798114,-0.20344774777452834,-0.5450621706325784,0.11937935616477882,-0.13587028971503226,1.3236722336299382,-0.10289317596185309,-0.665313248833157,-0.5301492009531173,-0.4705844889563157,-0.08980411203136417,-1.5642645594754307,-0.7403722227987953,0.07325105331780984,0.2881304603932001,0.1255847948535849,0.4196280451095321,-0.08521278849829865,-0.5543854154077786,0.20659241166614378,-0.048636249409013,-0.05881433067595652,0.237820544545051
1964,9.110355737965488,2.048330029845259,-0.9099034251222279,0.9497862265451638,-0.27123409050819,5.925985714514218,1.8266547775445254,1.077959392472699,0.8636636573697193,0.2659148119704243,0.28653753573708246,1.666439730747644,-0.09035627449339867,-0.3558242384437187,0.46497350309796553,2.1271736974879065,0.044854833291712665,0.16384834745692767,-0.23854882516311232,0.098404827168938,-0.018527217762493768,0.08919805977215355,-0.31739443711784027
1968,0.39010108172477065,-1.790922907958884,-1.6741778831796073,0.3316599439679548,-0.24750843155722738,1.6488166359967844,-0.2557492919500468,-0.3711995415509046,-0.14627315452534273,-0.49281022840363786,-1.1065464372242262,0.3813602847180274,-0.959344137490811,0.685561072319642,-0.02004574120566693,0.12743947115574566,0.030395251674829694,-0.5473382066373274,0.5747731262990486,-0.44498620237386804,-0.13421479965920563,-0.466318038619704,0.5021969278976908
1972,-5.041146442092973,-7.4238921099381665,-4.916883434970339,-0.7210291093282736,0.2676419041646241,-0.960436147951085,0.7026979707388945,-0.3820751685015062,0.42087313438337776,-0.8880266938046065,0.7380309339330244,-1.1669859993572753,0.33154978778953564,-0.45983449301134105,0.03133487439526324,-1.7034918010335878,0.007811002387763486,-0.05000108550141501,0.04032485840099291,0.09178272669872775,-0.14822778434077818,-0.31072896932112903,-0.15985941927599806
1976,0.1385865371152403,0.4802838462998317,-2.1673427756762877,0.554526737540139,-0.35367617728831524,-0.5615021782293005,0.46903472239720645,0.15792690199859424,0.19419062777294535,0.5581687874114333,-1.058527115490298,-0.22523259506021323,-0.11827200194245437,0.24669373369997502,0.16872902713515334,1.4778040816121936,-0.3294177246542979,0.5786810382299523,0.36154769405355214,0.5411230329268688,0.5348982040831903,0.03309934984623181,0.3076353546531623
1980,-2.7233489859051363,-3.238960726671053,-2.5052141157378456,0.28023526436714324,-0.25257569931306995,-1.263773415534751,-1.552895089347381,-0.4389950077934889,-0.5820705972397031,0.8489393683239446,-1.1803447417854478,0.3095123828971935,-0.2499511349565297,0.6259356203775635,-0.11199742577320329,1.197401061134558,-0.26383106707721304,-0.23011394657602652,0.328820452043867,0.04044623418689165,0.2067386489717204,0.5265098314024075,-0.5075071787731393
1984,-4.4616252429164005,-5.716757928507682,-3.2634996372222953,-0.6810256665337482,0.2119114775100825,-2.4433175438201875,-0.35827981590574437,-0.5377661712893859,-0.3065784884691722,0.2410904924953372,2.028074538989452,-0.37527157914473636,-0.08369807679496381,0.49960251102778475,0.16485632378832504,0.3556361023808189,0.2179038810998598,0.08802005531766006,0.24975991544013795,-0.2478515498450698,-0.05102457919259851,0.3617619823059269,0.10661429012376719
1988,-0.8227258206839786,-3.192887628999432,-2.6900150298961973,0.06263184385499007,-0.0059520152488598994,-0.7473226552411854,1.3924732685302863,0.5713520665691669,-0.43490193041280156,-0.322871330151921,0.741452459959868,0.352540160935768,0.24726894370905736,-0.2479991332884399,-0.6802431576606093,0.6465978696924837,0.4352100957328269,0.0340629060171793,-0.2967940396966096,-0.6056020518425493,-0.22482146019610263,0.6158140788707535,0.25643820581530724
1992,2.783792235546936,0.027139086330083204,-0.096365385515898,4.360546335218642,-0.6734454263222088,0.5671624758824435,0.5378065768164106,0.8629708888322746,-0.029754306875558252,0.04106187297669262,0.41595870331757784,-0.7126199923657798,0.39621784510694585,-0.08887599957236329,-0.3396823335934205,0.2968148046828237,-0.17263440962758295,-0.010953325496291905,0.06546221668937356,-0.060586429756046264,0.34979268368753563,0.03271711384429327,-0.10932206031772318
1996,4.268988892413113,-0.25443094724541804,1.211506643147345,4.105845796170477,-1.1377457903724486,0.17375149474221876,0.3441099947230508,-0.35645739404226223,0.5825152566700647,-0.053113765595033294,-1.227471882488887,0.10464170661352075,-0.37793631821418633,0.009316896246288384,-0.2196330755531504,0.3457812459036698,-0.1878289541945427,0.22520789204577302,0.06685667551000546,-0.30438981807929505,-0.469156309294942,-0.11311761628606773,-0.07928018338336203
2000,2.1515610781898875,-3.0589248478962796,0.6826125478022479,-0.8623794781456207,-3.03865739608737,-1.2709026537692139,-0.8808599497217104,-0.3725246305573275,0.1503603281777352,0.5185231035106984,-0.24530431061850055,0.37814566421878093,-0.5446086682632648,-0.16526717615544506,-0.2378897236894296,0.159106733578186,-0.33942208664900336,0.06448755378178905,-0.43354555712496345,0.2825858080455557,-0.08279446833675455,-0.5686453866059268,0.08662841105220778
2004,1.7777814737681223,-3.752648935165544,1.1602285764809286,-1.9978358423886644,-4.118436602392122,-1.0782045088444088,-0.5637989111112011,-0.1445794423784467,0.3795725201210897,0.1750786333872591,-0.5696687386100621,-0.420064678012829,0.1362462123378526,0.011433399087529203,0.11141061893090101,-0.27580809863285294,0.1691315171901773,-0.053228761566869856,0.05269770722899745,-0.09736993514715571,0.11085148425497043,0.2877658553778264,0.017553844302655428
2008,5.148432272192986,-1.8218843479208664,3.1972815346695227,1.7943609421856015,2.324635204214011,-0.34040291238894277,0.5553962701151602,0.054404946360329054,0.3818558909390139,0.23995860659200666,-0.45392248306002536,0.9548316155053472,0.09768725123221327,-0.2240887356902208,0.6735987397827635,0.030868805200711523,0.37200079583803425,-0.2829102234193788,-0.44910739226714785,0.3671492603753807,0.1561783153404545,-0.022388454833200292,0.0782229249060278
2012,3.965840546725074,-3.0598066870493357,3.126412634681645,0.16643569874738928,0.07337504580159385,-0.11838193564962529,-0.20316893684059065,-0.10661004667008907,-0.21960178133458022,0.6815232413233262,-0.48483756442273296,0.9421207622713164,0.2121601162922087,-0.23662430171640447,0.4544332362460657,-0.9235390738601572,0.19900401173019194,-0.06609925790207934,0.20915952962017872,0.28555453791843277,-0.011037063136528004,0.4087946597376431,0.13923971449177985
2016,2.488226583321997,-3.531652732777888,2.749735050199792,-3.3843140471207396,0.8101028571803773,-0.2677196282614669,-1.113006513775114,0.09554333809765551,-0.12098545042972161,0.2665992418436142,0.9631106109283282,0.13657552076000926,0.1964120717407063,-0.4153255906558016,-0.18297219138645052,-1.5576982781437145,-0.10162754588978506,0.3572093331340323,0.00021757771798256158,0.02943662264141576,0.13171895586862142,-0.07058087333514099,0.08523321817129864
2020,3.5995668015199405,-2.990142549883421,3.1678603928653573,-2.485339319616922,2.9954867676702706,0.21273949874075607,-1.063208692102419,0.42522035305494693,0.2697559068602383,0.5618722783637559,0.27690012286580734,-0.30247544984833985,0.1129564308793882,-0.2521592765330019,-0.3720604990207661,-1.197583028152393,-0.16454795612443868,0.18098580361894084,-0.016502656354645,-0.03100657856472916,-0.06248165909982282,-0.12890436030336025,0.0023699653613766347
2024,2.2133016116045274,-3.8312120004852432,2.6514318544172824,-2.3019467067133936,3.218524801487946,-0.09903292344207107,-1.1441391474247444,0.6619162351528759,0.4095686019892176,0.48728904687596875,0.19737343895354564,-0.6109517162035466,0.40162888613943737,-0.04943809343754879,-0.4157755531306543,-1.209258504954299,-0.16151774071899272,-0.18544633505372257,0.056690122679092854,-0.24144029657068375,-0.1865403090322222,-0.21745633824505473,-0.25242475428328304
