year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22
1956,-5.547314217192983,-1.3730696684881394,-0.28640399870188793,0.07043601906077304,0.021404247665330754,-0.3079222362716432,0.32275815450679646,-0.30505384491835874,-1.0987544675530543,-1.553832434876205,-0.10105151475675606,-0.14901029201212937,1.2476683092659935,0.7070283189509314,-0.23986827887335027,0.9022498927723916,-0.26699673053038725,-0.28771536770989564,0.6805289051874213,0.7189208302828554,0.26714388845169634,0.16380353808926604
1960,0.03400324246836277,-0.20339091363891487,-0.5465183842719666,0.12003845672017681,-0.1360790050988929,1.3224713499286567,-0.10566891205296665,-0.6648044315645386,-0.5336698990232444,-0.48176901348296997,-0.09311967444562727,-1.5700069833794676,-0.7219412820708067,0.09809500586542544,0.3490303713234427,0.12706580794667008,0.4362520961875976,-0.04754397473688764,-0.5248283535467587,0.20933763159185476,0.18199218610573997,0.0317720562049579
1964,9.110047009979201,2.0480383018688655,-0.9047121645117816,0.9508161150150148,-0.26886158214727596,5.928821356714373,1.830327131771679,1.0735676648900778,0.8515093533917946,0.255370244575771,0.28632564620030215,1.6580544873576541,-0.08101991524951549,-0.37995530215077983,0.4468975894455378,2.1300839024780927,-0.03457062113592175,0.1697544650729619,-0.26154250006410573,0.06880153291963347,-0.34292080298786254,0.05964385971502136
1968,0.3902224820594982,-1.7911244477850112,-1.6699445488818074,0.33185548907000584,-0.24572720922338143,1.652158889584237,-0.25418043074986385,-0.3786895833828381,-0.11301887403932279,-0.48587172452581945,-1.1145776011183532,0.3680357276882475,-0.9511807396631926,0.7106223174409441,0.01376332417898394,0.136347523077375,0.17592327112581652,-0.5060262432604973,0.5845530113850709,-0.44720055077694293,0.5288073761461696,-0.42378601542226485
1972,-5.0403704385665975,-7.423574642367357,-4.921502080942207,-0.7225871968776244,0.26659241524623223,-0.9594115017324838,0.7002759414784974,-0.38328709664212335,0.39619568145312556,-0.8909470024853742,0.7225797268756986,-1.1613127272220918,0.3369462403071521,-0.4698375219290855,0.05727182686702479,-1.7074799803999396,-0.0068346394729095535,-0.0684201859646724,0.015379893638491973,0.04907291975422509,-0.13975624352892485,-0.34663589106057197
1976,0.1384435753362552,0.48024123878890435,-2.1656922433321952,0.5570467615329103,-0.35407986107759254,-0.5628148041937361,0.46734144251632026,0.15712657000424488,0.21408469888771123,0.5588429005247002,-1.0577256249628697,-0.21935127259167653,-0.10907458883161796,0.22508253555439356,0.17056311626943887,1.4803282899394912,-0.453377233247375,0.6338589080409522,0.3638830759231643,0.5652508682860701,0.4068844185402561,0.15282076267664513
1980,-2.7230779845398976,-3.2389448136589567,-2.502594154702162,0.28158608620466663,-0.2520479945575276,-1.262898262391141,-1.5522493279556993,-0.4412541152600828,-0.5488795395151437,0.8577193707317657,-1.1811755070714904,0.3115979930985926,-0.25055258895310323,0.6163961214438765,-0.14053705186983148,1.2043185174291628,-0.37610067797969504,-0.23026270042374433,0.36501511224882516,0.052144561172417704,-0.46024727243926566,0.5363925105929552
1984,-4.4615239929700445,-5.716347075729834,-3.2698545830776764,-0.6813427797125962,0.20936465409146035,-2.4459843168716757,-0.36342053612298403,-0.5235221196492974,-0.27700051765684813,0.23285033877863245,2.0334522758256646,-0.3532294715842049,-0.09858574413174795,0.5118503985612748,0.1029492235850446,0.3534900132055609,0.2724446210058586,0.08986669320576542,0.27161107653905464,-0.19297013767260524,-0.012716433234668747,0.31599726559834107
1988,-0.8229653939270737,-3.192628683162985,-2.691585369347108,0.06346038809104965,-0.006813245183406146,-0.748579805028215,1.393147496292608,0.5760986254458701,-0.4381439690450454,-0.32073450087827765,0.7499157330329648,0.36616487663199626,0.22199122504988203,-0.2198739852547632,-0.7650978226447223,0.6455593237787907,0.5906147019298719,0.012631659283450197,-0.2931045377206328,-0.5515003871283486,0.0802925426655968,0.5026291269784658
1992,2.7843771766233623,0.026911288885242808,-0.09574097979528945,4.359556458649376,-0.6622243457271347,0.5706056363897526,0.5429480620374977,0.8464488099988905,-0.052511223870945284,0.04708710458815574,0.4126149283325981,-0.7300063888002952,0.4088907732071185,-0.10024778867164899,-0.28548729442377874,0.29497015934807963,-0.3641781996448559,0.05583805411700177,0.06037357751786478,-0.10303601149319266,0.03436181735093374,0.1404042277849914
1996,4.267104868345149,-0.2546863709827908,1.2131597992265108,4.112223891016218,-1.1350608706521004,0.166206497818798,0.3395852735896685,-0.33554979907518917,0.5899749179935754,-0.04531426728559248,-1.2072531509123214,0.1300244753102234,-0.41676433102892024,-0.0023485289549599045,-0.33466945888456556,0.3428783770974471,0.048462269011468724,0.0805966490553804,0.03169652863965813,-0.23970758811050344,-0.19830355907185349,-0.3627542288229579
2000,2.152253906430297,-3.0590409634330977,0.6846521739767449,-0.8584625017273018,-3.0378449353502845,-1.2665997962345517,-0.8782021602712674,-0.3859559524102563,0.12834733747628913,0.5319200929712683,-0.25137245997212854,0.36427207011959334,-0.5384161364437303,-0.17976461630383292,-0.17596092100846258,0.15952900862096267,-0.26642381441530133,0.009565591440603812,-0.4542704931512408,0.27659888984013037,0.17779052055642294,-0.57934732944972
2004,1.7777413172733139,-3.752541256480505,1.160169826278314,-1.98971270964932,-4.122674726781567,-1.0791901226204244,-0.5647130612491668,-0.14110143828972976,0.38727439589637375,0.16664652547020486,-0.5648042580996041,-0.4192713814442611,0.14268673780515173,0.014675395322345441,0.10253883212947057,-0.274741842188705,0.11956855151219747,0.0075931500563515605,0.05217669656684333,-0.11450543196687892,-0.015010504285861256,0.32990427806833444
2008,5.149153815112042,-1.8223171006070242,3.2012451498136882,1.7875044286133643,2.331322201005399,-0.3346563939850276,0.5597152831207903,0.040019054948095614,0.37579735363379946,0.22082595688673112,-0.4595970118769391,0.9277650832317786,0.14001400353829785,-0.2156084250573651,0.7705087976570658,0.03532960955811413,0.2531020873628942,-0.16278145596312604,-0.439587075362112,0.2856087357136644,0.09110132736435099,0.1538826285252733
2012,3.965072935596664,-3.05984728760261,3.1272194649084453,0.16769314159300286,0.07158653072075026,-0.12114415221810076,-0.20564613195798925,-0.09336530397684646,-0.18040998247205814,0.6725348099550674,-0.47546081548109387,0.9527383255558451,0.21139312213637876,-0.22017976375295073,0.4066288198021792,-0.9218149135142835,0.29050580460845743,-0.06401662075197245,0.23984817127630026,0.3075656299226099,0.03107516658287013,0.4101877019841955
2016,2.4883558402539276,-3.531377559711911,2.7469413389948256,-3.3869997572632893,0.8040576091475157,-0.26768547245342367,-1.1132205712266028,0.09627368131683424,-0.13997902603391055,0.2700372393621457,0.9617226799526115,0.13770014475811065,0.18896977719206146,-0.4160144617402605,-0.1736525041500329,-1.563217391580711,-0.1247726261527778,0.35071070078583844,-0.006772794137460117,0.04330979953318986,0.12852213404962126,-0.04996805265146795
2020,3.599331291002682,-2.98993326194514,3.166273893058483,-2.4914585127093507,2.9907077985826542,0.2116919042966384,-1.061971889089854,0.42338541101154487,0.25616481392684914,0.5696304485574185,0.2781400271571932,-0.3036779667345768,0.1042824586102229,-0.2622768285036665,-0.3763163036659561,-1.2022931359819848,-0.11479758579620569,0.14495915944819926,-0.03997609308669232,-0.02364269108539027,0.016736364193683954,-0.18514604815223185
2024,2.213367162168588,-3.8310168943921483,2.649959065329766,-2.309432126712855,3.215341586585149,-0.09865283666518311,-1.1408522953874085,0.6551615551207636,0.3928220509222012,0.4967108097700644,0.19502596295464836,-0.6189612737388257,0.3974009281171914,-0.06238952198222941,-0.4047057978317841,-1.2133087789057342,-0.13964627672337154,-0.2155154288583388,0.025923769879840335,-0.2733424020311968,-0.2200574730338925,-0.29292544533484083
