year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19
1956,-5.545823142597767,-1.3718749010953184,-0.2937538604376832,0.07307357170217998,0.022538568467285327,-0.30336970753982223,0.31470085739039344,-0.3291318392462313,-1.372382594891228,-1.6043110712122055,-0.10974902594007004,-0.1574775963807036,1.2565253903850364,-0.9373346805738129,-0.20112757503492457,0.6287304899891506,0.08516859386164047,-0.380771020825326,-0.4937604911712573
1960,0.031847330921714344,-0.20446662850942732,-0.544067936867192,0.1232834195418657,-0.12969060693474485,1.3200626385678118,-0.0999231830969275,-0.6839822217559545,-0.35711655432757944,-0.4726778219701456,-0.08174933778500626,-1.5840069864189394,-0.6747163146559285,-0.12103243001704747,0.39234906123478314,0.02470967604446172,-0.37955655068637295,0.7125995385573335,-0.16338259793367782
1964,9.115445804698739,2.0537040331404794,-0.9473724896083539,0.9929151534908041,-0.2313388202735578,5.941375445758929,1.8064746262422366,1.0942595940437483,0.8806044878047664,0.28254815784960496,0.2532535617858321,1.7095702987173156,-0.1197261813058069,-2.0411007605313727,0.5049045479633051,-0.15066067828066754,0.11323708555079794,0.031008181897179563,0.03308569168480296
1968,0.39698691701080996,-1.7852304092574167,-1.7226639661580807,0.35393608482767536,-0.2297755236658347,1.6622796880668647,-0.28658215830450007,-0.3443777028140452,-0.6877535593481999,-0.5896286852398943,-1.1453649648212394,0.4584203703175572,-1.1454653030045139,0.10613452434363076,-0.21225058511839948,0.12768491506679042,0.04470848910065853,-0.18843679742103409,-0.09887673719477218
1972,-5.044703932741248,-7.4304299310507975,-4.887540335907776,-0.7852116013555276,0.2507236368309401,-0.9763572423202661,0.7118366851872822,-0.33563515389046356,0.4986636295326198,-0.8654751915148722,0.760016894037542,-1.179612849385313,0.3684097325921671,1.6625619116548747,0.049605410337505935,-0.5049453747539692,-0.21100923500506663,-0.2839397181243518,-0.09087234408694242
1976,0.1419242371901521,0.48316016141071616,-2.182638147225761,0.5656250174617246,-0.33147384975282146,-0.5704228837853146,0.4674487462514861,0.0962803206063031,0.17101289080330734,0.5719438057961089,-1.0372203501316268,-0.23585471889218604,-0.0986563168912028,-1.5142501243558366,0.2486058922347234,0.5888887179804974,0.26381598070552403,-0.42005790599151827,-0.5376372368607423
1980,-2.7266613351735494,-3.240050873439792,-2.5051767404698695,0.2937107810606167,-0.23896046821074207,-1.259722325531269,-1.5455561371997384,-0.4652249596953256,-0.8008205880677173,0.8331366715261007,-1.1680817739726594,0.3214457759454416,-0.225540817169948,-1.1849215715916683,-0.039161646782448885,0.5760989481631884,0.4108789448796945,-0.28164132197538216,0.39597521120560686
1984,-4.458090463899817,-5.713722985833879,-3.2764727666416715,-0.706414866559571,0.18511803950640263,-2.440595359156811,-0.3903829217207839,-0.49962398112227624,-0.46462433203017167,0.17360691966627373,2.0213744466833803,-0.3085239284141021,-0.1711680169989399,-0.28767616384927147,0.12985966457279371,0.37684156697200194,0.3565764652653276,0.19204940256988556,0.24493238111712864
1988,-0.8269192128523768,-3.193523792402571,-2.670496653641621,0.041416144131474125,-0.005419549532418397,-0.7536072569101157,1.417310547854267,0.5274167350825069,-0.23738896408325258,-0.3253344825925772,0.8018722696777908,0.3334790174189939,0.24568312432863432,-0.6829190726116043,-0.7223146526242931,-0.2768175493328077,0.3246136535570915,0.8553291169283544,0.46372621364240274
1992,2.78099584799389,0.024206644997825384,-0.10621505469081588,4.376518488939472,-0.47792444621021823,0.5655593863180066,0.5618006915905889,0.820505790462185,0.05860109465678563,0.06564812011686909,0.44188486949734734,-0.7655496262168582,0.43550962232204654,-0.32163138266884933,-0.32085877809956564,0.10654156554869887,0.1066901622515085,-0.2090497456779677,0.07730340831079972
1996,4.272063409521959,-0.25336067770675536,1.1539524752686596,4.178787682809816,-0.9592527783642337,0.16838899733084975,0.3040229936866059,-0.2811702701321987,0.5073435749570535,-0.062463139587168474,-1.2384121978146119,0.17854422911747667,-0.501158530751128,-0.21887835649429613,-0.364424075046673,-0.10287469814625683,-0.05715768725013627,-0.13526738591654952,0.18794105746381767
2000,2.1519293370114037,-3.058455946857493,0.6865727526786929,-0.7264635665187956,-3.0724167279328483,-1.2646982460180076,-0.8734818526221668,-0.39243588570712556,0.33232070338003916,0.5668608077985825,-0.26221137146648643,0.3563729102706852,-0.5202940422934393,-0.18565298948933892,-0.24221161055528798,-0.03711963240951761,-0.6595826905117432,-0.05255964156312428,-0.3848180862735876
2004,1.7816645219148566,-3.749504973165991,1.146172715799505,-1.804423361766803,-4.2002015128215655,-1.0707032950671227,-0.582053533878799,-0.11735327721825026,0.24918373517055808,0.1589212189268926,-0.6028152332186665,-0.39859645927902737,0.10678092110652543,0.29452522986079266,0.1205104397110994,-0.01607315370073903,0.4333977128550811,0.09191742294241276,0.04495328567384378
2008,5.1505146653507055,-1.8213406921991826,3.1891823066774103,1.717197140314436,2.3953936921995136,-0.3236071364266379,0.5556922172402831,0.05255803719812176,0.32521401707851416,0.24073925972012938,-0.48195071781875604,0.9568265768236041,0.13657324216433014,-0.0032550962493972974,0.7863302810020814,-0.20278735227089137,0.012017795973767025,0.3924289524258211,-0.37604131236013244
2012,3.9621572062223027,-3.0635036830162283,3.156545552512317,0.1628098481481926,0.06673578140171958,-0.13064278724671197,-0.18114720550145758,-0.11853443463474331,-0.3121953908898217,0.6810165817282094,-0.4387683493890984,0.889633863797744,0.29935923778951967,0.828684300065613,0.5135742047134988,-0.3004782160062518,0.34748497971250464,0.056073878810432194,-0.15481717169733303
2016,2.483318309339194,-3.5353329904342368,2.8198119155305466,-3.444848051634974,0.6542471904002867,-0.2846618188963937,-1.069102111873032,0.047261682930245616,0.18178083262358144,0.31656520541250893,1.00711783168561,0.03686095872767211,0.3061968567878341,1.3508524832931552,-0.14729915186189566,-0.20092317875736188,-0.14243422992772634,-0.13489803597372724,-0.024912240064670833
2020,3.5992444431789186,-2.9909537065707306,3.2015851708796124,-2.6187318647890305,2.8830130276362578,0.20622834758458278,-1.0496662570661803,0.4196213390825719,0.35880513450399604,0.5965029019799204,0.269698685729887,-0.3278309979617769,0.12829513471194426,1.0882816151258357,-0.3785166991430652,-0.16794200562326098,-0.08157031718917558,-0.15786037971422182,-0.036877620668330766
2024,2.2166703061855473,-3.829720751490112,2.655872498447655,-2.4323908796003377,3.122738060549408,-0.09044468236913997,-1.1570974459450971,0.7076909940947531,0.28677030825357047,0.49091515423747784,0.13723753368474292,-0.5694290594120159,0.3323252365512886,1.2029047974934635,-0.4826702558960793,-0.15227201136052146,-0.04827469228493586,-0.256629498379088,0.17060830851690806
