year,state,district,R_votes,D_votes,other_votes,total_votes,T_votes
1980,AL,1,107659,77758,1969.0,187386.0,1969.0
1980,AL,2,99583,83717,1991.0,185291.0,1991.0
1980,AL,3,81520,90029,2063.0,173612.0,2063.0
1980,AL,4,95402,108327,1627.0,205356.0,1627.0
1980,AL,5,72831,96169,3746.0,172746.0,3746.0
1980,AL,6,104374,82538,3040.0,189952.0,3040.0
1980,AL,7,90008,97158,2004.0,189170.0,2004.0
1980,AK,AL,86112,41842,30491.0,158445.0,30491.0
1980,AZ,1,118001,51119,16390.0,185510.0,16390.0
1980,AZ,2,111164,75694,27721.0,214579.0,27721.0
1980,AZ,3,148411,60656,15468.0,224535.0,15468.0
1980,AZ,4,151495,59841,16784.0,228120.0,16784.0
1980,AR,1,79426,93654,5845.0,178925.0,5845.0
1980,AR,2,95148,103040,9699.0,207887.0,9699.0
1980,AR,3,150405,96831,14080.0,261316.0,14080.0
1980,AR,4,78185,104516,6753.0,189454.0,6753.0
1980,CA,1,158846,88189,22249.0,269284.0,22249.0
1980,CA,2,132531,95971,27869.0,256371.0,27869.0
1980,CA,3,118814,99225,23357.0,241396.0,23357.0
1980,CA,4,103541,86427,20295.0,210263.0,20295.0
1980,CA,5,80930,91480,26904.0,199314.0,26904.0
1980,CA,6,50967,81691,16502.0,149160.0,16502.0
1980,CA,7,113690,90975,21827.0,226492.0,21827.0
1980,CA,8,65088,106500,22813.0,194401.0,22813.0
1980,CA,9,77897,75961,15400.0,169258.0,15400.0
1980,CA,10,78689,71937,18622.0,169248.0,18622.0
1980,CA,11,96108,72391,22081.0,190580.0,22081.0
1980,CA,12,95588,72649,32926.0,201163.0,32926.0
1980,CA,13,121122,73035,29470.0,223627.0,29470.0
1980,CA,14,128907,79120,17939.0,225966.0,17939.0
1980,CA,15,79871,73088,11593.0,164552.0,11593.0
1980,CA,16,116525,79073,25921.0,221519.0,25921.0
1980,CA,17,108148,69479,11492.0,189119.0,11492.0
1980,CA,18,114504,55531,9068.0,179103.0,9068.0
1980,CA,19,119582,72903,22713.0,215198.0,22713.0
1980,CA,20,166697,67044,20802.0,254543.0,20802.0
1980,CA,21,80766,60172,12634.0,153572.0,12634.0
1980,CA,22,116051,56067,13815.0,185933.0,13815.0
1980,CA,23,100601,89053,22521.0,212175.0,22521.0
1980,CA,24,65890,74435,13545.0,153870.0,13545.0
1980,CA,25,27630,44131,5013.0,76774.0,5013.0
1980,CA,26,111196,47638,11573.0,170407.0,11573.0
1980,CA,27,125736,66220,20616.0,212572.0,20616.0
1980,CA,28,36354,102516,7733.0,146603.0,7733.0
1980,CA,29,17564,80696,2255.0,100515.0,2255.0
1980,CA,30,48350,52905,6550.0,107805.0,6550.0
1980,CA,31,39927,68544,5242.0,113713.0,5242.0
1980,CA,32,64967,58065,8728.0,131760.0,8728.0
1980,CA,33,114895,53102,11464.0,179461.0,11464.0
1980,CA,34,123748,58974,15573.0,198295.0,15573.0
1980,CA,35,124297,58017,14318.0,196632.0,14318.0
1980,CA,36,92118,65274,13171.0,170563.0,13171.0
1980,CA,37,149780,69594,14706.0,234080.0,14706.0
1980,CA,38,109167,47995,11375.0,168537.0,11375.0
1980,CA,39,170015,51811,16328.0,238154.0,16328.0
1980,CA,40,225599,68255,24575.0,318429.0,24575.0
1980,CA,41,138300,68347,27803.0,234450.0,27803.0
1980,CA,42,79670,55380,12636.0,147686.0,12636.0
1980,CA,43,232808,83335,28281.0,344424.0,28281.0
1980,CO,1,81924,76017,27046.0,184987.0,27046.0
1980,CO,2,145045,81064,35369.0,261478.0,35369.0
1980,CO,3,106515,68918,13244.0,188677.0,13244.0
1980,CO,4,155774,74714,29035.0,259523.0,29035.0
1980,CO,5,157035,65175,25249.0,247459.0,25249.0
1980,CT,1,89511,105401,35844.0,230756.0,35844.0
1980,CT,2,108219,89252,36541.0,234012.0,36541.0
1980,CT,3,117043,90454,25539.0,233036.0,25539.0
1980,CT,4,110273,76569,22916.0,209758.0,22916.0
1980,CT,5,133228,83705,29462.0,246395.0,29462.0
1980,CT,6,118936,96351,37041.0,252328.0,37041.0
1980,DE,AL,111252,105754,18662.0,235668.0,18662.0
1980,DC,AL,23313,130231,20345.0,173889.0,20345.0
1980,FL,1,126062,99637,4762.0,230461.0,4762.0
1980,FL,2,91349,115951,9141.0,216441.0,9141.0
1980,FL,3,72378,79369,3497.0,155244.0,3497.0
1980,FL,4,149231,104021,8281.0,261533.0,8281.0
1980,FL,5,201043,125344,13042.0,339429.0,13042.0
1980,FL,6,146473,114195,14395.0,275063.0,14395.0
1980,FL,7,100582,82344,8726.0,191652.0,8726.0
1980,FL,8,142061,86314,8614.0,236989.0,8614.0
1980,FL,9,126606,66280,9457.0,202343.0,9457.0
1980,FL,10,241648,115194,15820.0,372662.0,15820.0
1980,FL,11,197972,125797,22713.0,346482.0,22713.0
1980,FL,12,140464,90856,19259.0,250579.0,19259.0
1980,FL,13,79330,95384,15160.0,189874.0,15160.0
1980,FL,14,73790,50720,9211.0,133721.0,9211.0
1980,FL,15,119317,73261,21548.0,214126.0,21548.0
1980,GA,1,61810,79860,2349.0,144019.0,2349.0
1980,GA,2,57604,78073,1363.0,137040.0,1363.0
1980,GA,3,47356,77017,2173.0,126546.0,2173.0
1980,GA,4,81516,93288,7660.0,182464.0,7660.0
1980,GA,5,51201,88548,5883.0,145632.0,5883.0
1980,GA,6,86752,122387,4144.0,213283.0,4144.0
1980,GA,7,85837,90632,4532.0,181001.0,4532.0
1980,GA,8,53197,100073,2068.0,155338.0,2068.0
1980,GA,9,88673,114933,3870.0,207476.0,3870.0
1980,GA,10,60334,83867,3020.0,147221.0,3020.0
1980,HI,1,58045,56298,17067.0,131410.0,17067.0
1980,HI,2,72067,79581,20229.0,171877.0,20229.0
1980,ID,1,141434,66316,16754.0,224504.0,16754.0
1980,ID,2,149265,43876,10304.0,203445.0,10304.0
1980,IL,1,6633,128426,3092.0,138151.0,3092.0
1980,IL,2,20946,145205,3612.0,169763.0,3612.0
1980,IL,3,109179,87091,12594.0,208864.0,12594.0
1980,IL,4,130344,76622,18017.0,224983.0,18017.0
1980,IL,5,44940,106568,6096.0,157604.0,6096.0
1980,IL,6,91766,69003,14505.0,175274.0,14505.0
1980,IL,7,17988,85999,3188.0,107175.0,3188.0
1980,IL,8,32694,97057,5842.0,135593.0,5842.0
1980,IL,9,57063,95175,18346.0,170584.0,18346.0
1980,IL,10,120146,78426,28394.0,226966.0,28394.0
1980,IL,11,91388,95039,14515.0,200942.0,14515.0
1980,IL,12,158516,65143,28616.0,252275.0,28616.0
1980,IL,13,116322,53507,17978.0,187807.0,17978.0
1980,IL,14,182308,68991,29801.0,281100.0,29801.0
1980,IL,15,141134,57919,19477.0,218530.0,19477.0
1980,IL,16,184821,65855,35622.0,286298.0,35622.0
1980,IL,17,120293,72365,12138.0,204796.0,12138.0
1980,IL,18,135243,73463,14381.0,223087.0,14381.0
1980,IL,19,117933,72573,13176.0,203682.0,13176.0
1980,IL,20,169853,104156,13697.0,287706.0,13697.0
1980,IL,21,113029,87652,21996.0,222677.0,21996.0
1980,IL,22,137079,80436,9176.0,226691.0,9176.0
1980,IL,23,80832,82375,6836.0,170043.0,6836.0
1980,IL,24,131012,89611,8745.0,229368.0,8745.0
1980,IN,1,68293,90663,6357.0,165313.0,6357.0
1980,IN,2,146550,66410,14348.0,227308.0,14348.0
1980,IN,3,122484,88535,14122.0,225141.0,14122.0
1980,IN,4,125737,70264,15859.0,211860.0,15859.0
1980,IN,5,127587,63911,9496.0,200994.0,9496.0
1980,IN,6,123538,64836,8513.0,196887.0,8513.0
1980,IN,7,113098,73774,10263.0,197135.0,10263.0
1980,IN,8,124107,98026,9788.0,231921.0,9788.0
