year,state,district,R_votes,D_votes,other_votes,total_votes,T_votes
2020,AL,1,211419,117089,4269.0,332777.0,4269.0
2020,AL,2,197261,106429,3741.0,307431.0,3741.0
2020,AL,3,210595,110978,4058.0,325631.0,4058.0
2020,AL,4,260264,57440,3766.0,321470.0,3766.0
2020,AL,5,228396,130254,6960.0,365610.0,6960.0
2020,AL,6,248657,117142,7035.0,372834.0,7035.0
2020,AL,7,84575,210754,3383.0,298712.0,3383.0
2020,AK,AL,189951,153778,15801.0,359530.0,15801.0
2020,AZ,1,180673,187182,5724.0,373579.0,5724.0
2020,AZ,2,171803,213408,6225.0,391436.0,6225.0
2020,AZ,3,99539,174882,4076.0,278497.0,4076.0
2020,AZ,4,280122,126024,5792.0,411938.0,5792.0
2020,AZ,5,262810,195270,7518.0,465598.0,7518.0
2020,AZ,6,222166,204365,5797.0,432328.0,5797.0
2020,AZ,7,55436,165129,3603.0,224168.0,3603.0
2020,AZ,8,251443,181691,5818.0,438952.0,5818.0
2020,AZ,9,137694,224192,6912.0,368798.0,6912.0
2020,AR,1,187640,75898,8174.0,271712.0,8174.0
2020,AR,2,177053,147552,8742.0,333347.0,8742.0
2020,AR,3,207781,118142,9931.0,335854.0,9931.0
2020,AR,4,188173,82340,7643.0,278156.0,7643.0
2020,CA,1,203608,148439,9490.0,361537.0,9490.0
2020,CA,2,95641,294471,10433.0,400545.0,10433.0
2020,CA,3,139683,179793,8085.0,327561.0,8085.0
2020,CA,4,240834,197122,10861.0,448817.0,10861.0
2020,CA,5,92093,264115,8416.0,364624.0,8416.0
2020,CA,6,87284,225218,8141.0,320643.0,8141.0
2020,CA,7,164052,218137,9883.0,392072.0,9883.0
2020,CA,8,158451,127769,6949.0,293169.0,6949.0
2020,CA,9,124081,180069,6784.0,310934.0,6784.0
2020,CA,10,146084,154990,7985.0,309059.0,7985.0
2020,CA,11,90410,284861,8001.0,383272.0,8001.0
2020,CA,12,46574,337517,8037.0,392128.0,8037.0
2020,CA,13,33907,335474,7935.0,377316.0,7935.0
2020,CA,14,73798,279708,6662.0,360168.0,6662.0
2020,CA,15,94389,255422,7485.0,357296.0,7485.0
2020,CA,16,85647,129458,5424.0,220529.0,5424.0
2020,CA,17,79260,224903,6163.0,310326.0,6163.0
2020,CA,18,82172,294545,9279.0,385996.0,9279.0
2020,CA,19,91063,228232,6689.0,325984.0,6689.0
2020,CA,20,77969,226505,7672.0,312146.0,7672.0
2020,CA,21,74859,93560,3655.0,172074.0,3655.0
2020,CA,22,163584,146467,6783.0,316834.0,6783.0
2020,CA,23,176413,125068,7448.0,308929.0,7448.0
2020,CA,24,134810,221831,9861.0,366502.0,9861.0
2020,CA,25,153161,188421,7667.0,349249.0,7667.0
