year,state,district,R_votes,D_votes,other_votes,total_votes,T_votes
2012,AL,1,184786,111735,2316,298837,2316
2012,AL,2,182287,105572,2005,289864,2005
2012,AL,3,174465,103089,2574,280128,2574
2012,AL,4,205423,65818,3264,274505,3264
2012,AL,5,189860,103598,3805,297263,3805
2012,AL,6,233566,77517,3260,314343,3260
2012,AL,7,85488,228276,1480,315244,1480
2012,AK,AL,164676,122640,13179,300495,13179
2012,AZ,1,131115,124550,4391,260056,4391
2012,AZ,2,149651,144966,5074,299691,5074
2012,AZ,3,65482,108902,2864,177248,2864
2012,AZ,4,173394,80035,4617,258046,4617
2012,AZ,5,187304,101511,4933,293748,4933
2012,AZ,6,186537,121661,5219,313417,5219
2012,AZ,7,37353,101028,2526,140907,2526
2012,AZ,8,179555,107335,4236,291126,4236
2012,AZ,9,123263,135244,6056,264563,6056
2012,AR,1,154549,92086,6825,253460,6825
2012,AR,2,160140,125527,6848,292515,6848
2012,AR,3,168703,81413,7552,257668,7552
2012,AR,4,164352,95383,6090,265825,6090
2012,CA,1,171902,122379,9647,303928,9647
2012,CA,2,89908,230212,13322,333442,13322
2012,CA,3,104145,131237,6305,241687,6305
2012,CA,4,195386,133473,8775,337634,8775
2012,CA,5,78703,199924,8031,286658,8031
2012,CA,6,63862,156414,5555,225831,5555
2012,CA,7,133888,145147,6962,285997,6962
2012,CA,8,118278,88579,5776,212633,5776
2012,CA,9,88403,127418,4491,220312,4491
2012,CA,10,101160,108923,5030,215113,5030
2012,CA,11,90226,203699,7209,301134,7209
2012,CA,12,40003,269461,10923,320387,10923
2012,CA,13,27474,268093,10747,306314,10747
2012,CA,14,63589,200343,5950,269882,5950
2012,CA,15,77748,177243,5620,260611,5620
2012,CA,16,59808,88973,3172,151953,3172
2012,CA,17,58193,163862,5751,227806,5751
2012,CA,18,92457,218082,9076,319615,9076
2012,CA,19,61643,165530,5269,232442,5269
2012,CA,20,62427,168956,6958,238341,6958
2012,CA,21,51917,65146,2169,119232,2169
2012,CA,22,125213,92005,4060,221278,4060
2012,CA,23,139816,82119,5362,227297,5362
2012,CA,24,126049,158119,8238,292406,8238
2012,CA,25,125258,120701,6290,252249,6290
2012,CA,26,119677,147753,6217,273647,6217
2012,CA,27,90278,161528,6164,257970,6164
2012,CA,28,70757,187441,8430,266628,8430
2012,CA,29,34454,129323,4112,167889,4112
2012,CA,30,91680,186301,7245,285226,7245
