year,state,district,R_votes,D_votes,other_votes,total_votes,T_votes
1992,AL,1,118420,84193,26749,229362,26749
1992,AL,2,123856,82656,27319,233831,27319
1992,AL,3,104928,91983,23733,220644,23733
1992,AL,4,107064,104526,28558,240148,28558
1992,AL,5,110268,102130,36921,249319,36921
1992,AL,6,183127,73463,28196,284786,28196
1992,AL,7,56620,151129,11633,219382,11633
1992,AK,AL,102000,78294,78212,258506,78212
1992,AZ,1,105784,88247,68143,262174,68143
1992,AZ,2,41757,74588,28767,145112,28767
1992,AZ,3,109840,86060,73356,269256,73356
1992,AZ,4,118927,86922,70682,276531,70682
1992,AZ,5,104509,116226,56516,277251,56516
1992,AZ,6,91269,91007,56277,238553,56277
1992,AR,1,71160,131585,21491,224236,21491
1992,AR,2,84922,130435,20788,236145,20788
1992,AR,3,107351,109111,37503,253965,37503
1992,AR,4,73891,134692,25969,234552,25969
1992,CA,1,71512,116029,62040,249581,62040
1992,CA,2,101505,93823,69456,264784,69456
1992,CA,3,89288,98333,54546,242167,54546
1992,CA,4,117155,97501,75079,289735,75079
1992,CA,5,73562,120577,44726,238865,44726
1992,CA,6,71564,169301,63590,304455,63590
1992,CA,7,48474,135098,39108,222680,39108
1992,CA,8,39396,187201,23181,249778,23181
1992,CA,9,29394,186714,23980,240088,23980
1992,CA,10,107191,127450,68006,302647,68006
1992,CA,11,75319,79432,42375,197126,42375
1992,CA,12,64967,139244,39564,243775,39564
1992,CA,13,55100,116829,44684,216613,44684
1992,CA,14,71736,143727,55594,271057,55594
1992,CA,15,83301,127060,66900,277261,66900
1992,CA,16,44693,86418,35524,166635,35524
1992,CA,17,57990,111937,44136,214063,44136
1992,CA,18,67898,74357,40590,182845,40590
1992,CA,19,97124,85049,42250,224423,42250
1992,CA,20,44674,55942,19037,119653,19037
1992,CA,21,94727,66284,44072,205083,44072
1992,CA,22,92045,106815,62780,261640,62780
1992,CA,23,74106,82613,59456,216175,59456
1992,CA,24,79728,128572,59285,267585,59285
1992,CA,25,89987,83305,58657,231949,58657
1992,CA,26,31013,72673,25075,128761,25075
1992,CA,27,80986,98057,43708,222751,43708
1992,CA,28,90644,82958,47010,220612,47010
1992,CA,29,55924,183233,39017,278174,39017
1992,CA,30,21750,56378,12676,90804,12676
1992,CA,31,37250,59616,19017,115883,19017
1992,CA,32,23956,147623,18976,190555,18976
1992,CA,33,12607,33642,7578,53827,7578
1992,CA,34,48181,78889,28799,155869,28799
1992,CA,35,16685,100432,12642,129759,12642
1992,CA,36,95646,111014,64447,271107,64447
1992,CA,37,19299,90523,13670,123492,13670
1992,CA,38,66647,88728,44996,200371,44996
1992,CA,39,100669,78305,52172,231146,52172
1992,CA,40,86453,76363,56292,219108,56292
1992,CA,41,78902,64666,42262,185830,42262
1992,CA,42,54978,76964,37372,169314,37372
1992,CA,43,76837,76040,49324,202201,49324
1992,CA,44,76772,87180,51809,215761,51809
1992,CA,45,105893,80646,65443,251982,65443
1992,CA,46,47689,44352,28438,120479,28438
1992,CA,47,127700,86279,66060,280039,66060
1992,CA,48,108581,71621,67479,247681,67479
1992,CA,49,82834,114081,68026,264941,68026
1992,CA,50,42830,69546,31282,143658,31282
1992,CA,51,108470,86870,75333,270673,75333
1992,CA,52,81421,74913,64775,221109,64775
1992,CO,1,63283,135016,43245,241544,43245
1992,CO,2,83209,123144,66678,273031,66678
1992,CO,3,92292,107227,67210,266729,67210
1992,CO,4,96638,94234,63203,254075,63203
1992,CO,5,125749,71185,57488,254422,57488
1992,CO,6,101679,98875,68186,268740,68186
1992,CT,1,82086,133686,53330,269102,53330
1992,CT,2,79110,113553,74049,266712,74049
1992,CT,3,96085,121163,55314,272562,55314
1992,CT,4,110072,109122,41828,261022,41828
1992,CT,5,111327,93966,62022,267315,62022
1992,CT,6,99633,110828,69158,279619,69158
1992,DE,AL,102313,126054,61368,289735,61368
1992,DC,AL,20698,192619,14255,227572,14255
1992,FL,1,117809,59316,53250,230375,53250
1992,FL,2,92805,100723,46958,240486,46958
1992,FL,3,49198,93446,21225,163869,21225
1992,FL,4,132023,75035,41075,248133,41075
1992,FL,5,90656,110244,64106,265006,64106
1992,FL,6,112554,74328,50914,237796,50914
1992,FL,7,105519,81180,49588,236287,49588
1992,FL,8,101707,68840,42901,213448,42901
1992,FL,9,113853,94662,68167,276682,68167
1992,FL,10,96956,107121,63765,267842,63765
1992,FL,11,77942,81849,39148,198939,39148
1992,FL,12,90694,68487,39770,198951,39770
1992,FL,13,124394,100831,65283,290508,65283
1992,FL,14,129493,87978,63175,280646,63175
1992,FL,15,117206,83507,69605,270318,69605
1992,FL,16,108503,98154,68543,275200,68543
1992,FL,17,25873,99422,9913,135208,9913
1992,FL,18,93870,54113,16988,164971,16988
1992,FL,19,89698,159284,46946,295928,46946
1992,FL,20,83485,116568,48687,248740,48687
1992,FL,21,85292,45778,15545,146615,15545
1992,FL,22,96986,115912,44845,257743,44845
1992,FL,23,35265,94873,22084,152222,22084
1992,GA,1,88703,71770,28292,188765,28292
1992,GA,2,47692,96684,17248,161624,17248
1992,GA,3,105731,80628,32285,218644,32285
1992,GA,4,116418,101990,33226,251634,33226
1992,GA,5,52191,140175,15241,207607,15241
1992,GA,6,155739,82381,41874,279994,41874
1992,GA,7,93175,77103,30097,200375,30097
1992,GA,8,93643,83976,32068,209687,32068
1992,GA,9,98205,70943,32808,201956,32808
1992,GA,10,99336,81960,30662,211958,30662
1992,GA,11,44419,121356,15676,181451,15676
1992,HI,1,72182,87664,24897,184743,24897
1992,HI,2,64640,91646,31813,188099,31813
1992,ID,1,101787,75499,70813,248099,70813
1992,ID,2,100858,61514,71643,234015,71643
1992,IL,1,32803,214104,17355,264262,17355
1992,IL,2,31634,194639,16950,243223,16950
1992,IL,3,102632,108342,52905,263879,52905
1992,IL,4,29093,82271,15272,126636,15272
1992,IL,5,80036,124273,39113,243422,39113
1992,IL,6,121868,86448,52734,261050,52734
1992,IL,7,35530,184966,15992,236488,15992
1992,IL,8,118714,76327,54269,249310,54269
1992,IL,9,68418,155446,29294,253158,29294
1992,IL,10,108149,112401,40719,261269,40719
1992,IL,11,90058,108456,50186,248700,50186
1992,IL,12,69829,132570,42169,244568,42169
1992,IL,13,128612,88314,58123,275049,58123
1992,IL,14,105700,83109,52914,241723,52914
1992,IL,15,98378,107914,47280,253572,47280
1992,IL,16,108949,95103,56169,260221,56169
1992,IL,17,95554,124175,45566,265295,45566
1992,IL,18,114090,117483,47087,278660,47087
1992,IL,19,95759,131396,50706,277861,50706
1992,IL,20,94038,129865,55712,279615,55712
1992,IN,1,68392,117115,37129,222636,37129
1992,IN,2,101370,82008,50458,233836,50458
1992,IN,3,91708,82483,41358,215549,41358
1992,IN,4,102779,69292,49565,221636,49565
1992,IN,5,103124,70891,52354,226369,52354
1992,IN,6,153269,61030,54909,269208,54909
1992,IN,7,103801,71273,48916,223990,48916
1992,IN,8,97062,103844,43177,244083,43177
1992,IN,9,97412,97970,44839,240221,44839
1992,IN,10,70458,92514,33229,196201,33229
1992,IA,1,95660,128655,54486,278801,54486
1992,IA,2,95005,120228,56932,272165,56932
1992,IA,3,96515,120495,50174,267184,50174
1992,IA,4,107745,117863,49122,274730,49122
1992,IA,5,109966,99112,51500,260578,51500
1992,KS,1,122817,81400,86379,290596,86379
1992,KS,2,98999,98527,76499,274025,76499
1992,KS,3,113566,115805,76569,305940,76569
1992,KS,4,113714,93656,76916,284286,76916
1992,KY,1,96602,116637,30869,244108,30869
1992,KY,2,107318,99054,33187,239559,33187
