year,state,district,R_votes,D_votes,other_votes,total_votes,T_votes
1984,AL,1,134551,72298,0,206849,0
1984,AL,2,130370,73603,0,203973,0
1984,AL,3,113641,70024,0,183665,0
1984,AL,4,118750,80187,0,198937,0
1984,AL,5,119034,80039,0,199073,0
1984,AL,6,130184,89841,0,220025,0
1984,AL,7,126319,85907,0,212226,0
1984,AK,AL,138377,62007,7221,207605,7221
1984,AZ,1,154845,58492,0,213337,0
1984,AZ,2,71001,66596,0,137597,0
1984,AZ,3,156030,60382,0,216412,0
1984,AZ,4,155112,61600,0,216712,0
1984,AZ,5,144428,86784,0,231212,0
1984,AR,1,114091,86741,0,200832,0
1984,AR,2,133093,87447,0,220540,0
1984,AR,3,165217,69974,0,235191,0
1984,AR,4,122373,94484,0,216857,0
1984,CA,1,134358,119330,0,253688,0
1984,CA,2,150641,83085,0,233726,0
1984,CA,3,139564,112714,0,252278,0
1984,CA,4,127252,96775,0,224027,0
1984,CA,5,72437,142282,0,214719,0
1984,CA,6,106610,141884,0,248494,0
1984,CA,7,126001,114148,0,240149,0
1984,CA,8,88833,173055,0,261888,0
1984,CA,9,107925,106640,0,214565,0
1984,CA,10,87529,82340,0,169869,0
1984,CA,11,112986,109053,0,222039,0
1984,CA,12,148724,108069,0,256793,0
1984,CA,13,126585,89789,0,216374,0
1984,CA,14,162239,86619,0,248858,0
1984,CA,15,101657,70069,0,171726,0
1984,CA,16,111375,98292,0,209667,0
1984,CA,17,116975,65892,0,182867,0
1984,CA,18,102593,98163,0,200756,0
1984,CA,19,141327,82697,0,224024,0
1984,CA,20,151080,64244,0,215324,0
1984,CA,21,177196,65617,0,242813,0
1984,CA,22,175164,63874,0,239038,0
1984,CA,23,129010,113020,0,242030,0
1984,CA,24,70370,88680,0,159050,0
1984,CA,25,42375,65974,0,108349,0
1984,CA,26,108528,90429,0,198957,0
1984,CA,27,117634,104031,0,221665,0
1984,CA,28,51069,108287,0,159356,0
1984,CA,29,29106,103221,0,132327,0
1984,CA,30,71658,56598,0,128256,0
1984,CA,31,61006,87740,0,148746,0
1984,CA,32,103902,71926,0,175828,0
1984,CA,33,152606,63307,0,215913,0
1984,CA,34,89795,60961,0,150756,0
1984,CA,35,154583,59824,0,214407,0
1984,CA,36,103809,80504,0,184313,0
1984,CA,37,153832,80012,0,233844,0
1984,CA,38,114786,48856,0,163642,0
1984,CA,39,185491,52591,0,238082,0
1984,CA,40,198338,63210,0,261548,0
1984,CA,41,171535,92994,0,264529,0
1984,CA,42,183392,67480,0,250872,0
1984,CA,43,176550,58918,0,235468,0
1984,CA,44,79269,71160,0,150429,0
1984,CA,45,149282,58141,0,207423,0
1984,CO,1,94321,104299,0,198620,0
1984,CO,2,128573,82590,0,211163,0
1984,CO,3,131951,76642,0,208593,0
1984,CO,4,139048,64939,0,203987,0
1984,CO,5,154780,50465,0,205245,0
1984,CO,6,148667,65629,0,214296,0
1984,CT,1,129384,115174,1060,245618,1060
1984,CT,2,141593,90869,1105,233567,1105
1984,CT,3,146171,101877,1078,249126,1078
1984,CT,4,154515,88941,1036,244492,1036
1984,CT,5,163371,80816,1146,245333,1146
1984,CT,6,155843,91920,1001,248764,1001
1984,DE,AL,152190,101656,726,254572,726
1984,DC,AL,29009,180408,1871,211288,1871
1984,FL,1,159173,50052,0,209225,0
1984,FL,2,126656,78549,0,205205,0
1984,FL,3,103133,71347,0,174480,0
1984,FL,4,151528,74921,0,226449,0
1984,FL,5,134122,53580,0,187702,0
1984,FL,6,154985,85603,0,240588,0
1984,FL,7,119135,70645,0,189780,0
1984,FL,8,153584,91393,0,244977,0
1984,FL,9,187534,90468,0,278002,0
1984,FL,10,150110,60788,0,210898,0
1984,FL,11,182952,63214,0,246166,0
1984,FL,12,158850,78830,0,237680,0
1984,FL,13,221828,77085,0,298913,0
1984,FL,14,171663,110775,0,282438,0
1984,FL,15,117110,81906,0,199016,0
1984,FL,16,123441,78576,0,202017,0
1984,FL,17,80780,93545,0,174325,0
1984,FL,18,91297,59926,0,151223,0
1984,FL,19,124180,68079,0,192259,0
1984,GA,1,100525,69408,0,169933,0
1984,GA,2,88306,62974,0,151280,0
1984,GA,3,83658,68149,0,151807,0
1984,GA,4,148469,77481,0,225950,0
1984,GA,5,60150,124006,0,184156,0
1984,GA,6,177764,53929,0,231693,0
1984,GA,7,144315,53882,0,198197,0
1984,GA,8,89777,81998,0,171775,0
1984,GA,9,119570,52894,0,172464,0
1984,GA,10,116188,61907,0,178095,0
1984,HI,1,93894,74912,1564,170370,1564
1984,HI,2,91156,72241,2078,165475,2078
1984,ID,1,140142,61983,0,202125,0
1984,ID,2,157381,46527,0,203908,0
1984,IL,1,10153,196351,0,206504,0
1984,IL,2,32693,168174,0,200867,0
1984,IL,3,158281,84752,0,243033,0
1984,IL,4,99161,98980,0,198141,0
1984,IL,5,107199,76570,0,183769,0
1984,IL,6,121280,96517,0,217797,0
1984,IL,7,47301,141185,0,188486,0
1984,IL,8,90875,85928,0,176803,0
1984,IL,9,106151,129644,0,235795,0
1984,IL,10,153888,70590,0,224478,0
1984,IL,11,149521,102584,0,252105,0
1984,IL,12,168010,50512,0,218522,0
1984,IL,13,133234,112891,0,246125,0
1984,IL,14,154144,68645,0,222789,0
1984,IL,15,140972,66325,0,207297,0
1984,IL,16,138250,80648,0,218898,0
1984,IL,17,123054,103528,0,226582,0
1984,IL,18,107217,66107,0,173324,0
1984,IL,19,141611,85323,0,226934,0
1984,IL,20,107579,77720,0,185299,0
1984,IL,21,114814,100098,0,214912,0
1984,IL,22,131531,104010,0,235541,0
1984,IN,1,94470,124834,0,219304,0
1984,IN,2,151940,71784,0,223724,0
1984,IN,3,136450,83076,0,219526,0
1984,IN,4,144009,70300,0,214309,0
1984,IN,5,150354,67224,0,217578,0
1984,IN,6,179556,69858,0,249414,0
1984,IN,7,147763,73751,0,221514,0
1984,IN,8,142987,92874,0,235861,0
1984,IN,9,134753,86932,0,221685,0
1984,IN,10,94948,100848,0,195796,0
1984,IA,1,110057,99112,1728,210897,1728
1984,IA,2,113814,100647,1990,216451,1990
1984,IA,3,118411,108563,1930,228904,1930
1984,IA,4,115898,118092,1646,235636,1646
1984,IA,5,122424,89132,1911,213467,1911
1984,IA,6,122484,90074,1892,214450,1892
1984,KS,1,158955,53970,2362,215287,2362
1984,KS,2,120455,67134,1507,189096,1507
1984,KS,3,138118,78289,1378,217785,1378
1984,KS,4,124731,70140,2322,197193,2322
1984,KS,5,135037,63616,1868,200521,1868
1984,KY,1,104613,87339,0,191952,0
1984,KY,2,112019,64163,0,176182,0
1984,KY,3,109042,99200,0,208242,0
1984,KY,4,143262,62253,0,205515,0
1984,KY,5,133941,58733,0,192674,0
1984,KY,6,123859,72942,0,196801,0
1984,KY,7,88609,92010,0,180619,0
1984,LA,1,164183,47092,0,211275,0
1984,LA,2,70452,116480,0,186932,0
