,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26
SC,0.9549715078719627,-0.010530686648588226,0.049429133662301034,-0.026907864722124454,-0.02409063415717712,0.03981788524380306,-0.2557576961162087,-0.011967966506363354,0.025263460717440026,-0.09538271889275772,0.063713600061539,-0.04279280570216184,-0.00441536551887083,0.05048235429132332,0.13861355312911613,0.028538013054357093,0.021969074256063568,-0.00553139291110766,0.017871080005522247,0.0495588127464824,-0.016314708906724523,-0.04416725207009176,-0.07485145995715102,-0.04790834939654464,-0.023240721038647348,-0.04356276541685745
SD,0.07418641038760025,-0.05569776825896729,0.7799014072178032,0.24901127198707976,0.16820616822589096,-0.0936124109861711,-0.32913939930279046,0.017675621703549596,-0.21805020103766481,0.030536747221493233,-0.0006042269897400753,0.03693446872764048,-0.30458870574996005,0.02801855260233431,-0.07606004374386463,-0.18614909689270062,0.14350524457743108,-0.027765334329705543,0.04997697999010941,0.0017980343718865973,0.04655633198760111,0.005624045392237197,-0.04205094061840458,-0.005328030948408572,-0.007067935326084032,0.026904266013529785
TN,0.7992494370115845,-0.07487372502009544,0.03238045363356148,-0.10965144189804615,0.187004380010091,0.0690550427531594,-0.4810880227497513,-0.055569111149901214,-0.13716300573311146,-0.07066300676416462,-0.10369654206485565,0.015464487464765095,0.0163231937295128,-0.03564267325447666,-0.19122707467736247,-0.04492352726675071,0.03306419745037951,-0.030970421395871122,-0.012964300572635258,0.08424867516057143,0.006440107535478011,0.03317856652566003,0.12440616855451996,0.053447636907858136,0.03462032159054241,0.019232856977998727
TX,0.9562957964733372,-0.031186758599138224,0.07642036559694741,0.08060009910426245,-0.0390805073187905,-0.15882673769083808,-0.17709068217667193,-0.006255393850383453,0.04693324052787843,0.09484961244056024,-0.11847471947075595,0.03412715784346253,0.025959224533971748,-0.0747078120873095,0.023435838312998423,0.014875116792525397,-0.019694678019706518,0.08774943186895691,-0.012810453994667358,-0.03125810467041113,-0.031150627297743247,0.038382822281189576,0.002579164567380927,0.07116191422340663,0.02423806495021223,0.011320007972073194
UT,0.8394088135184476,-0.08985217217191138,0.07023615839919706,0.004709518243681742,-0.12706527518443866,-0.3114375602283926,-0.08475171228692283,0.10202553206894759,-0.002996283036595162,-0.04127397775860364,-0.06940472139195693,-0.031516479770507595,0.1402721170664167,0.029894924817954523,0.14931867153676395,-0.2883222182953931,-0.11155906209117217,-0.028305219094885217,-0.09544211141893251,-0.03734175467488468,-0.1518158675869219,0.04121269110684669,-0.020048149476403175,-0.00673684080961622,0.009824527663210854,0.06959903692035099
VA,0.8942571487204299,0.01608111920686688,-0.1818994516770185,0.12200723422745544,-0.1417410086318195,0.05247248660580966,-0.12924677692252104,0.029959097092970656,0.10263505974858395,0.11348543296562492,0.07891280105951336,0.016832030590296688,-0.02297339761672333,-0.0037187028590217578,0.22447013206338787,0.23955402361142628,0.07325015251757412,0.028763720291473012,-0.012306348366751553,-0.02369682709323379,0.017621057659562366,-0.014991698127567859,-0.04858530737420334,0.02006809024389243,0.0094576667363436,-0.010567284545336751
VT,-0.7804942968432264,0.005463000386215647,-0.1542418893901357,0.03925080650072764,-0.02936001566808096,0.15902124003320348,0.38378037872524545,0.07843886167946523,0.1560631689433708,0.033191128504309504,0.07826938714280886,-0.013320230559242533,-0.010577718430879492,-0.10731761443580845,0.26539984290135304,0.273729824894759,0.12018415762163846,0.008925852930106492,-0.023794525949176686,0.06852029244578975,-0.03644224200791892,-0.017251272532379163,-0.04394904486772816,-0.008999508833649375,-0.012629940069747806,-0.10205292333846026
WA,-0.2974543002952519,0.04317196709251641,-0.0694430604810896,0.09955193671973835,-0.06561968744774085,-0.008487898925680325,0.8648416138703442,0.10076048056670368,0.1457783882153615,0.07781987784698455,0.0730538256585604,0.04937702889037446,-0.010018969338087904,-0.07498894425292295,-0.20745495823448215,-0.11580071587999927,0.1544189552963216,0.055472535354756616,0.01923723831765804,-0.008725693718018774,-0.06478617651014786,0.06833176998561301,0.17997931006476658,0.04720450500873326,0.016552939513319723,0.03200071041780088
WI,-0.3903715656110837,0.051225228029155266,0.8347354097857848,-0.10744838838201168,0.008758452103380412,0.07229006597769329,0.15846256028888642,0.02826338393214104,-0.011782393550409257,0.041410149974439765,0.08375213930585375,-0.11947253930189525,0.14127296517915444,-0.09794661051735845,-0.16102764125616575,0.17998383199379983,0.059624920405022534,0.009012805597831932,-0.014268740501811159,-0.005124063325374636,0.01656632936127613,0.00569217486184074,-0.036126242345244836,-0.009744902100022493,0.15893079779729707,0.023735424901501323
WV,0.23266433695285899,-0.13922762276027828,0.08572508133721009,-0.0943479439118268,0.3703965284707257,-0.10665564136338158,-0.7267306061039481,-0.03251377598356758,-0.1971244130562954,-0.05599051738496066,-0.21364225238387613,0.18548451737794647,0.042934748148474984,-0.08704242192457017,-0.2588086814026918,-0.18185447771249877,-0.0022988844892776607,0.09916900516323994,-0.06428259464989543,-0.043994366574127135,-0.03960815772169605,0.011235041524231862,0.14238112588430935,-0.003847479073876886,0.003502293214686479,0.0005918592665149895
WY,0.6440336837039236,-0.06851267642034715,0.28691843600769074,0.1440022381506168,0.26378249660465264,-0.3205772842399157,-0.3295343021696393,0.04897655557443487,-0.12274635844394681,-0.07852167292801306,-0.15210835779436774,0.10611670766400189,0.039198583646074904,-0.004460099501427985,-0.14638832963283807,-0.3361296515254353,-0.09768865326783588,-0.016325010555932166,-0.12128136611796717,0.04471585330996896,-0.046414823872328814,0.05696574405486092,0.06431633441491015,-0.021457431476323407,-0.05403040179537092,0.009284171743395693
