year,abbr,D_votes,R_votes,T_votes,total_votes,electoral_votes,D_delta,R_delta,total_delta,pres_margin,pres_margin_delta,national_margin,national_margin_delta,relative_margin,relative_margin_delta,third_party_share,third_party_national_share,third_party_relative_share,two_party_margin,two_party_margin_delta,two_party_national_margin,two_party_national_margin_delta,two_party_relative_margin,two_party_relative_margin_delta,color,pres_margin_str,pres_margin_delta_str,national_margin_str,national_margin_delta_str,relative_margin_str,relative_margin_delta_str,third_party_share_str,third_party_national_share_str,third_party_relative_share_str,two_party_margin_str,two_party_margin_delta_str,two_party_national_margin_str,two_party_national_margin_delta_str,two_party_relative_margin_str,two_party_relative_margin_delta_str
1932,MS,140168,5180,686,146034,9,15629,-21973,-5658,0.924360080529,0.282361820898,0.177602161285,0.351798833376,0.746757919244,-0.069437012478,0.004697536190202281,0.02941663313786929,-0.02471909694766701,0.9287227894432671,0.2867245298119089,0.1829849628060948,0.3589235974590079,0.7457378266371724,-0.07219906764709894,deepskyblue,D+92.4,D+28.2,D+17.8,D+35.2,D+74.7,R+6.9,0.47%,2.94%,-2.47%,D+92.9,D+28.7,D+18.3,D+35.9,D+74.6,R+7.2
1932,MT,127286,78078,11115,216479,4,48708,-35222,22371,0.227310732219,0.406190531094,0.177602161285,0.351798833376,0.049708570933,0.054391697718,0.05134447221208524,0.02941663313786929,0.02192783907421595,0.23961356420794297,0.4205722984036298,0.1829849628060948,0.3589235974590079,0.056628601401848166,0.06164870094462191,deepskyblue,D+22.7,D+40.6,D+17.8,D+35.2,D+5.0,D+5.4,5.13%,2.94%,2.19%,D+24.0,D+42.1,D+18.3,D+35.9,D+5.7,D+6.2
1932,NATIONAL,22821277,15761254,1169367,39751898,0,7805813,-5665869,2944886,0.177602161285,0.351798833376,0.177602161285,0.351798833376,0.000000000000,0.000000000000,0.02941663313786929,0.02941663313786929,0.0,0.1829849628060948,0.3589235974590079,0.1829849628060948,0.3589235974590079,0.0,0.0,deepskyblue,D+17.8,D+35.2,D+17.8,D+35.2,EVEN,EVEN,2.94%,2.94%,0.00%,D+18.3,D+35.9,D+18.3,D+35.9,EVEN,EVEN
1932,NC,497566,208344,5591,711501,13,211339,-140579,76351,0.406495563604,0.505206104421,0.177602161285,0.351798833376,0.228893402319,0.153407271045,0.007858035336563126,0.02941663313786929,-0.021558597801306166,0.40971511949115325,0.5084256603082831,0.1829849628060948,0.3589235974590079,0.22673015668505844,0.14950206284927514,deepskyblue,D+40.6,D+50.5,D+17.8,D+35.2,D+22.9,D+15.3,0.79%,2.94%,-2.16%,D+41.0,D+50.8,D+18.3,D+35.9,D+22.7,D+15.0
1932,ND,178350,71772,6168,256290,4,71702,-59669,16423,0.415849233290,0.519210679425,0.177602161285,0.351798833376,0.238247072005,0.167411846049,0.024066487182488588,0.02941663313786929,-0.005350145955380702,0.42610406121812555,0.5302373895113268,0.1829849628060948,0.3589235974590079,0.24311909841203075,0.17131379205231895,deepskyblue,D+41.6,D+51.9,D+17.8,D+35.2,D+23.8,D+16.7,2.41%,2.94%,-0.54%,D+42.6,D+53.0,D+18.3,D+35.9,D+24.3,D+17.1
1932,NE-AL,359082,201177,9878,570137,7,161123,-144568,22993,0.276959748271,0.547064144920,0.177602161285,0.351798833376,0.099357586986,0.195265311544,0.017325660323746748,0.02941663313786929,-0.012090972814122542,0.2818428619620568,0.553656201573316,0.1829849628060948,0.3589235974590079,0.09885789915596202,0.194732604114308,deepskyblue,D+27.7,D+54.7,D+17.8,D+35.2,D+9.9,D+19.5,1.73%,2.94%,-1.21%,D+28.2,D+55.4,D+18.3,D+35.9,D+9.9,D+19.5
1932,NH,100680,103629,1211,205520,4,19965,-11775,8763,-0.014348968470,0.161954797088,0.177602161285,0.351798833376,-0.191951129756,-0.189844036288,0.005892370572207085,0.02941663313786929,-0.023524262565662205,-0.014434019059365961,0.1624432850264187,0.1829849628060948,0.3589235974590079,-0.19741898186546075,-0.1964803124325892,red,R+1.4,D+16.2,D+17.8,D+35.2,R+19.2,R+19.0,0.59%,2.94%,-2.35%,R+1.4,D+16.2,D+18.3,D+35.9,R+19.7,R+19.6
1932,NJ,806394,775406,47707,1629507,16,190232,-149879,81312,0.019016794650,0.218683503301,0.177602161285,0.351798833376,-0.158585366635,-0.133115330075,0.029276953090720075,0.02941663313786929,-0.00013968004714921475,0.01959034011885194,0.22013113068771353,0.1829849628060948,0.3589235974590079,-0.16339462268724286,-0.13879246677129436,deepskyblue,D+1.9,D+21.9,D+17.8,D+35.2,R+15.9,R+13.3,2.93%,2.94%,-0.01%,D+2.0,D+22.0,D+18.3,D+35.9,R+16.3,R+13.9
1932,NM,95089,54217,2300,151606,3,46878,-15428,33592,0.269593551706,0.451216071069,0.177602161285,0.351798833376,0.091991390421,0.099417237692,0.015170903526245663,0.02941663313786929,-0.014245729611623627,0.2737465339638059,0.45561253993719714,0.1829849628060948,0.3589235974590079,0.09076157115771108,0.09668894247818924,deepskyblue,D+27.0,D+45.1,D+17.8,D+35.2,D+9.2,D+9.9,1.52%,2.94%,-1.42%,D+27.4,D+45.6,D+18.3,D+35.9,D+9.1,D+9.7
1932,NV,28756,12674,0,41430,3,14666,-5653,9013,0.388172821627,0.518875847817,0.177602161285,0.351798833376,0.210570660341,0.167077014441,0.0,0.02941663313786929,-0.02941663313786929,0.38817282162684047,0.5188758478168025,0.1829849628060948,0.3589235974590079,0.20518785882074567,0.15995225035779462,deepskyblue,D+38.8,D+51.9,D+17.8,D+35.2,D+21.1,D+16.7,0.00%,2.94%,-2.94%,D+38.8,D+51.9,D+18.3,D+35.9,D+20.5,D+16.0
1932,NY,2534959,1937963,215692,4688614,47,445096,-255381,282988,0.127328886532,0.150817262532,0.177602161285,0.351798833376,-0.050273274753,-0.200981570845,0.0460033604813704,0.02941663313786929,0.016586727343501112,0.13346890466679276,0.15762860556380753,0.1829849628060948,0.3589235974590079,-0.049516058139302044,-0.20129499189520036,deepskyblue,D+12.7,D+15.1,D+17.8,D+35.2,R+5.0,R+20.1,4.60%,2.94%,1.66%,D+13.3,D+15.8,D+18.3,D+35.9,R+5.0,R+20.1
1932,OH,1301695,1227319,80714,2609728,26,437485,-400227,101382,0.028499521789,0.332817985032,0.177602161285,0.351798833376,-0.149102639496,-0.018980848345,0.030928127375726512,0.02941663313786929,0.0015114942378572221,0.02940908986664368,0.33575369182606507,0.1829849628060948,0.3589235974590079,-0.15357587293945113,-0.023169905632942855,deepskyblue,D+2.8,D+33.3,D+17.8,D+35.2,R+14.9,R+1.9,3.09%,2.94%,0.15%,D+2.9,D+33.6,D+18.3,D+35.9,R+15.4,R+2.3
1932,OK,516468,188165,0,704633,11,297294,-205881,86206,0.465920557226,0.748689582511,0.177602161285,0.351798833376,0.288318395941,0.396890749135,0.0,0.02941663313786929,-0.02941663313786929,0.46592055722624404,0.7510906430029636,0.1829849628060948,0.3589235974590079,0.28293559442014926,0.39216704554395576,deepskyblue,D+46.6,D+74.9,D+17.8,D+35.2,D+28.8,D+39.7,0.00%,2.94%,-2.94%,D+46.6,D+75.1,D+18.3,D+35.9,D+28.3,D+39.2
1932,OR,213871,136019,18918,368808,5,104648,-69322,48866,0.211090865708,0.511514067413,0.177602161285,0.351798833376,0.033488704422,0.159715234037,0.051294982755254764,0.02941663313786929,0.021878349617385474,0.22250421561062048,0.5280636566146769,0.1829849628060948,0.3589235974590079,0.03951925280452567,0.169140059155669,deepskyblue,D+21.1,D+51.2,D+17.8,D+35.2,D+3.3,D+16.0,5.13%,2.94%,2.19%,D+22.3,D+52.8,D+18.3,D+35.9,D+4.0,D+16.9
1932,PA,1295948,1453540,109689,2859177,36,228362,-601842,-291433,-0.055117958769,0.258407358550,0.177602161285,0.351798833376,-0.232720120055,-0.093391474826,0.03836383686634301,0.02941663313786929,0.00894720372847372,-0.057316853174118235,0.2589835379922338,0.1829849628060948,0.3589235974590079,-0.24030181598021305,-0.09994005946677414,red,R+5.5,D+25.8,D+17.8,D+35.2,R+23.3,R+9.3,3.84%,2.94%,0.89%,R+5.7,D+25.9,D+18.3,D+35.9,R+24.0,R+10.0
1932,RI,146604,115266,4300,266170,4,27631,-2256,28976,0.117736784762,0.111619429348,0.177602161285,0.351798833376,-0.059865376524,-0.240179404028,0.01615508885298869,0.02941663313786929,-0.013261544284880598,0.11967006529957612,0.11353462903242459,0.1829849628060948,0.3589235974590079,-0.06331489750651868,-0.2453889684265833,deepskyblue,D+11.8,D+11.2,D+17.8,D+35.2,R+6.0,R+24.0,1.62%,2.94%,-1.33%,D+12.0,D+11.4,D+18.3,D+35.9,R+6.3,R+24.5
1932,SC,102347,1978,82,104407,8,39647,-3880,35802,0.961324432270,0.132784238406,0.177602161285,0.351798833376,0.783722270984,-0.219014594970,0.0007853879529150344,0.02941663313786929,-0.028631245184954256,0.9620800383417206,0.13297183798581758,0.1829849628060948,0.3589235974590079,0.7790950755356258,-0.22595175947319035,deepskyblue,D+96.1,D+13.3,D+17.8,D+35.2,D+78.4,R+21.9,0.08%,2.94%,-2.86%,D+96.2,D+13.3,D+18.3,D+35.9,D+77.9,R+22.6
1932,SD,183515,99212,5711,288438,4,80855,-58391,26573,0.292274249579,0.502088466828,0.177602161285,0.351798833376,0.114672088293,0.150289633452,0.01979974899285115,0.02941663313786929,-0.009616884145018139,0.29817810113643195,0.5092837903815417,0.1829849628060948,0.3589235974590079,0.11519313833033715,0.1503601929225338,deepskyblue,D+29.2,D+50.2,D+17.8,D+35.2,D+11.5,D+15.0,1.98%,2.94%,-0.96%,D+29.8,D+50.9,D+18.3,D+35.9,D+11.5,D+15.0
1932,TN,259473,126752,4031,390256,11,92130,-68636,26783,0.340087019802,0.417245433220,0.177602161285,0.351798833376,0.162484858517,0.065446599843,0.010329117297363782,0.02941663313786929,-0.01908751584050551,0.34363648132565217,0.4209527294544308,0.1829849628060948,0.3589235974590079,0.16065151851955736,0.0620291319954229,deepskyblue,D+34.0,D+41.7,D+17.8,D+35.2,D+16.2,D+6.5,1.03%,2.94%,-1.91%,D+34.4,D+42.1,D+18.3,D+35.9,D+16.1,D+6.2
1932,TX,760348,97959,5119,863426,23,419316,-269077,154427,0.767163601745,0.803840663348,0.177602161285,0.351798833376,0.589561440459,0.452041829972,0.005928707266169886,0.02941663313786929,-0.023487925871699403,0.7717390164591458,0.8084643027310857,0.1829849628060948,0.3589235974590079,0.588754053653051,0.4495407052720779,deepskyblue,D+76.7,D+80.4,D+17.8,D+35.2,D+59.0,D+45.2,0.59%,2.94%,-2.35%,D+77.2,D+80.8,D+18.3,D+35.9,D+58.9,D+45.0
1932,UT,116750,84795,5033,206578,4,35765,-9823,29975,0.154687333598,0.231883077725,0.177602161285,0.351798833376,-0.022914827688,-0.119915755651,0.024363678610500632,0.02941663313786929,-0.0050529545273686576,0.15855019970726142,0.23618554762272984,0.1829849628060948,0.3589235974590079,-0.024434763098833384,-0.12273804983627806,deepskyblue,D+15.5,D+23.2,D+17.8,D+35.2,R+2.3,R+12.0,2.44%,2.94%,-0.51%,D+15.9,D+23.6,D+18.3,D+35.9,R+2.4,R+12.3
1932,VA,203979,89637,4326,297942,11,63833,-74972,-7416,0.383772680589,0.463885204250,0.177602161285,0.351798833376,0.206170519303,0.112086370873,0.014519604486779306,0.02941663313786929,-0.014897028651089984,0.38942700670263203,0.46969804409332294,0.1829849628060948,0.3589235974590079,0.20644204389653723,0.11077444663431502,deepskyblue,D+38.4,D+46.4,D+17.8,D+35.2,D+20.6,D+11.2,1.45%,2.94%,-1.49%,D+38.9,D+47.0,D+18.3,D+35.9,D+20.6,D+11.1
1932,VT,56266,78984,1730,136980,3,11826,-11420,1789,-0.165849029055,0.174144017819,0.177602161285,0.351798833376,-0.343451190341,-0.177654815557,0.012629580960724193,0.02941663313786929,-0.016787052177145097,-0.16797042513863217,0.17289754080720152,0.1829849628060948,0.3589235974590079,-0.35095538794472697,-0.18602605665180638,red,R+16.6,D+17.4,D+17.8,D+35.2,R+34.3,R+17.8,1.26%,2.94%,-1.68%,R+16.8,D+17.3,D+18.3,D+35.9,R+35.1,R+18.6
1932,WA,353260,208645,52909,614814,8,196488,-127199,113974,0.235217480409,0.592760807619,0.177602161285,0.351798833376,0.057615319123,0.240961974243,0.08605692128025712,0.02941663313786929,0.05664028814238783,0.2573655689128945,0.6208779193034624,0.1829849628060948,0.3589235974590079,0.07438060610679972,0.26195432184445455,deepskyblue,D+23.5,D+59.3,D+17.8,D+35.2,D+5.8,D+24.1,8.61%,2.94%,5.66%,D+25.7,D+62.1,D+18.3,D+35.9,D+7.4,D+26.2
1932,WI,707410,347741,59657,1114808,12,257151,-196464,97977,0.322628649956,0.415019617580,0.177602161285,0.351798833376,0.145026488670,0.063220784204,0.053513250712230266,0.02941663313786929,0.024096617574360976,0.3408696954274791,0.43533867570228035,0.1829849628060948,0.3589235974590079,0.15788473262138428,0.07641507824327248,deepskyblue,D+32.3,D+41.5,D+17.8,D+35.2,D+14.5,D+6.3,5.35%,2.94%,2.41%,D+34.1,D+43.5,D+18.3,D+35.9,D+15.8,D+7.6
1932,WV,405124,330731,7919,743774,8,141340,-44820,101022,0.100020974113,0.273909192275,0.177602161285,0.351798833376,-0.077581187172,-0.077889641101,0.010647051389266094,0.02941663313786929,-0.018769581748603194,0.10109736293155581,0.2759149468273225,0.1829849628060948,0.3589235974590079,-0.08188759987453899,-0.0830086506316854,deepskyblue,D+10.0,D+27.4,D+17.8,D+35.2,R+7.8,R+7.8,1.06%,2.94%,-1.88%,D+10.1,D+27.6,D+18.3,D+35.9,R+8.2,R+8.3
1932,WY,54370,39583,3009,96962,3,25071,-13165,14127,0.152503042429,0.435583865752,0.177602161285,0.351798833376,-0.025099118856,0.083785032376,0.031032775726573297,0.02941663313786929,0.0016161425887040066,0.15738720424041808,0.44318680690718226,0.1829849628060948,0.3589235974590079,-0.025597758565676726,0.08426320944817436,deepskyblue,D+15.3,D+43.6,D+17.8,D+35.2,R+2.5,D+8.4,3.10%,2.94%,0.16%,D+15.7,D+44.3,D+18.3,D+35.9,R+2.6,D+8.4
1936,AL,238136,35358,1750,275244,11,30226,683,29890,0.736720873116,0.030659427205,0.242526704358,0.064924543073,0.494194168758,-0.034265115867,0.006357995087994652,0.026577221340335248,-0.020219226252340596,0.7414349126489064,0.02731408902007526,0.24914837589072097,0.06616341308462617,0.4922865367581854,-0.03884932406455094,deepskyblue,D+73.7,D+3.1,D+24.3,D+6.5,D+49.4,R+3.4,0.64%,2.66%,-2.02%,D+74.1,D+2.7,D+24.9,D+6.6,D+49.2,R+3.9
1936,AR,146765,32039,619,179423,9,-42837,3572,-41139,0.639416351304,-0.091149203959,0.242526704358,0.064924543073,0.396889646946,-0.156073747032,0.003449947888509277,0.026577221340335248,-0.02312727345182597,0.6416299411646272,-0.09728755742526862,0.24914837589072097,0.06616341308462617,0.39248156527390626,-0.16345097050989482,deepskyblue,D+63.9,R+9.1,D+24.3,D+6.5,D+39.7,R+15.6,0.34%,2.66%,-2.31%,D+64.2,R+9.7,D+24.9,D+6.6,D+39.2,R+16.3
1936,AZ,86722,33433,4008,124163,3,7458,-2671,5912,0.429185828306,0.064199485696,0.242526704358,0.064924543073,0.186659123948,-0.000725057376,0.03228014787013845,0.026577221340335248,0.005702926529803202,0.44350214306520747,0.06939493829438714,0.24914837589072097,0.06616341308462617,0.1943537671744865,0.0032315252097609715,deepskyblue,D+42.9,D+6.4,D+24.3,D+6.5,D+18.7,R+0.1,3.23%,2.66%,0.57%,D+44.4,D+6.9,D+24.9,D+6.6,D+19.4,D+0.3
1936,CA,1766836,836431,35615,2638882,22,442679,-11471,370916,0.352575446723,0.142583321621,0.242526704358,0.064924543073,0.110048742365,0.077658778548,0.013496245758620507,0.026577221340335248,-0.01308097558171474,0.3573989913443377,0.1381346895919452,0.24914837589072097,0.06616341308462617,0.10825061545361675,0.07197127650731902,deepskyblue,D+35.3,D+14.3,D+24.3,D+6.5,D+11.0,D+7.8,1.35%,2.66%,-1.31%,D+35.7,D+13.8,D+24.9,D+6.6,D+10.8,D+7.2
1936,CO,295021,181267,12396,488684,6,44144,-8350,30988,0.232776190749,0.098931892350,0.242526704358,0.064924543073,-0.009750513609,0.034007349277,0.025366085241178348,0.026577221340335248,-0.0012111360991568995,0.23883448669712443,0.09976335292458724,0.24914837589072097,0.06616341308462617,-0.010313889193596548,0.03359993983996107,deepskyblue,D+23.3,D+9.9,D+24.3,D+6.5,R+1.0,D+3.4,2.54%,2.66%,-0.12%,D+23.9,D+10.0,D+24.9,D+6.6,R+1.0,D+3.4
1936,CT,382129,278685,29909,690723,8,100497,-9735,96540,0.149761916137,0.161186006022,0.242526704358,0.064924543073,-0.092764788221,0.096261462949,0.043301004889079994,0.026577221340335248,0.016723783548744747,0.15654026700402837,0.16844795261867404,0.24914837589072097,0.06616341308462617,-0.0926081088866926,0.10228453953404787,deepskyblue,D+15.0,D+16.1,D+24.3,D+6.5,R+9.3,D+9.6,4.33%,2.66%,1.67%,D+15.7,D+16.8,D+24.9,D+6.6,R+9.3,D+10.2
1936,DE,69702,57236,665,127603,3,15383,163,14702,0.097693627893,0.122086680213,0.242526704358,0.064924543073,-0.144833076465,0.057162137140,0.005211476219211147,0.026577221340335248,-0.021365745121124102,0.09820542311994832,0.12292892211449011,0.24914837589072097,0.06616341308462617,-0.15094295277077266,0.056765509029863936,deepskyblue,D+9.8,D+12.2,D+24.3,D+6.5,R+14.5,D+5.7,0.52%,2.66%,-2.14%,D+9.8,D+12.3,D+24.9,D+6.6,R+15.1,D+5.7
1936,FL,249117,78248,0,327365,7,42810,9078,51113,0.521952560597,0.025532625176,0.242526704358,0.064924543073,0.279425856239,-0.039391917896,0.0,0.026577221340335248,-0.026577221340335248,0.5219525605974982,0.02413604597014274,0.24914837589072097,0.06616341308462617,0.2728041847067772,-0.04202736711448346,deepskyblue,D+52.2,D+2.6,D+24.3,D+6.5,D+27.9,R+3.9,0.00%,2.66%,-2.66%,D+52.2,D+2.4,D+24.9,D+6.6,D+27.3,R+4.2
1936,GA,255364,36942,869,293175,12,21246,17079,37585,0.745022597425,-0.093253547964,0.242526704358,0.064924543073,0.502495893067,-0.158178091037,0.0029640999403086894,0.026577221340335248,-0.023613121400026558,0.7472374840064864,-0.09634924098475317,0.24914837589072097,0.06616341308462617,0.4980891081157654,-0.16251265406937937,deepskyblue,D+74.5,R+9.3,D+24.3,D+6.5,D+50.2,R+15.8,0.30%,2.66%,-2.36%,D+74.7,R+9.6,D+24.9,D+6.6,D+49.8,R+16.3
1936,IA,621756,487977,33000,1142733,11,23737,73544,106046,0.117069341657,-0.060019789392,0.242526704358,0.064924543073,-0.125457362701,-0.124944332465,0.028878136887619418,0.026577221340335248,0.00230091554728417,0.12055061893266218,-0.06077748353540545,0.24914837589072097,0.06616341308462617,-0.1285977569580588,-0.12694089662003163,deepskyblue,D+11.7,R+6.0,D+24.3,D+6.5,R+12.5,R+12.5,2.89%,2.66%,0.23%,D+12.1,R+6.1,D+24.9,D+6.6,R+12.9,R+12.7
1936,ID,125683,66256,7678,199617,4,16204,-5161,12992,0.297705105277,0.093756009496,0.242526704358,0.064924543073,0.055178400919,0.028831466424,0.03846365790488786,0.026577221340335248,0.01188643656455261,0.30961399194535766,0.09920580160394601,0.24914837589072097,0.06616341308462617,0.060465616054636684,0.03304238851931984,deepskyblue,D+29.8,D+9.4,D+24.3,D+6.5,D+5.5,D+2.9,3.85%,2.66%,1.19%,D+31.0,D+9.9,D+24.9,D+6.6,D+6.0,D+3.3
1936,IL,2282999,1570393,103130,3956522,29,400695,137637,548596,0.180109196916,0.048196708206,0.242526704358,0.064924543073,-0.062417507442,-0.016727834867,0.02606582245719852,0.026577221340335248,-0.0005113988831367267,0.18492953740496684,0.04932173543456511,0.24914837589072097,0.06616341308462617,-0.06421883848575413,-0.01684167765006106,deepskyblue,D+18.0,D+4.8,D+24.3,D+6.5,R+6.2,R+1.7,2.61%,2.66%,-0.05%,D+18.5,D+4.9,D+24.9,D+6.6,R+6.4,R+1.7
1936,IN,934974,691570,24353,1650897,14,72920,14386,73970,0.147437423413,0.030203080923,0.242526704358,0.064924543073,-0.095089280945,-0.034721462150,0.014751374555771801,0.026577221340335248,-0.011825846784563446,0.14964489125409458,0.029540008188577743,0.24914837589072097,0.06616341308462617,-0.0995034846366264,-0.03662340489604843,deepskyblue,D+14.7,D+3.0,D+24.3,D+6.5,R+9.5,R+3.5,1.48%,2.66%,-1.18%,D+15.0,D+3.0,D+24.9,D+6.6,R+10.0,R+3.7
1936,KS,464520,397727,2767,865014,9,40316,48229,73036,0.077216091300,-0.017112286508,0.242526704358,0.064924543073,-0.165310613058,-0.082036829581,0.003198792158277207,0.026577221340335248,-0.02337842918205804,0.07746388215905652,-0.019092673207221453,0.24914837589072097,0.06616341308462617,-0.17168449373166444,-0.08525608629184761,deepskyblue,D+7.7,R+1.7,D+24.3,D+6.5,R+16.5,R+8.2,0.32%,2.66%,-2.34%,D+7.7,R+1.9,D+24.9,D+6.6,R+17.2,R+8.5
1936,KY,541944,369702,14557,926203,11,-38630,-25014,-56860,0.185965711620,-0.003094399481,0.242526704358,0.064924543073,-0.056560992738,-0.068018942554,0.01571685688774491,0.026577221340335248,-0.010860364452590338,0.18893517878650265,-0.0016317295176940527,0.24914837589072097,0.06616341308462617,-0.060213197104218324,-0.06779514260232022,deepskyblue,D+18.6,R+0.3,D+24.3,D+6.5,R+5.7,R+6.8,1.57%,2.66%,-1.09%,D+18.9,R+0.2,D+24.9,D+6.6,R+6.0,R+6.8
1936,LA,292894,36791,93,329778,10,43476,17938,60974,0.776592131676,-0.081151800705,0.242526704358,0.064924543073,0.534065427318,-0.146076343778,0.0002820078962210942,0.026577221340335248,-0.026295213444114153,0.7768111985683304,-0.082636896827743,0.24914837589072097,0.06616341308462617,0.5276628226776094,-0.14880030991236914,deepskyblue,D+77.7,R+8.1,D+24.3,D+6.5,D+53.4,R+14.6,0.03%,2.66%,-2.63%,D+77.7,R+8.3,D+24.9,D+6.6,D+52.8,R+14.9
1936,MA,942716,768613,129028,1840357,17,142568,31654,260243,0.094602840645,0.054612688035,0.242526704358,0.064924543073,-0.147923863714,-0.010311855037,0.07011031011917797,0.026577221340335248,0.043533088778842724,0.10173555172617305,0.06062650726797983,0.24914837589072097,0.06616341308462617,-0.14741282416454793,-0.0055369058166463425,deepskyblue,D+9.5,D+5.5,D+24.3,D+6.5,R+14.8,R+1.0,7.01%,2.66%,4.35%,D+10.2,D+6.1,D+24.9,D+6.6,R+14.7,R+0.6
1936,MD,389612,231435,3849,624896,8,75298,47251,113842,0.253125320053,-0.001505306065,0.242526704358,0.064924543073,0.010598615695,-0.066429849137,0.00615942492830807,0.026577221340335248,-0.020417796412027178,0.2546940891752154,-0.006350087531611925,0.24914837589072097,0.06616341308462617,0.005545713284494436,-0.0725135006162381,deepskyblue,D+25.3,R+0.2,D+24.3,D+6.5,D+1.1,R+6.6,0.62%,2.66%,-2.04%,D+25.5,R+0.6,D+24.9,D+6.6,D+0.6,R+7.3
1936,ME-AL,126333,168823,9084,304240,5,-2574,2192,5796,-0.139659479358,-0.013257206235,0.242526704358,0.064924543073,-0.382186183716,-0.078181749308,0.029858006836707862,0.026577221340335248,0.0032807854963726145,-0.14395777148355446,-0.01631259556709025,0.24914837589072097,0.06616341308462617,-0.3931061473742754,-0.08247600865171639,red,R+14.0,R+1.3,D+24.3,D+6.5,R+38.2,R+7.8,2.99%,2.66%,0.33%,R+14.4,R+1.6,D+24.9,D+6.6,R+39.3,R+8.2
1936,MI,1016794,699733,88571,1805098,19,145094,-40161,140333,0.175647527170,0.096473589708,0.242526704358,0.064924543073,-0.066879177188,0.031549046635,0.04906714206098505,0.026577221340335248,0.022489920720649804,0.18471075607898974,0.1029246486598755,0.24914837589072097,0.06616341308462617,-0.06443761981173124,0.036761235575249324,deepskyblue,D+17.6,D+9.6,D+24.3,D+6.5,R+6.7,D+3.2,4.91%,2.66%,2.25%,D+18.5,D+10.3,D+24.9,D+6.6,R+6.4,D+3.7
1936,MN,698811,350461,80703,1129975,11,98005,-13498,127132,0.308281156663,0.072105603760,0.242526704358,0.064924543073,0.065754452305,0.007181060687,0.07142016416292396,0.026577221340335248,0.044842942822588716,0.3319920859414909,0.08649499597657714,0.24914837589072097,0.06616341308462617,0.0828437100507699,0.020331582891950972,deepskyblue,D+30.8,D+7.2,D+24.3,D+6.5,D+6.6,D+0.7,7.14%,2.66%,4.48%,D+33.2,D+8.6,D+24.9,D+6.6,D+8.3,D+2.0
1936,MO,1111043,697891,19701,1828635,15,85637,133178,218741,0.225934645241,-0.060228915838,0.242526704358,0.064924543073,-0.016592059117,-0.125153458911,0.010773609823720972,0.026577221340335248,-0.015803611516614274,0.22839528694800362,-0.061327054587441227,0.24914837589072097,0.06616341308462617,-0.02075308894271735,-0.1274904676720674,deepskyblue,D+22.6,R+6.0,D+24.3,D+6.5,R+1.7,R+12.5,1.08%,2.66%,-1.58%,D+22.8,R+6.1,D+24.9,D+6.6,R+2.1,R+12.7
1936,MS,157318,4443,329,162090,9,17150,-737,16056,0.943148867913,0.018788787384,0.242526704358,0.064924543073,0.700622163555,-0.046135755689,0.0020297365661052502,0.026577221340335248,-0.024547484774229997,0.9450671051736822,0.01634431573041506,0.24914837589072097,0.06616341308462617,0.6959187292829612,-0.049819097354211195,deepskyblue,D+94.3,D+1.9,D+24.3,D+6.5,D+70.1,R+4.6,0.20%,2.66%,-2.45%,D+94.5,D+1.6,D+24.9,D+6.6,D+69.6,R+5.0
1936,MT,159690,63598,7224,230512,4,32404,-14480,14033,0.416863330326,0.189552598107,0.242526704358,0.064924543073,0.174336625967,0.124628055034,0.03133893246338586,0.026577221340335248,0.00476171112305061,0.43035004120239334,0.19073647699445037,0.24914837589072097,0.06616341308462617,0.18120166531167237,0.1245730639098242,deepskyblue,D+41.7,D+19.0,D+24.3,D+6.5,D+17.4,D+12.5,3.13%,2.66%,0.48%,D+43.0,D+19.1,D+24.9,D+6.6,D+18.1,D+12.5
1936,NATIONAL,27752648,16681862,1213189,45647699,0,4931371,920608,5895801,0.242526704358,0.064924543073,0.242526704358,0.064924543073,0.000000000000,0.000000000000,0.026577221340335248,0.026577221340335248,0.0,0.24914837589072097,0.06616341308462617,0.24914837589072097,0.06616341308462617,0.0,0.0,deepskyblue,D+24.3,D+6.5,D+24.3,D+6.5,EVEN,EVEN,2.66%,2.66%,0.00%,D+24.9,D+6.6,D+24.9,D+6.6,EVEN,EVEN
1936,NC,616141,223283,40,839464,13,118575,14939,127963,0.467986715333,0.061491151728,0.242526704358,0.064924543073,0.225460010975,-0.003433391344,4.764945250779068e-05,0.026577221340335248,-0.026529571887827456,0.46800901570600795,0.0582938962148547,0.24914837589072097,0.06616341308462617,0.21886063981528697,-0.00786951686977147,deepskyblue,D+46.8,D+6.1,D+24.3,D+6.5,D+22.5,R+0.3,0.00%,2.66%,-2.65%,D+46.8,D+5.8,D+24.9,D+6.6,D+21.9,R+0.8
1936,ND,163148,72751,37817,273716,4,-15202,979,17426,0.330258369989,-0.085590863301,0.242526704358,0.064924543073,0.087731665631,-0.150515406374,0.13816145201595814,0.026577221340335248,0.1115842306756229,0.3832021331162913,-0.04290192810183424,0.24914837589072097,0.06616341308462617,0.13405375722557034,-0.10906534118646041,deepskyblue,D+33.0,R+8.6,D+24.3,D+6.5,D+8.8,R+15.1,13.82%,2.66%,11.16%,D+38.3,R+4.3,D+24.9,D+6.6,D+13.4,R+10.9
