year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
1916,7.6237659277611485,1.5389494438984461,1.9156283985475853,3.3310093391790767,1.5673713439116357,0.7379158943480573,-0.14448763509907472,-2.8143603185121844,1.5637656172360592,-1.0184210039089436,0.5552742217722906,-0.31903411149286026,-0.11464661449342918,0.07098107358639975,0.23756233050599954
1920,8.740853610767434,3.8156236327555817,-3.8884249376032334,3.230805930015539,-0.7357030938864212,1.9971479690284142,0.12441098410160512,-0.44461925651196516,-0.9127450964395186,0.07855708273480447,0.07873124717329533,0.5343881077284383,0.07688340752792253,0.04675044748055727,-0.05023897617477927
1924,9.941157747109877,3.238106527157457,-2.1679080508110555,0.947249053167859,-3.5364591408296766,-1.2522687540945738,0.7652839899230792,1.3352017754347731,-0.32138021728951943,0.8335164073683985,-0.0332185900946757,-0.2580657042655676,-0.19023928343538812,-0.2304442481146568,-0.015469081599927157
1928,3.5276743311221606,-0.5906606164497917,-0.5937312711848796,-1.7632711484649275,-1.5406191542448069,-5.038420983421591,0.8568014467685028,-0.9911587684471362,-0.1253998386182619,-1.1472752906472186,0.9251716622118275,0.07603969513429128,0.10443067014321751,0.9051060285052372,-0.2975226181579777
1932,7.715280668862688,-0.33851538372749435,5.288828359757938,-0.7032319124166451,-1.64260486248875,-1.2842255326527705,-0.3941372267822798,1.0549208718964491,1.129853744762334,0.11841604791095393,-0.8763311365350992,0.4924488739866976,0.5112883426710076,-0.845521287240366,0.5208915113100452
1936,5.9375926412960425,0.2524075597422542,4.3068977037021385,-1.3716224437638205,1.8125486082069,0.2931857487199572,-1.0741170754248914,0.13287848856248863,-0.1270177167179874,1.037240902371629,0.692819925419514,0.5364435536080612,-1.603048472860183,0.24889853173542245,-0.48436403637553893
1940,5.240794522340462,2.1033523216128187,-0.7900524732098277,-1.8743007481645746,2.2174403638707165,0.13145453912568242,-0.7940242547904671,-0.14846200257319306,-0.6583319441990267,1.612472402781263,0.09402793532651668,-0.6198572845698752,0.5112395585560131,0.19177869350320542,0.19146117159729537
1944,3.9390411616204752,1.190949795279166,-0.9482260243990155,-2.510081728787184,2.3406752872381897,-0.29822731266927255,-0.6584161893387732,-0.10165460479029984,-0.5394694647997794,0.6734304279576059,0.09113791042509858,-0.5010872489015117,1.1707331417433042,0.22146720900445993,-0.010886852817108945
1948,4.133347876980012,-1.6882743151935355,0.5836248396019642,0.14034865577091804,0.5038320719161222,0.4356819575411597,-0.2655809844629218,0.8532618707305708,-0.35455593574442595,-1.6541318068399717,-0.7905050458490641,-1.8428113956417607,-0.08328002696992884,-0.9282532690149274,-0.7288402787011284
1952,1.8631414723530457,-0.7325013525575836,-3.3397562189246877,-2.0872020015387203,1.4479189425347143,1.299000306449373,0.11241823642436881,1.002748012293492,-0.3019708393167596,-1.523205320918131,0.18889017623879356,0.023886344003463247,-0.7848642239427496,-0.09333908428870581,-0.1541878117214248
1956,3.2393300507954126,-2.162414313132716,0.8062766847745161,-0.7851145051206935,0.5190492150511589,2.2357716067542572,-0.23662120521658853,1.3582174806880878,-0.4941064823397868,-1.3470583360028563,-0.3158157131822611,1.4326927255339215,0.7712675265307514,0.6986028363654563,0.25206616247358443
1960,-0.03758847511794778,-1.337702253387709,-1.1151016575103663,-0.8030661580485039,1.553355574753317,-1.2808858841938742,1.9886604833432564,-0.27216174373534135,-0.8855318366984289,-0.10498898165739717,-0.5433233104103254,0.6369675340162179,-0.9372705467546834,-0.4547404747359239,1.0816082361314991
1964,-3.844537362178462,-3.6015840197607356,-1.4952271571893263,4.7863991856967125,2.0597148132116354,-2.4622649900723346,-0.8766846838404494,1.9655016840804813,0.2309490328400293,0.8174593278801062,0.01857815119717899,-0.07695443733883917,-0.43327926690691493,0.28248804174370107,-0.12410289516113032
1968,-2.1273604237051105,-3.0629045782141895,-1.778277958944658,0.36048761712849786,2.2037900023241703,-1.1617763122827258,0.47469992280201556,-0.07992799958827396,1.2509731557370438,-0.12936182167891783,0.788547592340866,0.2762856216911508,0.7618534499749007,-0.7276485768795478,0.3188035180497166
1972,-2.903681645236121,-3.8544641292851063,2.452029410903548,1.3732159752242559,0.06491791105874022,-0.007244261019379921,1.6725223671739726,-1.1565245355408071,-2.2304331533153947,0.5725282156790509,-0.055818180535035206,0.6006487188679789,0.5376595752543623,-0.5486889846892473,-0.8201720085678375
1976,0.7408855470445589,-3.1609220472864727,-1.3716417886613215,-0.6423215949011118,-1.1668129900444266,0.9451141718375388,0.04285385731619279,-0.7620775832581796,1.6585793304933547,0.6698982615365353,-1.1595973018252683,1.09055841991156,-0.08770120989709733,0.16134542625053855,-0.905189779132991
1980,-1.6247412498824734,-2.925221790364705,-2.6035009777705267,-1.1710721162825892,-1.239034251296752,1.7795597171077229,0.47931230452275053,0.37242956640314595,1.866686104167502,0.7564651646772995,1.1320257286261457,-0.051547385513506884,0.18720237002424256,-0.16016077641633156,-0.03992156832847672
1984,-2.302467795393173,-3.002864854047998,0.8020862371961983,-1.1607445781826915,-1.954638624817375,1.9843013827196099,0.81622094371578,-0.37163738792870005,-0.5461853662954974,0.3876130080334106,1.5391746061228193,-0.6729178598621154,-0.36255953375364114,-0.11511245050468423,0.18495091184555243
1988,-2.0012712122929526,-3.521525330944471,2.521579442567564,1.0688701040365942,-1.610141612109272,1.015918393139404,-0.0679013074802895,0.567428331735904,-0.13492384526260381,0.040317273622173744,0.35370597437450096,-1.2981154028471438,0.08562670930653281,0.9476883390641825,0.5326721488780888
1992,-1.5979222159465454,-1.6323727102863241,0.22573408708040718,0.7802744737858568,-0.23156973331597538,0.7408072667115916,0.15683189258892033,-0.3355410083939499,-0.2996150512939772,0.11966265927326777,-1.4891284342861915,-0.17238521551283292,-0.07977239471715829,0.87000823629714,0.5156678417514163
1996,-3.6500486288083587,-1.1760543173019615,-1.3427666541192662,-0.5295706841883434,-0.4900037468922183,-1.108005851539815,-1.6461787628846536,-0.9767679062675528,-0.10433953708365071,0.1171267619422568,-0.8564384910682162,-0.43422457424041505,0.29938499070751945,0.15884095403849102,-0.26946574323451905
2000,-5.412548335625408,0.8466495729357685,-1.75389562616877,-1.2805277089251081,-1.2248117922644837,-0.2846947120659668,-1.1962903756761698,-0.8476769022912368,0.4508425788177101,-0.13182785391671806,-0.951417176793446,-0.15967487840339117,-0.7315793043048803,-0.16353619283003146,0.29377448100401327
2004,-5.620064262795135,0.782329275090333,-0.41392377862989227,-0.38735654199775393,-0.7400386147316842,0.3359584581295236,-0.6127829543755918,-1.4258667075898441,-0.7292592980373365,0.4120951740437072,-0.6162763111335348,-0.21118281782415296,-0.1175094252101722,-0.5034046650407658,0.33400138271567226
2008,-5.867146346092607,2.132644207175759,0.7366369670201621,0.7741569166717519,-1.3505267400990564,-0.1126703994459231,-2.083156731017071,0.17893964041641439,-0.88089146724391,-0.9436301764114099,0.7849562558874947,0.8054712813314261,0.1895142653020571,0.09061905585515556,-0.057672608829077855
2012,-6.687512296199937,2.786966910854835,0.364850375695726,0.46149315028189414,-0.606301199112346,-0.2755550849501074,-1.5113091562254324,0.331020657026543,-0.22597968530341728,-0.11493631467897951,1.0251114196240103,0.552303507089027,0.12633754694373264,-0.7593172770559569,0.20228426909679723
2016,-6.300740747467812,4.706072588867769,1.015722699468765,-1.0083119575361976,0.7136425330592245,-0.07598725436336046,0.8478175728965566,0.5205779519992133,0.5692092057981225,-0.18835764025419127,-0.02858085786506072,-0.014726518858276789,-0.2552089481858769,0.18397456515801242,-0.35806625839721834
2020,-6.50236404957212,4.854530356526468,0.9719866944611797,-0.0647210428734253,0.5952650297701892,0.004707361348788855,1.5401881239663893,0.4917024110649924,0.7817236255562534,-0.030880869927318824,-0.46528770445722845,-0.12125858869669566,0.13447336752565447,0.308160588408047,-0.23641744916052587
2024,-6.162870511739146,4.539399820044134,1.610552674349136,0.888206470233333,0.46974385922652634,0.7057025598106136,1.6836664170712672,0.5636079830961094,0.3695543805908662,0.08727629902959304,-0.08641455270495109,-0.3042909589332878,0.3130643292208804,0.1434572598151386,-0.11322599900002261
