,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
MN,-0.5039587757180732,-0.6924535452074703,0.4148942988803293,-0.18729654341988097,0.0354411278024318,0.11091497043161848,0.049212196648740686,-0.013189955899505824,0.12647012181947664,-0.05403399735596304,0.06348723431758305,-0.10217396684783675,0.06781610706594639,-0.09866671037815795,-0.11980277481198615
MO,0.7305485448189016,-0.4553532102792109,-0.23355584184483108,0.16655157346311214,-0.2654371707254337,0.01631990146207612,-0.05673008996708267,0.2074397644670996,-0.11224355005589548,-0.18803989570758553,-0.12293267287829461,0.03537816646266649,-0.025371008608821903,-0.010433788615561254,0.08010550486598281
MS,0.8940596271528714,0.28255612699821936,-0.026649127656482974,-0.26016700990422725,-0.045223098975841945,-0.014491453690939812,0.004459479920932056,-0.1433284519286067,0.01658882169899937,-0.01809688455248328,0.1512115140304642,0.07581431653423368,0.11088600014042153,0.052905380244071175,0.10476173492840497
MT,0.7980961748541682,-0.28155259215651884,0.3640345864457454,0.1310822534029389,0.22124779869605696,-0.028785320177168346,-0.06574748686617274,-0.08043163340176852,-0.19623240838523565,0.04663736346977812,0.13712209337965414,-0.08488383229507859,-0.024442070415660065,0.09559061143166121,-0.004487893349416871
NC,0.9020012266561415,0.28954668439523057,-0.15437638523153016,-0.13769798807568048,0.030794663189015307,0.12250510736709458,-0.024111061432446127,0.21124161919753412,-0.023773046951989486,0.08743648226678072,0.021849082983089727,-0.009502286323821147,0.02767286555708364,-0.024394077629687188,-0.043522687596429355
ND,0.4790267643716465,-0.5037448554383906,0.5715726884079574,0.032493728408872005,-0.09007320392688731,-0.38519148938983555,-0.15362072889911899,-0.07102726538225865,0.005784482222554111,0.012318629893697112,0.02460663134680107,0.15463740402437004,-0.01827306585054283,0.007433286559105792,0.03761744637604395
NE-AL,0.7508262797540286,0.124629067011291,0.41447198523579437,0.3992907174995016,-0.2296956140163988,-0.15830755451326675,0.05812910743534553,0.014589026571545805,0.11467581511412246,-0.10262676333692003,0.024456793665991496,-0.001591194708404059,-0.024902856045461785,-0.007598475986134178,0.017500181282842784
NH,-0.29603654436504756,0.5828621030407067,-0.3836140600324522,0.4115911812194254,0.07092760671069996,-0.3707995024044415,-0.058069328353868216,-0.1709781831051791,-0.2173761314107793,-0.016577677803796348,-0.16057998735359358,-0.034968902273329834,0.15767197340592407,0.01585966641121095,-0.04201498395399772
NJ,-0.8921341590946651,0.2646677057845163,-0.1265825932692205,-0.030433116670612742,0.017365297148759447,-0.2524984243603988,-0.13785763494709324,-0.012046310768131353,-0.026235393453200594,0.10298637044639315,-0.03356260922079983,-0.013997322703214743,-0.20582328671634997,-0.05196706405596439,-0.0685071345376752
NM,0.32963846926760454,0.6870886638781882,0.12841147868231725,0.22727850481138165,-0.37768139490220504,0.035389874899281186,-2.4536094787420673e-05,0.25938835551955874,-0.30803407079584055,-0.05493166631837379,-0.1871947720612481,-0.11845274523713788,-0.06050162003156211,-0.07850735987183277,-0.004167555007830896
